"sno","LargeLS","Ruggedness","SmallLS","DisFromVill","WildPrey","D.0","lcl.0","ucl.0"
511,-0.196790175,-0.770710228,-0.232904202,-1.419282694,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
512,-0.196790175,-0.419113017,-0.232904202,-1.234450018,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
513,-0.196790175,1.45093801,-0.232904202,-1.270662497,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
514,-0.196790175,-1.319350589,-0.232904202,-1.247486794,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
515,-0.196790175,0.370652924,-0.232904202,-0.916896259,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
516,-0.196790175,-0.738843411,-0.232904202,-0.567018681,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
520,-0.196790175,-1.018740285,-0.232904202,0.251986341,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
521,-0.196790175,0.548575984,-0.232904202,0.203778797,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
522,-0.196790175,-0.740967866,-0.232904202,0.230946146,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
523,-0.130154412,-0.966160037,-0.175774834,0.330040088,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
524,-0.130154412,1.165198887,-0.175774834,0.490064653,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
545,-0.035438026,-0.12540719,0.088461547,-1.239997129,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
546,5.465689667,-1.095220645,2.787745845,-1.250435547,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
547,-0.196790175,-0.658114142,-0.232904202,-1.250441466,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
548,3.187036285,-0.821166021,1.572258491,-1.135320563,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
549,3.663849714,-0.085042555,1.826572953,-0.949031859,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
550,-0.196790175,1.514671644,-0.232904202,-0.747205089,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
553,-0.196790175,-0.827008271,-0.232904202,0.20433043,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
554,-0.196790175,-1.127087462,-0.232904202,0.504667548,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
555,-0.196790175,1.115805321,-0.232904202,0.598640533,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
556,-0.196790175,-0.916766471,-0.232904202,0.558772596,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
557,-0.196790175,-0.473286606,-0.232904202,0.581196609,1.535766044,0.000106723186909039,5.58160807906283e-05,0.000204060164430859
