"sno","LargeLS","Ruggedness","SmallLS","DisFromVill","WildPrey","D.0","lcl.0","ucl.0"
208,-0.190104313,0.089693823,-0.232904202,-1.257696746,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
209,-0.093716461,0.546982643,-0.232904202,-1.286852816,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
225,-0.196790175,-0.721316662,-0.232904202,1.822368033,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
226,-0.196790175,-0.360159406,-0.232904202,1.536619604,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
228,-0.196790175,-1.365557473,-0.232904202,0.946724711,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
229,-0.196790175,0.096067186,-0.232904202,0.678022462,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
230,-0.196790175,-0.900833063,-0.232904202,0.438109318,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
232,-0.196790175,2.890787012,-0.232904202,-0.048105738,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
233,-0.196790175,-0.120627167,-0.232904202,-0.225333924,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
234,-0.196790175,0.662234297,-0.232904202,-0.48775868,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
235,-0.196790175,0.173609774,-0.232904202,-0.713144691,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
236,-0.033989422,1.714901475,0.170865699,-1.018744816,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
237,-0.033989422,-0.140809485,0.170865699,-1.263662909,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
238,0.162352074,-0.566231488,0.657770841,-1.310047458,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
239,0.637828331,-1.44150672,1.837330403,-1.168843533,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
240,-0.196790175,0.575662778,-0.232904202,-0.881946855,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
242,-0.190104313,0.212912181,-0.232904202,-0.77463405,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
243,-0.132160171,-0.689980959,-0.232904202,-1.004901898,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
244,-0.132160171,1.496082667,-0.232904202,-1.122185534,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
261,-0.196790175,-0.717067753,-0.232904202,1.329989126,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
264,-0.196790175,-0.053175739,-0.232904202,0.449266279,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
265,-0.196790175,-0.13868503,-0.232904202,0.175922498,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
266,-0.196790175,0.07747821,-0.232904202,-0.059912585,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
267,-0.196790175,1.815281948,-0.232904202,-0.313946833,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
268,-0.196790175,1.691001363,-0.232904202,-0.541690899,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
269,-0.196790175,0.701536704,-0.232904202,-0.707094481,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
270,-0.096947961,0.488560145,-0.232904202,-0.988393146,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
271,-0.047472579,0.313823767,-0.232904202,-1.162852511,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
272,-0.178849777,0.883177559,-0.15551323,-1.272622807,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
273,-0.102408082,-0.918890926,-0.008042175,-1.326505308,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
274,-0.196790175,1.46421585,-0.232904202,-1.15566944,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
275,-0.196790175,0.325508267,-0.232904202,-1.054396191,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
276,-0.196790175,0.239467862,-0.232904202,-0.757926426,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
277,-0.196790175,0.277708042,-0.232904202,-0.561228899,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
278,-0.132160171,0.305325949,-0.232904202,-0.667930882,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
279,-0.139514619,0.330288289,-0.232904202,-0.854770036,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
296,-0.196790175,0.2994837,-0.232904202,1.090510422,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
297,-0.196790175,1.435535715,-0.232904202,0.829989156,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
298,-0.196790175,0.989400281,-0.232904202,0.542162041,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
300,-0.196790175,-0.133905008,-0.232904202,-0.044793571,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
301,-0.196790175,0.778017064,-0.232904202,-0.326061458,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
302,-0.196790175,0.40251974,-0.232904202,-0.553226664,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
303,-0.196790175,2.373482354,-0.232904202,-0.815528309,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
304,-0.196790175,-0.598098304,-0.232904202,-1.014973349,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
305,-0.117339842,0.057827006,-0.067260368,-1.207953862,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
306,0.42922942,-1.170107664,-0.232904202,-1.379866954,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
307,1.841060725,-1.050075988,1.511369238,-1.143499178,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
308,-0.112436876,0.047204734,0.190187332,-1.352809695,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
309,-0.196790175,-1.618367553,-0.232904202,-1.341401776,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
310,0.701455456,-0.17692521,0.537141189,-1.163983004,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
311,-0.05192982,-0.853032838,-0.108723547,-0.967795679,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
312,-0.05192982,0.727030157,-0.108723547,-0.881469799,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
314,-0.139514619,-0.2077298,-0.232904202,-0.526158751,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
330,-0.196790175,-1.262521433,-0.232904202,1.095865764,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
331,-0.196790175,-0.021840035,-0.232904202,0.869522088,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
332,-0.196790175,0.431199875,-0.232904202,0.590650136,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
333,-0.196790175,-0.465851015,-0.232904202,0.32781935,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
334,-0.196790175,0.223534453,-0.232904202,0.049941758,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
335,-0.196790175,-0.071764715,-0.232904202,-0.237458019,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
336,-0.196790175,1.133863184,-0.232904202,-0.529956261,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
337,-0.196790175,1.019142644,-0.232904202,-0.827652404,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
338,-0.013263249,0.110938367,-0.232904202,-1.025064924,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
339,-0.117339842,0.413142013,-0.067260368,-1.312278851,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
340,0.280914703,-0.42548638,0.7639876,-1.228817676,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
341,0.634262538,-1.214721208,0.478445202,-1.184114069,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
342,-0.196790175,-0.465319901,-0.232904202,-1.36344225,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
343,-0.196790175,0.694101113,-0.232904202,-1.152955073,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
344,-0.196790175,0.235218953,-0.232904202,-1.013957681,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
345,0.013703064,-0.636869598,-0.052429709,-1.02545675,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
346,-0.05192982,0.443415488,-0.108723547,-1.315772134,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
347,-0.05192982,-0.241721071,-0.108723547,-1.119963612,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
348,-0.018500508,-0.453635402,-0.080002201,-0.777441935,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
367,-0.196790175,0.220878885,-0.232904202,0.367409103,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
368,-0.196790175,1.987893872,-0.232904202,0.092329925,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
369,-0.196790175,0.245841225,-0.232904202,-0.174306657,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
370,-0.196790175,-1.462220151,-0.232904202,-0.432442642,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
371,-0.196790175,-0.734594503,-0.232904202,-0.737217685,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
372,0.05069817,-0.216227617,-0.232904202,-0.977887254,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
373,0.167477902,-1.124963007,-0.232904202,-1.324024142,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
374,-0.023292042,-0.424424153,-0.227473256,-1.201111715,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
375,-0.121797084,-1.088847282,-0.230606494,-1.074238418,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
376,1.1776003,-0.501966741,0.943522122,-0.889783363,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
377,2.013890272,-0.789299205,1.6593625,-1.032522628,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
378,-0.196790175,-0.763274638,-0.232904202,-0.945217777,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
379,-0.196790175,-0.17108296,-0.232904202,-0.683270077,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
380,-0.196790175,1.369677628,-0.232904202,-0.98236306,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
381,-0.196790175,0.304794836,-0.232904202,-1.212142014,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
382,-0.05192982,-0.27836791,-0.108723547,-1.066083479,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
383,-0.018500508,0.403581968,-0.080002201,-0.74946134,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
400,-0.196790175,-1.636956529,-0.232904202,0.553404233,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
402,-0.196790175,-0.254467797,-0.232904202,0.117797392,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
403,-0.196790175,0.247434566,-0.232904202,-0.134615101,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
404,-0.196790175,1.361710923,-0.232904202,-0.402248412,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
405,0.669586178,0.433855443,-0.232904202,-0.6762989,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
406,0.289606324,2.243890633,-0.232904202,-0.879427808,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
407,-0.196790175,0.964969055,-0.232904202,-1.225623885,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
408,-0.196790175,-1.593405213,-0.232904202,-1.329171142,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
409,-0.196790175,-0.8944597,-0.232904202,-1.188141229,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
410,-0.085916288,-1.160016506,-0.078122258,-1.213693926,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
411,0.695215318,-1.551447238,0.53056139,-0.931181905,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
412,-0.196790175,-1.124431894,-0.232904202,-0.6797034,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
413,-0.196790175,-0.992715718,-0.232904202,-0.629143721,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
415,-0.196790175,3.380473762,-0.232904202,-0.736039841,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
416,-0.196790175,1.081282936,-0.232904202,-0.8602331,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
417,-0.018500508,-0.324043681,-0.080002201,-0.787802224,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
418,-0.131603015,-0.539144693,-0.177028129,-0.565865696,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
419,-0.131603015,0.872555287,-0.177028129,-0.276441685,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
431,-0.196790175,-1.121776326,-0.232904202,1.357808728,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
432,-0.196790175,-1.316163908,-0.232904202,1.05870154,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
434,-0.196790175,-0.537020239,-0.232904202,0.517222533,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
435,-0.196790175,-0.771772455,-0.232904202,0.292582292,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
438,-0.196790175,-0.266683411,-0.232904202,-0.377617866,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
439,-0.196790175,3.533434482,-0.232904202,-0.636387163,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
440,-0.196790175,0.116780617,-0.232904202,-0.883189806,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
441,0.100730708,-0.172145188,-0.232904202,-1.177418709,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
442,-0.196790175,-1.214721208,-0.232904202,-1.166944778,0.271415828,4.597256273814e-05,2.53035224842541e-05,8.35249924601365e-05
443,-0.111211135,-0.589600487,-0.230188729,-1.139802288,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
444,3.7018477,0.026491303,7.32655401,-1.330837879,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
445,-0.022512025,-1.439382266,0.010548369,-1.252678777,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
446,-0.143971861,-0.853032838,-0.159168674,-0.947696575,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
447,-0.196790175,-0.778145819,-0.232904202,-0.602658219,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
448,-0.196790175,1.199190158,-0.232904202,-0.290223048,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
451,-0.196790175,0.156614138,-0.232904202,-0.505906942,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
452,-0.196790175,0.734465748,-0.232904202,-0.459069012,1.535766044,9.86998504294945e-05,5.0418012301983e-05,0.000193217860641869
453,-0.131603015,-0.695292095,-0.177028129,-0.298905946,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
454,-0.131603015,0.134307366,-0.177028129,-0.064191887,0.009826128,3.92506415396916e-05,1.96179714644875e-05,7.85306913136345e-05
461,-0.196790175,0.676574364,-0.232904202,1.865371757,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
462,-0.196790175,2.781377608,-0.232904202,1.674636841,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
463,-0.196790175,-0.920484267,-0.232904202,1.514338827,-0.949336105,2.19848206027912e-05,6.85009396137151e-06,7.05584973961641e-05
