FID,Field1,x,y,WPreyD,Rgd,Alt
4033,9491,8725000,3756110,0.2300000,31.5436001,3965.0000000
4037,9578,8663000,3756610,0.0100000,22.2035999,5289.0000000
4038,9579,8663500,3756610,0.0100000,29.8997993,5267.0000000
4039,9580,8664000,3756610,0.0100000,17.2915993,5255.0000000
4040,9581,8664500,3756610,0.0100000,9.4339800,5176.0000000
4041,9582,8665000,3756610,0.0100000,31.0321999,5168.0000000
4042,9583,8665500,3756610,0.0100000,20.7605000,5151.0000000
4043,9584,8666000,3756610,0.0100000,48.8568993,5255.0000000
4044,9585,8666500,3756610,0.0129066,23.4307003,5442.0000000
4052,9593,8670500,3756610,0.1071610,51.9230003,5381.0000000
4053,9594,8671000,3756610,0.1230600,29.1889992,5336.0000000
4055,9596,8672000,3756610,0.1548580,39.2938004,5481.0000000
4056,9597,8672500,3756610,0.1712660,43.4510994,5358.0000000
4057,9598,8673000,3756610,0.1881010,29.1548004,5325.0000000
4059,9600,8674000,3756610,0.2200000,38.2491989,5426.0000000
4060,9601,8674500,3756610,0.2350630,32.0936012,5458.0000000
4061,9602,8675000,3756610,0.2501270,27.6406002,5392.0000000
4063,9604,8676000,3756610,0.2731650,41.4729004,5475.0000000
4064,9605,8676500,3756610,0.2811390,47.2863998,5385.0000000
4065,9606,8677000,3756610,0.2864670,30.0998001,5300.0000000
4066,9607,8677500,3756610,0.2900000,60.4151993,5146.0000000
4067,9608,8678000,3756610,0.2900000,33.9852982,4981.0000000
4068,9609,8678500,3756610,0.2900000,38.3013992,4993.0000000
4069,9610,8679000,3756610,0.2900000,46.9893990,4899.0000000
4070,9611,8679500,3756610,0.2900000,26.2868996,4955.0000000
4071,9612,8680000,3756610,0.2900000,52.0960999,4980.0000000
4072,9613,8680500,3756610,0.2900000,36.3042984,5149.0000000
4073,9614,8681000,3756610,0.2900000,18.7616997,5290.0000000
4074,9615,8681500,3756610,0.2900000,31.9374008,5239.0000000
4075,9616,8682000,3756610,0.2900000,33.9411011,5062.0000000
4076,9617,8682500,3756610,0.2900000,68.2128983,4917.0000000
4077,9618,8683000,3756610,0.2900000,33.2113991,4789.0000000
4078,9619,8683500,3756610,0.2900000,23.3880005,4984.0000000
4079,9620,8684000,3756610,0.2900000,27.1846008,5115.0000000
4080,9621,8684500,3756610,0.2900000,43.4626007,5322.0000000
4081,9622,8685000,3756610,0.2900000,64.9845963,5478.0000000
4083,9624,8686000,3756610,0.2900000,36.0555000,5314.0000000
4084,9625,8686500,3756610,0.2900000,11.7473001,5169.0000000
4085,9626,8687000,3756610,0.2900000,17.6068001,5262.0000000
4086,9627,8687500,3756610,0.2900000,57.6194000,5014.0000000
4087,9628,8688000,3756610,0.2900000,26.4575005,4716.0000000
4088,9629,8688500,3756610,0.2900000,22.2935009,4578.0000000
4089,9630,8689000,3756610,0.2900000,40.6202011,4772.0000000
4090,9631,8689500,3756610,0.2900000,48.6106987,4829.0000000
4091,9632,8690000,3756610,0.2900000,44.1814003,5032.0000000
4092,9633,8690500,3756610,0.2900000,24.2693005,5107.0000000
4093,9634,8691000,3756610,0.2900000,46.8294983,4868.0000000
4094,9635,8691500,3756610,0.2900000,38.6134987,4717.0000000
4095,9636,8692000,3756610,0.2900000,31.3209000,4656.0000000
4096,9637,8692500,3756610,0.2900000,35.5246010,4599.0000000
4097,9638,8693000,3756610,0.2900000,30.4302006,4541.0000000
4098,9639,8693500,3756610,0.2900000,53.6469994,4659.0000000
4099,9640,8694000,3756610,0.2900000,56.6304016,4981.0000000
4100,9641,8694500,3756610,0.2900000,21.9545002,5102.0000000
4101,9642,8695000,3756610,0.2936940,36.0139008,5273.0000000
4102,9643,8695500,3756610,0.2992360,120.9789963,5297.0000000
4103,9644,8696000,3756610,0.3057010,45.9020996,4995.0000000
4104,9645,8696500,3756610,0.3140130,45.5522003,4818.0000000
4105,9646,8697000,3756610,0.3232480,51.6526985,4701.0000000
4106,9647,8697500,3756610,0.3324840,32.5115013,4516.0000000
4107,9648,8698000,3756610,0.3428110,28.5832005,4356.0000000
4108,9649,8698500,3756610,0.3534080,35.3835983,4141.0000000
4109,9650,8699000,3756610,0.3604500,65.2610016,4046.0000000
4110,9651,8699500,3756610,0.3643090,64.6606979,3894.0000000
4111,9652,8700000,3756610,0.3665270,89.0280991,3777.0000000
4112,9653,8700500,3756610,0.3681290,58.7281990,3661.0000000
4113,9654,8701000,3756610,0.3690350,71.2951965,3594.0000000
4114,9655,8701500,3756610,0.3680710,38.9487000,3467.0000000
4115,9656,8702000,3756610,0.3668590,76.5636978,3478.0000000
4116,9657,8702500,3756610,0.3642120,39.0639992,3710.0000000
4117,9658,8703000,3756610,0.3608970,24.4745007,3615.0000000
4118,9659,8703500,3756610,0.3570190,30.7896004,3537.0000000
4119,9660,8704000,3756610,0.3514790,30.4631004,3591.0000000
4120,9661,8704500,3756610,0.3455310,41.5331001,3771.0000000
4121,9662,8705000,3756610,0.3384290,9.7979603,3936.0000000
4122,9663,8705500,3756610,0.3299680,33.9558983,4015.0000000
4123,9664,8706000,3756610,0.3202250,25.5930004,4076.0000000
4124,9665,8706500,3756610,0.3096780,31.9374008,4290.0000000
4125,9666,8707000,3756610,0.2989740,46.5833015,4485.0000000
4126,9667,8707500,3756610,0.2866770,17.3204994,4643.0000000
4127,9668,8708000,3756610,0.2734710,38.1968994,4725.0000000
4128,9669,8708500,3756610,0.2623250,57.6715012,4885.0000000
4129,9670,8709000,3756610,0.2544440,39.8120995,5068.0000000
4130,9671,8709500,3756610,0.2477780,104.0100021,5105.0000000
4131,9672,8710000,3756610,0.2433330,71.2810974,5127.0000000
4132,9673,8710500,3756610,0.2388890,71.6449966,5079.0000000
4133,9674,8711000,3756610,0.2355560,70.7460022,5026.0000000
4134,9675,8711500,3756610,0.2322150,38.7813988,4877.0000000
4135,9676,8712000,3756610,0.2311040,64.9384003,4761.0000000
4136,9677,8712500,3756610,0.2300000,41.4729004,4724.0000000
4137,9678,8713000,3756610,0.2300000,51.3516998,5049.0000000
4138,9679,8713500,3756610,0.2300000,55.5968018,5179.0000000
4139,9680,8714000,3756610,0.2300000,47.2122993,5335.0000000
4140,9681,8714500,3756610,0.2300000,54.4609985,5498.0000000
4141,9682,8715000,3756610,0.2300000,51.6333008,5329.0000000
4142,9683,8715500,3756610,0.2300000,28.2842999,5114.0000000
4143,9684,8716000,3756610,0.2300000,36.4692001,5204.0000000
4144,9685,8716500,3756610,0.2300000,21.9545002,5279.0000000
4145,9686,8717000,3756610,0.2300000,30.7245998,5470.0000000
4146,9687,8717500,3756610,0.2300000,18.5741997,5453.0000000
4148,9689,8718500,3756610,0.2300000,52.4023018,5328.0000000
4149,9690,8719000,3756610,0.2300000,43.2434998,5099.0000000
4150,9691,8719500,3756610,0.2300000,43.6806984,4809.0000000
4151,9692,8720000,3756610,0.2300000,32.3727989,4630.0000000
4152,9693,8720500,3756610,0.2300000,59.8498001,4597.0000000
4153,9694,8721000,3756610,0.2300000,28.0179005,4550.0000000
4154,9695,8721500,3756610,0.2300000,25.5930004,4673.0000000
4155,9696,8722000,3756610,0.2300000,28.9309998,4802.0000000
4156,9697,8722500,3756610,0.2300000,40.0499992,4748.0000000
4157,9698,8723000,3756610,0.2300000,55.6865997,4548.0000000
4158,9699,8723500,3756610,0.2300000,54.5344009,4379.0000000
4159,9700,8724000,3756610,0.2300000,91.1317978,4182.0000000
4160,9701,8724500,3756610,0.2300000,52.3259010,3828.0000000
4161,9702,8725000,3756610,0.2300000,78.0768967,3811.0000000
4165,9788,8662500,3757110,0.0100000,29.9500008,5408.0000000
4166,9789,8663000,3757110,0.0100000,40.5462990,5368.0000000
4167,9790,8663500,3757110,0.0100000,42.7784996,5377.0000000
4168,9791,8664000,3757110,0.0100000,29.9333000,5348.0000000
4169,9792,8664500,3757110,0.0100000,52.1727982,5303.0000000
4170,9793,8665000,3757110,0.0100000,37.5233002,5302.0000000
4171,9794,8665500,3757110,0.0100000,43.4510994,5217.0000000
4172,9795,8666000,3757110,0.0100000,20.5426006,5353.0000000
4177,9800,8668500,3757110,0.0470978,8.0000000,5411.0000000
4178,9801,8669000,3757110,0.0594637,24.3925991,5348.0000000
4179,9802,8669500,3757110,0.0727129,73.1641998,5413.0000000
4180,9803,8670000,3757110,0.0868454,35.8050003,5247.0000000
4181,9804,8670500,3757110,0.1009780,15.2314997,5259.0000000
4182,9805,8671000,3757110,0.1168770,46.3897018,5448.0000000
4185,9808,8672500,3757110,0.1641770,34.1174011,5321.0000000
4186,9809,8673000,3757110,0.1810130,20.2978001,5251.0000000
4187,9810,8673500,3757110,0.1969620,64.6915970,5368.0000000
4188,9811,8674000,3757110,0.2129110,43.8064003,5345.0000000
4189,9812,8674500,3757110,0.2279750,54.4243011,5310.0000000
4190,9813,8675000,3757110,0.2421520,51.0489998,5356.0000000
4194,9817,8677000,3757110,0.2829110,68.8186035,5355.0000000
4195,9818,8677500,3757110,0.2882280,28.9137001,5242.0000000
4196,9819,8678000,3757110,0.2900000,30.7409000,5193.0000000
4197,9820,8678500,3757110,0.2900000,26.7021008,5034.0000000
4198,9821,8679000,3757110,0.2900000,34.2929001,5150.0000000
4199,9822,8679500,3757110,0.2900000,56.2228012,5154.0000000
4200,9823,8680000,3757110,0.2900000,49.4772987,5176.0000000
4201,9824,8680500,3757110,0.2900000,18.8943996,5250.0000000
4202,9825,8681000,3757110,0.2900000,35.6511002,5122.0000000
4203,9826,8681500,3757110,0.2900000,41.6772995,5055.0000000
4204,9827,8682000,3757110,0.2900000,30.0333004,4982.0000000
4205,9828,8682500,3757110,0.2900000,31.9060993,4779.0000000
4206,9829,8683000,3757110,0.2900000,30.9193001,4745.0000000
4207,9830,8683500,3757110,0.2900000,48.4870987,4952.0000000
4208,9831,8684000,3757110,0.2900000,23.3237991,5156.0000000
4209,9832,8684500,3757110,0.2900000,57.9827995,5338.0000000
4211,9834,8685500,3757110,0.2900000,91.8477020,5349.0000000
4212,9835,8686000,3757110,0.2900000,52.5737991,5386.0000000
4213,9836,8686500,3757110,0.2900000,58.7792015,5142.0000000
4214,9837,8687000,3757110,0.2900000,55.9732018,5020.0000000
4215,9838,8687500,3757110,0.2900000,58.4294014,4993.0000000
4216,9839,8688000,3757110,0.2900000,69.0000000,4758.0000000
4217,9840,8688500,3757110,0.2900000,34.1613998,4503.0000000
4218,9841,8689000,3757110,0.2900000,50.2294998,4520.0000000
4219,9842,8689500,3757110,0.2900000,44.6094017,4736.0000000
4220,9843,8690000,3757110,0.2900000,60.8111992,5050.0000000
4221,9844,8690500,3757110,0.2900000,39.9874992,5125.0000000
4222,9845,8691000,3757110,0.2900000,37.4165993,4859.0000000
4223,9846,8691500,3757110,0.2900000,27.2213001,4650.0000000
4224,9847,8692000,3757110,0.2900000,33.8231010,4488.0000000
4225,9848,8692500,3757110,0.2900000,38.3535995,4392.0000000
4226,9849,8693000,3757110,0.2900000,18.8414001,4470.0000000
4227,9850,8693500,3757110,0.2900000,80.0875015,4768.0000000
4228,9851,8694000,3757110,0.2909210,34.9427986,5000.0000000
4229,9852,8694500,3757110,0.2946180,52.3068008,5117.0000000
4230,9853,8695000,3757110,0.3001590,68.4324036,5232.0000000
4231,9854,8695500,3757110,0.3066770,53.5629997,5015.0000000
4232,9855,8696000,3757110,0.3149360,48.1143990,4812.0000000
4233,9856,8696500,3757110,0.3241720,59.0168991,4686.0000000
4234,9857,8697000,3757110,0.3334080,40.2243996,4477.0000000
4235,9858,8697500,3757110,0.3435670,44.3508987,4329.0000000
4236,9859,8698000,3757110,0.3548560,55.4976997,4204.0000000
4237,9860,8698500,3757110,0.3669010,46.3465004,4032.0000000
4238,9861,8699000,3757110,0.3738140,27.0184994,3859.0000000
4239,9862,8699500,3757110,0.3791320,38.1050987,3694.0000000
4240,9863,8700000,3757110,0.3827330,43.6806984,3567.0000000
4241,9864,8700500,3757110,0.3840840,15.3948002,3468.0000000
4242,9865,8701000,3757110,0.3846130,42.9301987,3536.0000000
4243,9866,8701500,3757110,0.3844690,35.4964981,3584.0000000
4244,9867,8702000,3757110,0.3836980,51.7397003,3682.0000000
4245,9868,8702500,3757110,0.3814420,43.7607002,3881.0000000
4246,9869,8703000,3757110,0.3782750,21.0475998,3773.0000000
4247,9870,8703500,3757110,0.3738140,21.4941998,3635.0000000
4248,9871,8704000,3757110,0.3686260,30.7245998,3561.0000000
4249,9872,8704500,3757110,0.3632690,32.6803017,3707.0000000
4250,9873,8705000,3757110,0.3554810,32.9544983,3839.0000000
4251,9874,8705500,3757110,0.3467630,16.4923992,3905.0000000
4252,9875,8706000,3757110,0.3372440,16.6432991,4063.0000000
4253,9876,8706500,3757110,0.3277240,42.8835983,4231.0000000
4254,9877,8707000,3757110,0.3164100,34.6265984,4457.0000000
4255,9878,8707500,3757110,0.3028340,29.8663998,4531.0000000
4256,9879,8708000,3757110,0.2890760,57.6281013,4556.0000000
4257,9880,8708500,3757110,0.2788890,84.4570999,4638.0000000
4258,9881,8709000,3757110,0.2700000,54.4151001,4691.0000000
4259,9882,8709500,3757110,0.2622220,59.1777000,4751.0000000
4260,9883,8710000,3757110,0.2555560,53.7494011,4773.0000000
4261,9884,8710500,3757110,0.2500000,27.8029003,4814.0000000
4262,9885,8711000,3757110,0.2455560,42.0237999,4743.0000000
4263,9886,8711500,3757110,0.2411110,20.8567009,4703.0000000
4264,9887,8712000,3757110,0.2366460,50.1896019,4505.0000000
4265,9888,8712500,3757110,0.2344160,34.2929001,4719.0000000
4266,9889,8713000,3757110,0.2322080,37.0945015,4806.0000000
4267,9890,8713500,3757110,0.2300000,30.2985001,4979.0000000
4268,9891,8714000,3757110,0.2300000,47.0106010,5173.0000000
4269,9892,8714500,3757110,0.2300000,42.6263008,5434.0000000
4270,9893,8715000,3757110,0.2300000,54.8269997,5186.0000000
4271,9894,8715500,3757110,0.2300000,39.1279984,5007.0000000
4272,9895,8716000,3757110,0.2300000,47.4025002,5150.0000000
4273,9896,8716500,3757110,0.2300000,48.4973984,5407.0000000
4274,9897,8717000,3757110,0.2300000,29.2915993,5344.0000000
4275,9898,8717500,3757110,0.2300000,43.6463013,5471.0000000
4277,9900,8718500,3757110,0.2300000,49.6688995,5369.0000000
4278,9901,8719000,3757110,0.2300000,35.9305000,5134.0000000
4279,9902,8719500,3757110,0.2300000,52.6212997,4824.0000000
4280,9903,8720000,3757110,0.2300000,38.6134987,4649.0000000
4281,9904,8720500,3757110,0.2300000,13.7112999,4727.0000000
4282,9905,8721000,3757110,0.2300000,43.5085983,4723.0000000
4283,9906,8721500,3757110,0.2300000,61.4165993,4810.0000000
4284,9907,8722000,3757110,0.2300000,22.2486000,4907.0000000
4285,9908,8722500,3757110,0.2300000,42.5205994,4684.0000000
4286,9909,8723000,3757110,0.2300000,46.8188019,4535.0000000
4287,9910,8723500,3757110,0.2300000,69.1592026,4473.0000000
4288,9911,8724000,3757110,0.2300000,101.5820007,4120.0000000
4289,9912,8724500,3757110,0.2300000,50.4380989,3980.0000000
4290,9913,8725000,3757110,0.2300000,97.9182968,4129.0000000
4291,9914,8725500,3757110,0.2300000,57.9654999,3954.0000000
4295,9998,8662000,3757610,0.0100000,37.5899010,5482.0000000
4296,9999,8662500,3757610,0.0100000,19.2353992,5450.0000000
4299,10002,8664000,3757610,0.0100000,31.3209000,5466.0000000
4300,10003,8664500,3757610,0.0100000,22.1359005,5492.0000000
4302,10005,8665500,3757610,0.0100000,51.2347984,5337.0000000
4303,10006,8666000,3757610,0.0100000,24.9199009,5331.0000000
4304,10007,8666500,3757610,0.0100000,16.0000000,5429.0000000
4309,10012,8669000,3757610,0.0550473,41.9762001,5323.0000000
4310,10013,8669500,3757610,0.0674132,24.3925991,5272.0000000
4311,10014,8670000,3757610,0.0806625,24.9398994,5115.0000000
4312,10015,8670500,3757610,0.0947950,41.0853004,5266.0000000
4316,10019,8672500,3757610,0.1570890,47.3919983,5336.0000000
4317,10020,8673000,3757610,0.1730380,25.5146999,5179.0000000
4318,10021,8673500,3757610,0.1889870,48.3321991,5214.0000000
4319,10022,8674000,3757610,0.2049370,15.8430004,5277.0000000
4320,10023,8674500,3757610,0.2200000,36.9729996,5227.0000000
4321,10024,8675000,3757610,0.2341770,43.0928993,5356.0000000
4322,10025,8675500,3757610,0.2465820,70.5195007,5360.0000000
4323,10026,8676000,3757610,0.2598730,104.7850037,5473.0000000
4325,10028,8677000,3757610,0.2775950,41.3400993,5440.0000000
4326,10029,8677500,3757610,0.2846840,71.2530975,5365.0000000
4327,10030,8678000,3757610,0.2891140,29.4449005,5270.0000000
4328,10031,8678500,3757610,0.2900000,11.7047005,5238.0000000
4329,10032,8679000,3757610,0.2900000,48.1870995,5312.0000000
4330,10033,8679500,3757610,0.2900000,38.3796997,5363.0000000
4331,10034,8680000,3757610,0.2900000,45.3541985,5190.0000000
4332,10035,8680500,3757610,0.2900000,38.4187012,5055.0000000
4333,10036,8681000,3757610,0.2900000,35.9025993,4928.0000000
4334,10037,8681500,3757610,0.2900000,28.5307007,4877.0000000
4335,10038,8682000,3757610,0.2900000,30.4631004,4799.0000000
4336,10039,8682500,3757610,0.2900000,33.6451988,4710.0000000
4337,10040,8683000,3757610,0.2900000,37.3095016,4699.0000000
4338,10041,8683500,3757610,0.2900000,52.5357018,4969.0000000
4339,10042,8684000,3757610,0.2900000,46.1843987,5132.0000000
4340,10043,8684500,3757610,0.2900000,32.4654007,5307.0000000
4341,10044,8685000,3757610,0.2900000,39.9625015,5461.0000000
4342,10045,8685500,3757610,0.2900000,29.7320995,5178.0000000
4343,10046,8686000,3757610,0.2900000,56.0178986,5251.0000000
4344,10047,8686500,3757610,0.2900000,27.0923996,5228.0000000
4345,10048,8687000,3757610,0.2900000,36.7695999,4866.0000000
4346,10049,8687500,3757610,0.2900000,33.3765984,4740.0000000
4347,10050,8688000,3757610,0.2900000,62.9524002,4714.0000000
4348,10051,8688500,3757610,0.2900000,27.8029003,4440.0000000
4349,10052,8689000,3757610,0.2900000,59.6321983,4419.0000000
4350,10053,8689500,3757610,0.2900000,55.2720985,4675.0000000
4351,10054,8690000,3757610,0.2900000,50.7542992,5013.0000000
4352,10055,8690500,3757610,0.2900000,41.6652985,4951.0000000
4353,10056,8691000,3757610,0.2900000,69.1520004,4783.0000000
4354,10057,8691500,3757610,0.2900000,32.1091995,4630.0000000
4355,10058,8692000,3757610,0.2900000,42.5322990,4494.0000000
4356,10059,8692500,3757610,0.2900000,24.4948997,4331.0000000
4357,10060,8693000,3757610,0.2900000,99.8449020,4534.0000000
4358,10061,8693500,3757610,0.2918410,38.6134987,4871.0000000
4359,10062,8694000,3757610,0.2955590,13.5647001,4843.0000000
4360,10063,8694500,3757610,0.3011180,98.0867004,5104.0000000
4361,10064,8695000,3757610,0.3076600,62.0966988,5105.0000000
4362,10065,8695500,3757610,0.3159420,59.8498001,4830.0000000
4363,10066,8696000,3757610,0.3252080,29.8495998,4675.0000000
4364,10067,8696500,3757610,0.3344730,52.1823997,4549.0000000
4365,10068,8697000,3757610,0.3446650,41.6893005,4368.0000000
4366,10069,8697500,3757610,0.3557830,41.6292992,4207.0000000
4367,10070,8698000,3757610,0.3678270,29.5296001,4109.0000000
4368,10071,8698500,3757610,0.3798720,25.4557991,3939.0000000
4369,10072,8699000,3757610,0.3879490,47.6339989,3736.0000000
4370,10073,8699500,3757610,0.3940380,35.9305000,3518.0000000
4371,10074,8700000,3757610,0.3980770,11.7473001,3443.0000000
4372,10075,8700500,3757610,0.4006730,72.0554962,3735.0000000
4373,10076,8701000,3757610,0.4010260,58.7281990,3721.0000000
4374,10077,8701500,3757610,0.4017360,57.0876999,3735.0000000
4375,10078,8702000,3757610,0.4006090,53.5723991,3908.0000000
4376,10079,8702500,3757610,0.3984980,33.8969002,4058.0000000
4377,10080,8703000,3757610,0.3958150,54.1478996,3791.0000000
4378,10081,8703500,3757610,0.3922040,36.6741982,3597.0000000
4379,10082,8704000,3757610,0.3874760,32.9544983,3571.0000000
4380,10083,8704500,3757610,0.3811220,8.7178001,3696.0000000
4381,10084,8705000,3757610,0.3735260,28.3195992,3780.0000000
4382,10085,8705500,3757610,0.3650000,38.7168999,3879.0000000
4383,10086,8706000,3757610,0.3564740,15.8745003,3994.0000000
4384,10087,8706500,3757610,0.3457830,38.2752991,4181.0000000
4385,10088,8707000,3757610,0.3334500,38.4707985,4194.0000000
4386,10089,8707500,3757610,0.3202870,37.4700012,4275.0000000
4387,10090,8708000,3757610,0.3069110,30.9515991,4301.0000000
4388,10091,8708500,3757610,0.2955560,24.8395004,4358.0000000
4389,10092,8709000,3757610,0.2855560,20.3715000,4425.0000000
4390,10093,8709500,3757610,0.2777780,39.5601006,4511.0000000
4391,10094,8710000,3757610,0.2700000,57.9827995,4606.0000000
4392,10095,8710500,3757610,0.2633330,36.3592987,4612.0000000
4393,10096,8711000,3757610,0.2566670,9.7467899,4571.0000000
4394,10097,8711500,3757610,0.2511110,26.5706997,4518.0000000
4395,10098,8712000,3757610,0.2466140,38.4187012,4383.0000000
4396,10099,8712500,3757610,0.2421840,28.7054005,4537.0000000
4397,10100,8713000,3757610,0.2377290,38.9230003,4708.0000000
4398,10101,8713500,3757610,0.2344160,36.7286987,4960.0000000
4399,10102,8714000,3757610,0.2311040,36.9323997,5155.0000000
4400,10103,8714500,3757610,0.2300000,47.7178993,5302.0000000
4401,10104,8715000,3757610,0.2300000,74.4982986,5132.0000000
4402,10105,8715500,3757610,0.2300000,16.2481003,4868.0000000
4403,10106,8716000,3757610,0.2300000,62.7056999,5003.0000000
4404,10107,8716500,3757610,0.2300000,45.3541985,5286.0000000
4405,10108,8717000,3757610,0.2300000,12.5299997,5274.0000000
4406,10109,8717500,3757610,0.2300000,31.7175007,5339.0000000
4408,10111,8718500,3757610,0.2300000,26.0191994,5452.0000000
4409,10112,8719000,3757610,0.2300000,44.8218994,5233.0000000
4410,10113,8719500,3757610,0.2300000,36.9053001,4901.0000000
4411,10114,8720000,3757610,0.2300000,68.0440979,4870.0000000
4412,10115,8720500,3757610,0.2300000,34.5397987,4956.0000000
4413,10116,8721000,3757610,0.2300000,51.3614998,5040.0000000
4414,10117,8721500,3757610,0.2300000,24.1868000,4961.0000000
4415,10118,8722000,3757610,0.2300000,47.6969986,4857.0000000
4416,10119,8722500,3757610,0.2300000,67.4684982,4741.0000000
4417,10120,8723000,3757610,0.2300000,81.6211014,4531.0000000
4418,10121,8723500,3757610,0.2300000,83.2886963,4298.0000000
4419,10122,8724000,3757610,0.2300000,28.9309998,3988.0000000
4420,10123,8724500,3757610,0.2300000,154.1820068,4313.0000000
4421,10124,8725000,3757610,0.2300000,40.3361015,4495.0000000
4422,10125,8725500,3757610,0.2300000,72.8834991,4472.0000000
4434,10217,8666000,3758110,0.0100000,29.2061996,5412.0000000
4435,10218,8666500,3758110,0.0100000,34.3947983,5420.0000000
4436,10219,8667000,3758110,0.0135331,24.5561008,5461.0000000
4440,10223,8669000,3758110,0.0497476,35.5808983,5336.0000000
4441,10224,8669500,3758110,0.0621136,49.5378990,5185.0000000
4442,10225,8670000,3758110,0.0744795,24.6576996,5107.0000000
4443,10226,8670500,3758110,0.0879747,54.7448997,5275.0000000
4444,10227,8671000,3758110,0.1030380,53.3385010,5480.0000000
4445,10228,8671500,3758110,0.1181010,47.2757988,5375.0000000
4446,10229,8672000,3758110,0.1331650,39.2428017,5295.0000000
4447,10230,8672500,3758110,0.1491140,39.0512009,5323.0000000
4448,10231,8673000,3758110,0.1650630,8.8317604,5135.0000000
4449,10232,8673500,3758110,0.1801270,10.2469997,5125.0000000
4450,10233,8674000,3758110,0.1960760,20.5669994,5324.0000000
4451,10234,8674500,3758110,0.2111390,21.5174007,5237.0000000
4452,10235,8675000,3758110,0.2253160,32.4346008,5208.0000000
4453,10236,8675500,3758110,0.2386080,23.4094009,5340.0000000
4454,10237,8676000,3758110,0.2510130,25.2189999,5215.0000000
4455,10238,8676500,3758110,0.2616460,27.7488995,5343.0000000
4456,10239,8677000,3758110,0.2705060,101.7939987,5499.0000000
4458,10241,8678000,3758110,0.2855700,49.5882988,5396.0000000
4459,10242,8678500,3758110,0.2900000,44.8998985,5425.0000000
4460,10243,8679000,3758110,0.2900000,81.9207001,5331.0000000
4461,10244,8679500,3758110,0.2900000,39.2046013,5216.0000000
4462,10245,8680000,3758110,0.2900000,26.0000000,5044.0000000
4463,10246,8680500,3758110,0.2900000,38.6911011,4920.0000000
4464,10247,8681000,3758110,0.2900000,17.7481995,4845.0000000
4465,10248,8681500,3758110,0.2900000,46.2276993,4753.0000000
4466,10249,8682000,3758110,0.2900000,42.7083015,4712.0000000
4467,10250,8682500,3758110,0.2900000,50.4183006,4583.0000000
4468,10251,8683000,3758110,0.2900000,40.9756012,4620.0000000
4469,10252,8683500,3758110,0.2900000,58.5149994,4906.0000000
4470,10253,8684000,3758110,0.2900000,42.4028015,5147.0000000
4471,10254,8684500,3758110,0.2900000,29.9500008,5401.0000000
4472,10255,8685000,3758110,0.2900000,54.6077003,5398.0000000
4473,10256,8685500,3758110,0.2900000,51.7879982,5128.0000000
4474,10257,8686000,3758110,0.2900000,58.3781013,5075.0000000
4475,10258,8686500,3758110,0.2900000,30.5286999,5124.0000000
4476,10259,8687000,3758110,0.2900000,56.3648987,4907.0000000
4477,10260,8687500,3758110,0.2900000,52.2877007,4638.0000000
4478,10261,8688000,3758110,0.2900000,41.4126015,4549.0000000
4479,10262,8688500,3758110,0.2900000,61.6360016,4374.0000000
4480,10263,8689000,3758110,0.2900000,43.0581017,4309.0000000
4481,10264,8689500,3758110,0.2900000,60.1166000,4681.0000000
4482,10265,8690000,3758110,0.2900000,48.2182999,4961.0000000
4483,10266,8690500,3758110,0.2900000,41.2310982,4806.0000000
4484,10267,8691000,3758110,0.2900000,56.6127014,4569.0000000
4485,10268,8691500,3758110,0.2900000,73.3962021,4512.0000000
4486,10269,8692000,3758110,0.2900000,45.9239006,4368.0000000
4487,10270,8692500,3758110,0.2900000,49.5075989,4301.0000000
4488,10271,8693000,3758110,0.2927620,53.8516006,4675.0000000
4489,10272,8693500,3758110,0.2964860,25.9421997,4717.0000000
4490,10273,8694000,3758110,0.3020830,24.0000000,4815.0000000
4491,10274,8694500,3758110,0.3086500,31.5753002,5046.0000000
4492,10275,8695000,3758110,0.3169550,71.5052032,4915.0000000
4493,10276,8695500,3758110,0.3262500,58.0259018,4681.0000000
4494,10277,8696000,3758110,0.3355450,38.3927002,4523.0000000
4495,10278,8696500,3758110,0.3457690,8.3666000,4419.0000000
4496,10279,8697000,3758110,0.3569230,26.8327999,4241.0000000
4497,10280,8697500,3758110,0.3687540,21.6333008,4161.0000000
4498,10281,8698000,3758110,0.3807990,27.9284992,3959.0000000
4499,10282,8698500,3758110,0.3931730,25.4951000,3785.0000000
4500,10283,8699000,3758110,0.4041350,68.3592987,3598.0000000
4501,10284,8699500,3758110,0.4092950,9.0000000,3472.0000000
4502,10285,8700000,3758110,0.4142630,66.2873001,3639.0000000
4503,10286,8700500,3758110,0.4171790,50.8821983,3884.0000000
4504,10287,8701000,3758110,0.4187820,70.7319031,3957.0000000
4505,10288,8701500,3758110,0.4194550,47.1380997,3965.0000000
4506,10289,8702000,3758110,0.4184030,66.3324966,4160.0000000
4507,10290,8702500,3758110,0.4167090,72.0554962,4266.0000000
4508,10291,8703000,3758110,0.4142170,35.4964981,3926.0000000
4509,10292,8703500,3758110,0.4102230,43.8633995,3673.0000000
4510,10293,8704000,3758110,0.4061980,35.0713997,3539.0000000
4511,10294,8704500,3758110,0.3996170,20.0249996,3582.0000000
4512,10295,8705000,3758110,0.3921090,13.6014996,3718.0000000
4513,10296,8705500,3758110,0.3846010,46.0976982,3778.0000000
4514,10297,8706000,3758110,0.3752400,58.8302994,3816.0000000
