sno	x	y	LargeLS	Ruggedness	SmallLS	DisFromVill	WildPrey	StdAlt
570	8651250	3784360	-0.196790175	-0.592787168	-0.232904202	0.267031962	-0.994236775	0.691277
572	8657250	3784360	-0.196790175	-1.23277907	-0.232904202	0.166079513	-0.994236775	1.115718
573	8660250	3784360	-0.196790175	-0.770710228	-0.232904202	0.144490052	-0.994236775	1.060337
574	8663250	3784360	-0.196790175	-0.008562195	-0.232904202	-0.098729341	-0.994236775	-1.018500
575	8666250	3784360	-0.196790175	0.517771394	-0.232904202	-0.453847435	-0.994236775	0.804708
576	8669250	3784360	-0.196790175	-1.094689531	-0.232904202	-0.808954876	-0.994236775	-1.716600
577	8672250	3784360	-0.196790175	0.068980392	-0.232904202	-1.164007863	-0.994236775	-0.560075
578	8675250	3784360	2.038850825	-0.760087956	-0.232904202	-1.378336349	-0.994236775	-1.792165
579	8678250	3784360	-0.196790175	4.419331987	-0.232904202	-1.053788921	1.297449676	-0.595722
580	8681250	3784360	-0.196790175	0.03923803	-0.232904202	-1.248255056	1.297449676	-0.965316
581	8684250	3784360	-0.196790175	-0.331479271	-0.232904202	-1.372502768	1.297449676	-1.086673
582	8687250	3784360	8.244334137	-1.235434639	4.270080612	-1.029313448	1.297449676	-0.052224
583	8690250	3784360	3.639557747	-1.288014886	1.813622237	-0.803099987	1.297449676	0.304742
584	8693250	3784360	1.383747728	-0.682014255	0.610250069	-0.639580954	1.297449676	0.458194
585	8696250	3784360	-0.196790175	1.393046626	-0.232904202	-0.472213511	1.297449676	-0.223602
586	8699250	3784360	-0.196790175	0.72596793	-0.232904202	-0.245301629	1.297449676	0.947523
589	8708250	3784360	-0.196790175	-0.671923096	-0.232904202	0.6596919	1.297449676	1.393668
590	8711250	3784360	-0.196790175	-0.313421408	-0.232904202	0.947777076	1.297449676	-0.052532
591	8714250	3784360	-0.196790175	-0.870559587	-0.232904202	0.913807827	1.297449676	0.418234
592	8717250	3784360	-0.196790175	-0.055300193	-0.232904202	0.932891262	1.297449676	1.176889
593	8720250	3784360	-0.130154412	-1.296512704	-0.175774834	1.003789166	1.297449676	0.948467
598	8630250	3787360	-0.196790175	0.584160596	0.393952225	1.79099004	-0.994236775	0.990624
600	8636250	3787360	-0.196790175	-0.217820958	0.393952225	1.154940247	-0.994236775	0.846700
601	8639250	3787360	-0.196790175	-0.776552478	0.393952225	0.853246538	-0.994236775	-0.921435
602	8642250	3787360	-0.196790175	0.03923803	-0.232904202	0.569019244	-0.994236775	-0.113231
603	8645250	3787360	-0.196790175	-0.779208046	-0.232904202	0.310741208	-0.994236775	-0.295328
604	8648250	3787360	-0.196790175	-0.344757111	-0.232904202	0.091522599	-0.994236775	0.022110
609	8663250	3787360	-0.196790175	0.910264353	-0.232904202	-0.257424541	-0.994236775	0.651892
610	8666250	3787360	-0.196790175	1.948060351	-0.232904202	-0.499451885	-0.994236775	-0.153478
611	8669250	3787360	-0.196790175	1.044636097	-0.232904202	-0.854405437	-0.994236775	0.396222
612	8672250	3787360	1.286468428	1.718619271	0.06381341	-1.2088405	-0.994236775	-0.537220
613	8675250	3787360	-0.196790175	-1.509489262	-0.232904202	-1.330653212	1.297449676	-2.027815
614	8678250	3787360	-0.196790175	-1.328910634	-0.232904202	-1.037117994	1.297449676	0.101659
615	8681250	3787360	15.53181287	-0.896584154	11.66681934	-1.29089063	1.297449676	-0.549705
616	8684250	3787360	0.971341441	-1.317226135	0.650877718	-1.084982247	1.297449676	-0.660980
617	8687250	3787360	5.390139421	0.165111956	2.74743152	-0.871167514	1.297449676	-0.072204
618	8690250	3787360	-0.196790175	0.303201495	-0.232904202	-0.579277726	1.297449676	0.833846
621	8699250	3787360	-0.196790175	-0.668736415	-0.232904202	0.021619057	1.297449676	-0.172492
622	8702250	3787360	-0.196790175	0.305857063	-0.232904202	0.256792416	1.297449676	0.949597
624	8708250	3787360	-0.196790175	0.755179179	-0.232904202	0.822658115	1.297449676	0.518626
627	8717250	3787360	-0.196790175	-1.168514323	-0.232904202	1.285473737	1.297449676	1.233769
628	8720250	3787360	-0.196790175	-0.712818845	-0.232904202	1.347447255	1.297449676	-0.307320
631	8624250	3790360	-0.196790175	-1.116996303	-0.232904202	2.350060942	-0.994236775	1.128922
633	8630250	3790360	-0.196790175	2.628948001	0.029034472	1.666591991	-0.994236775	0.804954
634	8633250	3790360	-0.196790175	-0.844003907	0.393952225	1.329900344	-0.994236775	0.445052
635	8636250	3790360	-0.196790175	0.869368605	0.393952225	0.998425538	-0.994236775	0.695815
636	8639250	3790360	-0.196790175	-0.706976595	0.393952225	0.674612042	-0.994236775	-1.338093
637	8642250	3790360	-0.196790175	-0.35484827	-0.232904202	0.362572249	-0.994236775	0.587970
638	8645250	3790360	-0.196790175	-0.257654479	-0.232904202	0.069581562	-0.994236775	1.153029
643	8660250	3790360	-0.196790175	-1.488775831	-0.232904202	-0.528631631	-0.994236775	1.335002
644	8663250	3790360	-0.196790175	-1.005993558	-0.232904202	-0.612395849	-0.994236775	0.091310
646	8669250	3790360	-0.196790175	-0.589600487	-0.232904202	-0.768646579	-0.994236775	1.100790
647	8672250	3790360	-0.196790175	0.533173689	-0.232904202	-1.040341379	-0.994236775	0.049810
648	8675250	3790360	-0.196790175	-0.966691151	-0.232904202	-1.097829621	-0.994236775	-1.696148
649	8678250	3790360	-0.196790175	0.442353261	-0.232904202	-0.872956179	1.297449676	-0.556666
650	8681250	3790360	5.346792745	-0.104162645	3.961247814	-0.937269995	1.297449676	-0.904720
651	8684250	3790360	4.92502625	-1.461689037	3.642075331	-0.84122069	1.297449676	0.011863
652	8687250	3790360	-0.196790175	2.460584986	-0.232904202	-0.595108181	1.297449676	-0.698105
653	8690250	3790360	-0.196790175	-0.637400712	-0.232904202	-0.369002442	1.297449676	0.813312
655	8696250	3790360	-0.196790175	-1.56791176	-0.232904202	0.144629736	1.297449676	0.528297
656	8699250	3790360	-0.196790175	0.926728875	-0.232904202	0.319836055	1.297449676	0.187451
658	8705250	3790360	-0.196790175	-1.183916618	-0.232904202	0.758948018	1.297449676	1.331532
661	8714250	3790360	-0.196790175	-1.089378395	-0.232904202	1.614679271	1.297449676	1.187485
662	8717250	3790360	-0.196790175	-0.200825323	-0.232904202	1.638639807	1.297449676	0.680189
666	8624250	3793360	-0.196790175	-1.439382266	0.029034472	2.278528542	-0.994236775	1.061159
667	8627250	3793360	-0.196790175	-1.120182985	0.029034472	1.928185746	-0.994236775	0.341868
669	8633250	3793360	-0.196790175	0.852904083	0.029034472	1.231278723	-0.994236775	1.256767
670	8636250	3793360	-0.196790175	0.079071551	0.393952225	0.885844989	-0.994236775	-0.550506
671	8639250	3793360	-0.196790175	0.032333553	-0.232904202	0.54382286	-0.994236775	-1.323145
672	8642250	3793360	-0.196790175	-1.638018756	1.492047606	0.207325349	-0.994236775	-0.417177
673	8645250	3793360	-0.196790175	-0.010155536	-0.232904202	-0.119445185	-0.994236775	-0.129391
674	8648250	3793360	-0.196790175	0.511929144	-0.232904202	-0.427115711	-0.994236775	0.899185
676	8654250	3793360	-0.196790175	0.757303633	-0.232904202	-0.854037287	-0.994236775	1.035922
677	8657250	3793360	-0.196790175	0.081196005	-0.232904202	-0.899275954	-0.994236775	0.394086
679	8663250	3793360	-0.196790175	-0.454166516	-0.232904202	-0.967137507	-0.994236775	0.808958
681	8669250	3793360	-0.196790175	-0.76221241	-0.232904202	-0.754607156	-0.994236775	1.040358
682	8672250	3793360	-0.196790175	-0.840817225	-0.232904202	-0.793767203	-0.994236775	0.751853
683	8675250	3793360	-0.196790175	-0.030337853	-0.232904202	-0.752688277	-0.873621699	-1.522696
684	8678250	3793360	-0.196790175	1.753141655	-0.232904202	-0.616311735	1.297449676	-0.516912
685	8681250	3793360	-0.196790175	0.785983768	-0.232904202	-0.58241588	1.297449676	0.470617
686	8684250	3793360	-0.196790175	0.383930764	-0.232904202	-0.522445288	1.297449676	0.485525
687	8687250	3793360	-0.196790175	3.196708452	-0.232904202	-0.345256167	1.297449676	0.299095
688	8690250	3793360	-0.196790175	1.313379585	-0.232904202	-0.096744171	1.297449676	-0.370524
691	8699250	3793360	-0.196790175	2.103676639	-0.232904202	0.635962197	1.297449676	0.454436
692	8702250	3793360	-0.196790175	-1.190821095	-0.232904202	0.808009054	1.297449676	0.500843
696	8714250	3793360	-0.196790175	1.780759563	-0.232904202	1.807445523	1.297449676	0.489406
703	8630250	3796360	-0.196790175	0.691976659	0.029034472	1.531328186	-0.994236775	-0.216518
704	8633250	3796360	-0.196790175	-0.051582398	0.029034472	1.177353606	-0.994236775	0.928529
705	8636250	3796360	-0.196790175	0.387648559	0.029034472	0.82373889	-0.994236775	-1.052053
706	8639250	3796360	-0.196790175	-1.325723953	-0.232904202	0.47068291	-0.994236775	-1.033859
707	8642250	3796360	-0.196790175	-1.286952659	1.492047606	0.118563286	-0.994236775	0.080283
708	8645250	3796360	-0.196790175	-1.323599498	-0.232904202	-0.231805553	-0.994236775	-0.904843
709	8648250	3796360	-0.196790175	-0.38565286	-0.232904202	-0.578310592	-0.994236775	-0.089267
710	8651250	3796360	-0.196790175	-0.162054029	-0.232904202	-0.913398241	-0.994236775	0.493102
711	8654250	3796360	-0.196790175	0.087038255	-0.232904202	-1.188497542	-0.994236775	-0.258674
712	8657250	3796360	2.619517986	-0.472224378	-0.178490307	-1.254318288	-0.994236775	0.011637
713	8660250	3796360	0.867041985	-0.076013624	0.764196483	-1.055952839	-0.994236775	-0.497959
714	8663250	3796360	0.240688097	1.215123566	0.177132175	-1.319731819	-0.994236775	-0.760324
715	8666250	3796360	-0.196790175	0.759959201	-0.232904202	-1.100113099	-0.994236775	-0.321057
716	8669250	3796360	-0.196790175	-1.522235989	-0.232904202	-1.063373846	-0.994236775	0.665876
717	8672250	3796360	-0.196790175	0.02755353	-0.232904202	-1.13938442	-0.873621699	-0.645846
718	8675250	3796360	-0.196790175	-1.529140466	-0.232904202	-0.905677742	-0.873621699	-1.834219
719	8678250	3796360	-0.196790175	-0.70485214	-0.232904202	-0.584849696	1.297449676	0.754543
720	8681250	3796360	-0.196790175	-1.205161163	-0.232904202	-0.244615047	1.297449676	0.740703
721	8684250	3796360	-0.196790175	1.051540574	-0.232904202	-0.18415201	1.297449676	0.855571
722	8687250	3796360	-0.196790175	0.982495805	-0.232904202	-0.049145081	1.297449676	0.434251
723	8690250	3796360	-0.196790175	-0.361221633	-0.232904202	0.154612405	1.297449676	1.235679
724	8693250	3796360	-0.196790175	1.492895985	-0.232904202	0.39972937	1.297449676	0.519878
730	8711250	3796360	-0.196790175	-0.14452728	-0.232904202	1.763326695	1.297449676	1.333503
737	8627250	3799360	-0.196790175	-1.259334751	0.029034472	1.880455258	-0.994236775	1.387549
738	8630250	3799360	-0.196790175	-0.463195447	0.029034472	1.525629553	-0.994236775	0.839821
739	8633250	3799360	-0.196790175	-0.706445481	0.029034472	1.170884344	-0.994236775	-0.211076
740	8636250	3799360	-0.196790175	-1.196132231	0.029034472	0.816259879	-0.994236775	-0.024852
741	8639250	3799360	-0.196790175	-1.455315674	1.492047606	0.461822448	-0.994236775	-1.227230
742	8642250	3799360	-0.196790175	-0.502497854	1.492047606	0.107701081	-0.994236775	0.331026
743	8645250	3799360	-0.196790175	1.122709798	-0.232904202	-0.24582722	-0.994236775	0.300348
744	8648250	3799360	0.006014322	0.295765904	-0.210031566	-0.598022605	-0.994236775	-0.951887
745	8651250	3799360	-0.196790175	-1.589687418	-0.232904202	-0.946074821	-0.873621699	-1.306676
746	8654250	3799360	-0.196790175	-1.330503975	-0.232904202	-1.264788667	-0.873621699	-1.343514
747	8657250	3799360	-0.196790175	-0.440888675	-0.232904202	-1.337375799	-0.873621699	-1.225874
748	8660250	3799360	-0.196790175	0.346221698	-0.232904202	-1.142218347	-0.873621699	-0.554366
749	8663250	3799360	-0.196790175	-0.297488	-0.232904202	-1.217941266	-0.873621699	-0.633361
750	8666250	3799360	-0.196790175	-1.711843548	-0.232904202	-1.295411419	-0.873621699	-1.601485
751	8669250	3799360	-0.196790175	-1.121245212	-0.232904202	-1.234576681	-0.873621699	-1.593785
752	8672250	3799360	2.141144522	-0.10044485	1.497060786	-1.328159025	-0.873621699	-1.043757
753	8675250	3799360	-0.196790175	-1.002806877	-0.232904202	-0.986482553	-0.873621699	0.494046
754	8678250	3799360	-0.196790175	2.571587731	-0.232904202	-0.63323362	1.297449676	-0.493626
756	8684250	3799360	-0.196790175	0.295765904	-0.232904202	0.075885097	1.297449676	0.794728
764	8708250	3799360	-0.196790175	-1.52382933	-0.232904202	1.797243858	1.297449676	1.008407
773	8630250	3802360	-0.196790175	-0.756370161	0.029034472	1.562096541	-0.994236775	1.084876
774	8633250	3802360	-0.196790175	-0.541269148	0.029034472	1.212217779	-0.994236775	-0.063004
775	8636250	3802360	-0.196790175	-0.361221633	0.029034472	0.863939464	-0.994236775	-0.395555
776	8639250	3802360	-0.196790175	-0.184360801	-0.232904202	0.518111538	-0.994236775	-1.157988
777	8642250	3802360	-0.196790175	0.621869662	-0.232904202	0.176300118	-0.994236775	0.767438
778	8645250	3802360	-0.019503387	0.442884375	-0.21285148	-0.158301005	-0.994236775	0.737890
779	8648250	3802360	-0.196790175	-1.255085842	-0.232904202	-0.478208084	-0.873621699	-1.199693
780	8651250	3802360	-0.196790175	-0.607658349	-0.232904202	-0.76256204	-0.873621699	-1.221151
781	8654250	3802360	-0.196790175	1.69790584	-0.232904202	-0.946828877	-0.873621699	1.350875
783	8660250	3802360	-0.196790175	-0.338914862	-0.232904202	-0.91427896	-0.873621699	1.134610
785	8666250	3802360	-0.196790175	0.545389302	-0.232904202	-1.108865839	-0.873621699	0.319034
786	8669250	3802360	-0.196790175	0.579380573	-0.232904202	-1.077403799	-0.873621699	-0.754472
787	8672250	3802360	-0.196790175	0.475813419	-0.232904202	-1.018308008	-0.873621699	0.979515
788	8675250	3802360	-0.196790175	-0.445137584	-0.232904202	-0.828644397	-0.873621699	0.680907
789	8678250	3802360	-0.117785566	-0.11212935	-0.174417098	-0.534449824	-0.873621699	-0.428451
791	8684250	3802360	-0.196790175	-0.99749574	-0.232904202	0.130939523	1.297449676	1.238430
793	8690250	3802360	-0.196790175	0.845468493	-0.232904202	0.744390106	1.297449676	1.204877
794	8693250	3802360	-0.196790175	-0.523742399	-0.232904202	0.93326178	1.297449676	0.744009
795	8696250	3802360	-0.196790175	-0.313421408	-0.232904202	1.15707102	1.297449676	1.290197
796	8699250	3802360	-0.196790175	1.518389439	-0.232904202	1.398736133	1.297449676	1.025614
806	8624250	3805360	-0.196790175	0.608060708	-0.232904202	2.327660605	-0.994236775	0.198704
807	8627250	3805360	-0.196790175	-0.021840035	0.029034472	1.982338145	-0.994236775	0.628833
808	8630250	3805360	-0.196790175	-0.287396841	0.029034472	1.639238791	-0.994236775	-0.398615
809	8633250	3805360	-0.196790175	-1.635363188	-0.232904202	1.29919828	-0.994236775	-1.110185
810	8636250	3805360	-0.196790175	0.004715645	5.548963809	0.963508095	-0.994236775	-0.827820
811	8639250	3805360	-0.196790175	-1.529140466	10.21895019	0.634275335	-0.994236775	-0.883077
812	8642250	3805360	-0.051706958	-1.393706495	-0.216506924	0.315115211	-0.994236775	0.970213
813	8645250	3805360	0.00044277	-0.606596122	-0.210658214	0.012642586	-0.994236775	-0.466788
814	8648250	3805360	0.06785855	0.945317852	-0.203034002	-0.260334229	-0.873621699	-0.121116
815	8651250	3805360	-0.196790175	-0.067515806	-0.232904202	-0.478598725	-0.873621699	0.849739
816	8654250	3805360	-0.196790175	2.0670298	-0.232904202	-0.598913978	-0.873621699	-0.343973
820	8666250	3805360	-0.196790175	-1.35174852	-0.232904202	-0.770765514	-0.873621699	1.363175
821	8669250	3805360	-0.196790175	1.21565468	-0.232904202	-0.754452083	-0.873621699	0.602323
822	8672250	3805360	-0.196790175	0.25540127	-0.232904202	-0.668862504	-0.873621699	1.065512
824	8678250	3805360	-0.117785566	0.908139899	-0.174417098	-0.326706608	-0.873621699	-0.019020
825	8681250	3805360	-0.196790175	-0.175862983	-0.232904202	-0.04780743	1.297449676	1.341204
827	8687250	3805360	-0.196790175	-0.124876076	-0.232904202	0.582653821	1.297449676	1.003458
829	8693250	3805360	-0.196790175	-0.288459069	-0.232904202	1.229285267	1.297449676	0.950993
831	8699250	3805360	-0.196790175	-0.077606965	-0.232904202	1.658785077	1.297449676	1.164856
842	8627250	3808360	-0.196790175	-1.127087462	-0.232904202	2.086084274	-0.994236775	-0.513544
843	8630250	3808360	-0.196790175	0.319134903	0.549569699	1.754117022	-0.994236775	-0.134812
844	8633250	3808360	-0.196790175	0.26124352	0.549569699	1.427687412	-0.994236775	-0.237668
845	8636250	3808360	-0.196790175	0.306388177	-0.232904202	1.108915561	-0.994236775	-0.589397
846	8639250	3808360	-0.196790175	0.593720641	7.989547112	0.801059185	-0.994236775	0.437434
847	8642250	3808360	-0.126811481	-0.638462939	-0.224966666	0.509272384	-0.994236775	1.132741
848	8645250	3808360	-0.051706958	1.371802082	-0.216506924	0.241893582	-0.994236775	-0.309004
851	8654250	3808360	-0.196790175	0.074291528	-0.232904202	-0.24677423	-0.873621699	-0.351119
852	8657250	3808360	-0.196790175	0.866181924	-0.232904202	-0.289459522	-0.873621699	1.027832
853	8660250	3808360	-0.196790175	-0.37396836	-0.232904202	-0.254757524	-0.873621699	0.457598
854	8663250	3808360	-0.196790175	0.481124555	-0.232904202	-0.314821633	-0.873621699	1.195617
855	8666250	3808360	-0.196790175	-0.20932314	-0.232904202	-0.421117586	-0.873621699	1.390814
856	8669250	3808360	-0.196790175	0.244778998	-0.232904202	-0.410280241	-0.873621699	0.877111
858	8675250	3808360	-0.196790175	-0.147713962	-0.232904202	-0.231079907	-0.873621699	1.395784
862	8687250	3808360	-0.196790175	-0.227912117	-0.232904202	0.742575399	1.297449676	0.809369
864	8693250	3808360	-0.196790175	-1.067602737	-0.232904202	1.375218323	1.297449676	0.325420
865	8696250	3808360	-0.196790175	1.216185794	-0.232904202	1.703961006	1.297449676	0.882779
866	8699250	3808360	-0.196790175	-0.889679677	-0.232904202	1.928662802	1.297449676	0.628032
877	8627250	3811360	-0.196790175	-0.890741904	0.549569699	2.221394246	-0.994236775	0.420637
878	8630250	3811360	-0.196790175	0.005777872	-0.232904202	1.902854412	-0.994236775	-0.953057
879	8633250	3811360	-0.196790175	-0.164709597	-0.232904202	1.592429271	-0.994236775	0.028352
880	8636250	3811360	-0.196790175	0.455099988	-0.232904202	1.292878172	-0.994236775	1.092597
881	8639250	3811360	-0.196790175	-0.146651734	-0.232904202	1.008178557	-0.994236775	1.338945
882	8642250	3811360	-0.126811481	0.141211843	-0.224966666	0.744121392	-0.994236775	0.730682
883	8645250	3811360	-0.104748134	-0.176394097	-0.222460076	0.509078247	-0.873621699	0.095170
885	8651250	3811360	-0.196790175	0.834315107	-0.232904202	0.175599331	-0.873621699	1.277938
886	8654250	3811360	-0.196790175	0.141211843	-0.232904202	0.106725661	-0.873621699	-0.446911
887	8657250	3811360	-0.196790175	1.458373601	-0.232904202	0.065272666	-0.873621699	0.492034
889	8663250	3811360	-0.196790175	-0.643774075	-0.232904202	0.012211696	-0.873621699	1.380835
890	8666250	3811360	-0.196790175	-0.629965121	-0.232904202	-0.068667693	-0.873621699	1.388186
894	8678250	3811360	-0.196790175	-0.223132094	-0.232904202	0.242892677	-0.873621699	1.017421
895	8681250	3811360	-0.196790175	-0.08716701	-0.232904202	0.439468277	-0.873621699	0.824646
896	8684250	3811360	-0.196790175	0.054640325	-0.232904202	0.677580919	-0.873621699	0.722756
897	8687250	3811360	-0.196790175	-1.314039453	-0.232904202	0.944869755	-0.873621699	0.359055
898	8690250	3811360	-0.196790175	-1.596060781	-0.232904202	1.232623477	1.297449676	0.279875
899	8693250	3811360	-0.196790175	0.212381067	-0.232904202	1.534928008	1.297449676	1.028941
913	8630250	3814360	-0.196790175	-0.022902263	-0.232904202	2.081172843	-0.994236775	0.519817
915	8636250	3814360	-0.196790175	-1.052731556	-0.232904202	1.508209304	-0.994236775	1.265843
917	8642250	3814360	-0.196790175	1.13917432	-0.232904202	1.008023484	-0.994236775	0.269896
918	8645250	3814360	-0.104748134	-0.011748877	-0.222460076	0.800721812	-0.873621699	1.195575
920	8651250	3814360	-0.196790175	-1.462751264	-0.232904202	0.517339725	-0.873621699	0.708895
921	8654250	3814360	-0.196790175	-0.32245034	-0.232904202	0.460829271	-0.873621699	0.500001
925	8666250	3814360	-0.196790175	0.309574858	-0.232904202	0.284874814	-0.873621699	0.676513
926	8669250	3814360	-0.196790175	-1.144614211	-0.232904202	0.291321585	-0.873621699	0.828137
928	8675250	3814360	-0.196790175	0.336661653	-0.232904202	0.445923334	-0.873621699	0.892265
930	8681250	3814360	-0.196790175	-1.077693896	-0.232904202	0.729563481	-0.873621699	1.048941
931	8684250	3814360	-0.196790175	-0.712818845	-0.232904202	0.938923716	-0.873621699	1.329130
932	8687250	3814360	-0.196790175	0.406768649	-0.232904202	1.179773217	-0.873621699	0.618258
949	8633250	3817360	-0.196790175	0.98037135	-0.232904202	2.008876916	-0.994236775	0.706431
950	8636250	3817360	-0.196790175	0.082789346	-0.232904202	1.748578198	-0.994236775	0.491048
951	8639250	3817360	-0.196790175	-0.33572818	-0.232904202	1.508080274	-0.994236775	1.384243
954	8648250	3817360	-0.196790175	0.621338548	-0.232904202	0.962879517	-0.873621699	1.379623
955	8651250	3817360	-0.196790175	0.761552542	-0.232904202	0.863119117	-0.873621699	0.108230
957	8657250	3817360	-0.196790175	2.464833895	-0.232904202	0.775118213	-0.873621699	1.376769
958	8660250	3817360	-0.196790175	-1.439382266	-0.232904202	0.79340616	-0.873621699	0.675486
959	8663250	3817360	-0.196790175	2.486609553	-0.232904202	0.693285896	-0.873621699	1.066539
960	8666250	3817360	-0.196790175	0.451382193	-0.232904202	0.638955932	-0.873621699	0.692222
961	8669250	3817360	-0.196790175	0.782797086	-0.232904202	0.644312458	-0.873621699	1.359582
964	8678250	3817360	-0.196790175	-1.546667215	-0.232904202	0.890738664	-0.873621699	1.297712
966	8684250	3817360	-0.196790175	0.454037761	-0.232904202	1.222000392	-0.873621699	0.864688
967	8687250	3817360	-0.196790175	0.118905072	-0.232904202	1.43934037	-0.873621699	0.779902
985	8636250	3820360	-0.196790175	-0.057424647	-0.232904202	2.008766826	-0.994236775	0.279875
986	8639250	3820360	-0.196790175	0.428544307	-0.232904202	1.787660116	-0.873621699	1.046456
989	8648250	3820360	-0.196790175	1.303288426	-0.232904202	1.298508146	-0.873621699	0.465771
990	8651250	3820360	-0.196790175	0.185825387	-0.232904202	1.211361919	-0.873621699	1.015819
992	8657250	3820360	-0.196790175	-0.770710228	-0.232904202	1.130125034	-0.873621699	1.000521
994	8663250	3820360	-0.196790175	0.685072182	-0.232904202	1.039947191	-0.873621699	0.955490
995	8666250	3820360	-0.196790175	-0.811074863	-0.232904202	0.993341278	-0.873621699	0.506531
999	8678250	3820360	-0.196790175	-0.426548608	-0.232904202	1.226568532	-0.873621699	0.772017
1021	8639250	3823360	-0.196790175	0.107751686	-0.232904202	2.08085086	-0.873621699	0.923970
1026	8654250	3823360	-0.196790175	0.054109211	-0.232904202	1.514080766	-0.873621699	1.288513
1027	8657250	3823360	-0.196790175	-0.077606965	-0.232904202	1.485162632	-0.873621699	1.209888
1029	8663250	3823360	-0.196790175	-1.486120263	-0.232904202	1.388704929	-0.873621699	1.245761
1030	8666250	3823360	-0.196790175	0.666483205	-0.232904202	1.347916025	-0.873621699	0.586306
1059	8648250	3826360	-0.196790175	2.559372118	-0.232904202	1.981563964	-0.873621699	1.253831
1060	8651250	3826360	-0.196790175	0.137494048	-0.232904202	1.912174174	-0.873621699	0.995450
1063	8660250	3826360	-0.196790175	0.161925274	-0.232904202	1.813599904	-0.873621699	1.186109
