sno	x	y	LargeLS	Ruggedness	SmallLS	DisFromVill	WildPrey	StdAlt
237	8702250	3754360	-0.033989422	-0.140809485	0.170865699	-1.263662909	0.37273409	-1.885390
238	8705250	3754360	0.162352074	-0.566231488	0.657770841	-1.310047458	-0.109726215	-1.798613
239	8708250	3754360	0.637828331	-1.44150672	1.837330403	-1.168843533	-0.109726215	-0.441983
240	8711250	3754360	-0.196790175	0.575662778	-0.232904202	-0.881946855	-0.109726215	1.133254
242	8717250	3754360	-0.190104313	0.212912181	-0.232904202	-0.77463405	-0.109726215	1.341861
243	8720250	3754360	-0.132160171	-0.689980959	-0.232904202	-1.004901898	-0.109726215	-0.143786
244	8723250	3754360	-0.132160171	1.496082667	-0.232904202	-1.122185534	-0.109726215	-1.840030
261	8669250	3757360	-0.196790175	-0.717067753	-0.232904202	1.329989126	-0.994236775	1.223707
264	8678250	3757360	-0.196790175	-0.053175739	-0.232904202	0.449266279	0.37273409	0.926722
265	8681250	3757360	-0.196790175	-0.13868503	-0.232904202	0.175922498	0.37273409	0.566676
266	8684250	3757360	-0.196790175	0.07747821	-0.232904202	-0.059912585	0.37273409	1.024957
267	8687250	3757360	-0.196790175	1.815281948	-0.232904202	-0.313946833	0.37273409	0.416674
268	8690250	3757360	-0.196790175	1.691001363	-0.232904202	-0.541690899	0.37273409	0.746945
269	8693250	3757360	-0.196790175	0.701536704	-0.232904202	-0.707094481	0.37273409	-0.124812
270	8696250	3757360	-0.096947961	0.488560145	-0.232904202	-0.988393146	0.37273409	-0.050704
271	8699250	3757360	-0.047472579	0.313823767	-0.232904202	-1.162852511	0.37273409	-2.073648
272	8702250	3757360	-0.178849777	0.883177559	-0.15551323	-1.272622807	1.297449676	-1.724444
273	8705250	3757360	-0.102408082	-0.918890926	-0.008042175	-1.326505308	-0.109726215	-1.773685
274	8708250	3757360	-0.196790175	1.46421585	-0.232904202	-1.15566944	-0.109726215	-0.603730
275	8711250	3757360	-0.196790175	0.325508267	-0.232904202	-1.054396191	-0.109726215	-0.202287
276	8714250	3757360	-0.196790175	0.239467862	-0.232904202	-0.757926426	-0.109726215	1.099085
277	8717250	3757360	-0.196790175	0.277708042	-0.232904202	-0.561228899	-0.109726215	1.275084
278	8720250	3757360	-0.132160171	0.305325949	-0.232904202	-0.667930882	-0.109726215	0.195890
279	8723250	3757360	-0.139514619	0.330288289	-0.232904202	-0.854770036	-0.109726215	-0.749995
296	8669250	3760360	-0.196790175	0.2994837	-0.232904202	1.090510422	-0.994236775	1.351265
297	8672250	3760360	-0.196790175	1.435535715	-0.232904202	0.829989156	-0.994236775	0.015231
298	8675250	3760360	-0.196790175	0.989400281	-0.232904202	0.542162041	0.37273409	-0.256395
300	8681250	3760360	-0.196790175	-0.133905008	-0.232904202	-0.044793571	0.37273409	0.227862
301	8684250	3760360	-0.196790175	0.778017064	-0.232904202	-0.326061458	0.37273409	-0.439108
302	8687250	3760360	-0.196790175	0.40251974	-0.232904202	-0.553226664	0.37273409	0.058948
303	8690250	3760360	-0.196790175	2.373482354	-0.232904202	-0.815528309	0.37273409	-1.176777
304	8693250	3760360	-0.196790175	-0.598098304	-0.232904202	-1.014973349	0.37273409	0.233447
305	8696250	3760360	-0.117339842	0.057827006	-0.067260368	-1.207953862	0.37273409	-1.847833
306	8699250	3760360	0.42922942	-1.170107664	-0.232904202	-1.379866954	1.297449676	-2.040136
307	8702250	3760360	1.841060725	-1.050075988	1.511369238	-1.143499178	1.297449676	-0.514592
308	8705250	3760360	-0.112436876	0.047204734	0.190187332	-1.352809695	1.297449676	-2.046543
309	8708250	3760360	-0.196790175	-1.618367553	-0.232904202	-1.341401776	-0.109726215	-2.332809
310	8711250	3760360	0.701455456	-0.17692521	0.537141189	-1.163983004	-0.109726215	-1.317662
311	8714250	3760360	-0.05192982	-0.853032838	-0.108723547	-0.967795679	-0.109726215	-0.913714
312	8717250	3760360	-0.05192982	0.727030157	-0.108723547	-0.881469799	-0.109726215	1.369869
314	8723250	3760360	-0.139514619	-0.2077298	-0.232904202	-0.526158751	-0.109726215	0.705363
330	8666250	3763360	-0.196790175	-1.262521433	-0.232904202	1.095865764	-0.994236775	0.920500
331	8669250	3763360	-0.196790175	-0.021840035	-0.232904202	0.869522088	-0.994236775	0.062254
332	8672250	3763360	-0.196790175	0.431199875	-0.232904202	0.590650136	-0.994236775	1.297055
333	8675250	3763360	-0.196790175	-0.465851015	-0.232904202	0.32781935	-0.994236775	-0.972175
334	8678250	3763360	-0.196790175	0.223534453	-0.232904202	0.049941758	0.37273409	0.430699
335	8681250	3763360	-0.196790175	-0.071764715	-0.232904202	-0.237458019	0.37273409	1.387529
336	8684250	3763360	-0.196790175	1.133863184	-0.232904202	-0.529956261	0.37273409	0.611112
337	8687250	3763360	-0.196790175	1.019142644	-0.232904202	-0.827652404	0.37273409	-0.287135
338	8690250	3763360	-0.013263249	0.110938367	-0.232904202	-1.025064924	0.37273409	-1.838552
339	8693250	3763360	-0.117339842	0.413142013	-0.067260368	-1.312278851	0.37273409	-2.287860
340	8696250	3763360	0.280914703	-0.42548638	0.7639876	-1.228817676	1.297449676	-1.800851
341	8699250	3763360	0.634262538	-1.214721208	0.478445202	-1.184114069	1.297449676	-0.551204
342	8702250	3763360	-0.196790175	-0.465319901	-0.232904202	-1.36344225	1.297449676	-0.626544
343	8705250	3763360	-0.196790175	0.694101113	-0.232904202	-1.152955073	1.297449676	-1.576290
344	8708250	3763360	-0.196790175	0.235218953	-0.232904202	-1.013957681	1.297449676	-0.206415
345	8711250	3763360	0.013703064	-0.636869598	-0.052429709	-1.02545675	1.297449676	-0.718434
346	8714250	3763360	-0.05192982	0.443415488	-0.108723547	-1.315772134	-0.109726215	-1.630746
347	8717250	3763360	-0.05192982	-0.241721071	-0.108723547	-1.119963612	-0.109726215	-0.473934
348	8720250	3763360	-0.018500508	-0.453635402	-0.080002201	-0.777441935	-0.109726215	0.495853
367	8672250	3766360	-0.196790175	0.220878885	-0.232904202	0.367409103	-0.994236775	1.110605
368	8675250	3766360	-0.196790175	1.987893872	-0.232904202	0.092329925	-0.994236775	-0.970511
369	8678250	3766360	-0.196790175	0.245841225	-0.232904202	-0.174306657	0.37273409	-1.161377
370	8681250	3766360	-0.196790175	-1.462220151	-0.232904202	-0.432442642	0.37273409	1.054218
371	8684250	3766360	-0.196790175	-0.734594503	-0.232904202	-0.737217685	0.37273409	0.796001
372	8687250	3766360	0.05069817	-0.216227617	-0.232904202	-0.977887254	0.37273409	0.485915
373	8690250	3766360	0.167477902	-1.124963007	-0.232904202	-1.324024142	0.37273409	-1.692759
374	8693250	3766360	-0.023292042	-0.424424153	-0.227473256	-1.201111715	1.297449676	-1.848655
375	8696250	3766360	-0.121797084	-1.088847282	-0.230606494	-1.074238418	1.297449676	-0.115428
376	8699250	3766360	1.1776003	-0.501966741	0.943522122	-0.889783363	1.297449676	-0.031135
377	8702250	3766360	2.013890272	-0.789299205	1.6593625	-1.032522628	1.297449676	-0.272514
378	8705250	3766360	-0.196790175	-0.763274638	-0.232904202	-0.945217777	1.297449676	-0.702972
379	8708250	3766360	-0.196790175	-0.17108296	-0.232904202	-0.683270077	1.297449676	1.146150
380	8711250	3766360	-0.196790175	1.369677628	-0.232904202	-0.98236306	1.297449676	0.127696
381	8714250	3766360	-0.196790175	0.304794836	-0.232904202	-1.212142014	1.297449676	-1.215279
382	8717250	3766360	-0.05192982	-0.27836791	-0.108723547	-1.066083479	-0.109726215	0.357104
383	8720250	3766360	-0.018500508	0.403581968	-0.080002201	-0.74946134	-0.109726215	0.526244
400	8666250	3769360	-0.196790175	-1.636956529	-0.232904202	0.553404233	-0.994236775	1.122761
402	8672250	3769360	-0.196790175	-0.254467797	-0.232904202	0.117797392	-0.994236775	1.018468
403	8675250	3769360	-0.196790175	0.247434566	-0.232904202	-0.134615101	-0.994236775	0.402115
404	8678250	3769360	-0.196790175	1.361710923	-0.232904202	-0.402248412	-0.994236775	-0.457137
405	8681250	3769360	0.669586178	0.433855443	-0.232904202	-0.6762989	0.37273409	-0.807922
406	8684250	3769360	0.289606324	2.243890633	-0.232904202	-0.879427808	0.37273409	-0.913447
407	8687250	3769360	-0.196790175	0.964969055	-0.232904202	-1.225623885	0.37273409	-1.321605
408	8690250	3769360	-0.196790175	-1.593405213	-0.232904202	-1.329171142	1.297449676	-2.380674
409	8693250	3769360	-0.196790175	-0.8944597	-0.232904202	-1.188141229	1.297449676	-0.672910
410	8696250	3769360	-0.085916288	-1.160016506	-0.078122258	-1.213693926	1.297449676	-0.144792
411	8699250	3769360	0.695215318	-1.551447238	0.53056139	-0.931181905	1.297449676	0.564253
412	8702250	3769360	-0.196790175	-1.124431894	-0.232904202	-0.6797034	1.297449676	-0.699871
413	8705250	3769360	-0.196790175	-0.992715718	-0.232904202	-0.629143721	1.297449676	1.140852
415	8711250	3769360	-0.196790175	3.380473762	-0.232904202	-0.736039841	1.297449676	0.914832
416	8714250	3769360	-0.196790175	1.081282936	-0.232904202	-0.8602331	1.297449676	-0.799031
417	8717250	3769360	-0.018500508	-0.324043681	-0.080002201	-0.787802224	-0.109726215	0.181722
418	8720250	3769360	-0.131603015	-0.539144693	-0.177028129	-0.565865696	-0.109726215	0.333757
419	8723250	3769360	-0.131603015	0.872555287	-0.177028129	-0.276441685	-0.109726215	1.109825
431	8654250	3772360	-0.196790175	-1.121776326	-0.232904202	1.357808728	-0.994236775	0.914401
432	8657250	3772360	-0.196790175	-1.316163908	-0.232904202	1.05870154	-0.994236775	0.579900
434	8663250	3772360	-0.196790175	-0.537020239	-0.232904202	0.517222533	-0.994236775	0.264844
435	8666250	3772360	-0.196790175	-0.771772455	-0.232904202	0.292582292	-0.994236775	0.315995
438	8675250	3772360	-0.196790175	-0.266683411	-0.232904202	-0.377617866	-0.994236775	0.934463
439	8678250	3772360	-0.196790175	3.533434482	-0.232904202	-0.636387163	-0.994236775	-0.207832
440	8681250	3772360	-0.196790175	0.116780617	-0.232904202	-0.883189806	-0.994236775	-0.679029
441	8684250	3772360	0.100730708	-0.172145188	-0.232904202	-1.177418709	-0.994236775	-0.916548
442	8687250	3772360	-0.196790175	-1.214721208	-0.232904202	-1.166944778	0.37273409	-2.117303
443	8690250	3772360	-0.111211135	-0.589600487	-0.230188729	-1.139802288	1.297449676	-1.411873
444	8693250	3772360	3.7018477	0.026491303	7.32655401	-1.330837879	1.297449676	-0.859750
445	8696250	3772360	-0.022512025	-1.439382266	0.010548369	-1.252678777	1.297449676	0.135335
446	8699250	3772360	-0.143971861	-0.853032838	-0.159168674	-0.947696575	1.297449676	-0.031751
447	8702250	3772360	-0.196790175	-0.778145819	-0.232904202	-0.602658219	1.297449676	-0.096680
448	8705250	3772360	-0.196790175	1.199190158	-0.232904202	-0.290223048	1.297449676	0.807418
451	8714250	3772360	-0.196790175	0.156614138	-0.232904202	-0.505906942	1.297449676	0.149689
452	8717250	3772360	-0.196790175	0.734465748	-0.232904202	-0.459069012	1.297449676	-1.442592
453	8720250	3772360	-0.131603015	-0.695292095	-0.177028129	-0.298905946	-0.109726215	-0.313336
454	8723250	3772360	-0.131603015	0.134307366	-0.177028129	-0.064191887	-0.109726215	0.756576
461	8639250	3775360	-0.196790175	0.676574364	-0.232904202	1.865371757	-0.994236775	0.525874
462	8642250	3775360	-0.196790175	2.781377608	-0.232904202	1.674636841	-0.994236775	1.001199
463	8645250	3775360	-0.196790175	-0.920484267	-0.232904202	1.514338827	-0.994236775	1.271757
466	8654250	3775360	-0.196790175	-0.202418664	-0.232904202	1.194695727	-0.994236775	0.633412
467	8657250	3775360	-0.196790175	-0.179580778	-0.232904202	0.874686844	-0.994236775	0.449877
469	8663250	3775360	-0.196790175	1.919380216	-0.232904202	0.276397891	-0.994236775	1.251264
470	8666250	3775360	-0.196790175	-0.72237889	-0.232904202	0.015266987	-0.994236775	-0.334199
471	8669250	3775360	-0.196790175	0.69516334	-0.232904202	-0.198645998	-0.994236775	1.030789
472	8672250	3775360	-0.196790175	0.377026287	-0.232904202	-0.45046661	-0.994236775	1.354263
473	8675250	3775360	-0.196790175	-0.605533895	-0.232904202	-0.675671505	-0.994236775	-0.104565
474	8678250	3775360	-0.196790175	-0.522149058	-0.232904202	-0.862801864	-0.994236775	0.611563
475	8681250	3775360	-0.196790175	1.88326449	-0.232904202	-1.136692544	-0.994236775	-0.380072
476	8684250	3775360	-0.196790175	-0.638994052	-0.232904202	-1.227555785	-0.994236775	-2.000546
477	8687250	3775360	1.512896306	0.091287164	-0.232904202	-1.214827971	1.297449676	-1.696189
478	8690250	3775360	0.605067605	0.100316095	1.583329265	-1.143930068	1.297449676	-1.088521
479	8693250	3775360	-0.196790175	-1.491431399	-0.232904202	-1.160178392	1.297449676	-0.370154
480	8696250	3775360	0.405048884	-0.287927955	1.13026309	-1.064267587	1.297449676	0.366098
481	8699250	3775360	-0.196790175	-0.748403456	-0.232904202	-0.769943983	1.297449676	0.149997
482	8702250	3775360	-0.196790175	-0.898708609	-0.232904202	-0.47346238	1.297449676	0.261353
485	8711250	3775360	-0.196790175	0.527331439	-0.232904202	-0.090283196	1.297449676	1.280854
486	8714250	3775360	-0.196790175	-0.569949283	-0.232904202	-0.151142793	1.297449676	-0.908334
487	8717250	3775360	-0.130154412	0.139087389	-0.175774834	-0.116717796	1.297449676	-0.270523
488	8720250	3775360	-0.196790175	1.397826649	-0.232904202	0.006244349	-0.109726215	-1.302939
489	8723250	3775360	-0.131603015	1.49502044	-0.177028129	0.198032814	-0.109726215	-1.019588
494	8633250	3778360	-0.196790175	0.466784487	-0.232904202	2.072095752	-0.994236775	-1.521484
495	8636250	3778360	-0.196790175	1.072785119	-0.232904202	1.816839862	-0.994236775	-1.360886
496	8639250	3778360	-0.196790175	-0.986342355	-0.232904202	1.581764755	-0.994236775	-0.737408
497	8642250	3778360	-0.196790175	-0.865779565	-0.232904202	1.371919177	-0.994236775	0.706883
499	8648250	3778360	-0.196790175	0.78917045	-0.232904202	1.052672638	-0.994236775	1.123480
502	8657250	3778360	-0.196790175	-0.127531644	-0.232904202	0.733360991	-0.994236775	0.087470
503	8660250	3778360	-0.196790175	0.758896974	-0.232904202	0.401764258	-0.994236775	0.915531
505	8666250	3778360	-0.196790175	0.795543813	-0.232904202	-0.221289007	-0.994236775	-0.234382
506	8669250	3778360	-0.196790175	-0.503028968	-0.232904202	-0.486404455	-0.994236775	1.156335
507	8672250	3778360	-0.196790175	0.501837986	-0.232904202	-0.675613501	-0.994236775	0.421930
508	8675250	3778360	-0.196790175	-0.334134839	-0.232904202	-0.951514209	-0.994236775	1.321511
509	8678250	3778360	-0.196790175	0.72012568	-0.232904202	-1.146880004	-0.994236775	-0.741289
510	8681250	3778360	-0.196790175	0.170954206	-0.232904202	-1.239602936	-0.994236775	-1.761036
511	8684250	3778360	-0.196790175	-0.770710228	-0.232904202	-1.419282694	1.297449676	-1.948122
512	8687250	3778360	-0.196790175	-0.419113017	-0.232904202	-1.234450018	1.297449676	-0.158611
513	8690250	3778360	-0.196790175	1.45093801	-0.232904202	-1.270662497	1.297449676	-1.136797
514	8693250	3778360	-0.196790175	-1.319350589	-0.232904202	-1.247486794	1.297449676	-0.376787
515	8696250	3778360	-0.196790175	0.370652924	-0.232904202	-0.916896259	1.297449676	-0.179474
516	8699250	3778360	-0.196790175	-0.738843411	-0.232904202	-0.567018681	1.297449676	0.573986
520	8711250	3778360	-0.196790175	-1.018740285	-0.232904202	0.251986341	1.297449676	0.395524
521	8714250	3778360	-0.196790175	0.548575984	-0.232904202	0.203778797	1.297449676	0.376160
522	8717250	3778360	-0.196790175	-0.740967866	-0.232904202	0.230946146	1.297449676	0.140263
523	8720250	3778360	-0.130154412	-0.966160037	-0.175774834	0.330040088	1.297449676	0.060776
524	8723250	3778360	-0.130154412	1.165198887	-0.175774834	0.490064653	1.297449676	-0.978787
528	8630250	3781360	-0.196790175	2.375606808	-0.232904202	2.133659688	-0.994236775	0.240347
529	8633250	3781360	-0.196790175	1.065880642	-0.232904202	1.845058392	-0.994236775	-0.055448
530	8636250	3781360	-0.196790175	-0.872152928	-0.232904202	1.570670532	-0.994236775	-1.269058
531	8639250	3781360	-0.196790175	1.038793847	-0.232904202	1.314736346	-0.994236775	-1.166305
532	8642250	3781360	-0.196790175	0.817319471	-0.232904202	1.08285503	-0.994236775	0.279054
533	8645250	3781360	-0.196790175	-0.669798642	-0.232904202	0.882217941	-0.994236775	1.161694
534	8648250	3781360	-0.196790175	-0.805232613	-0.232904202	0.721503242	-0.994236775	0.455914
535	8651250	3781360	-0.196790175	-0.788768091	-0.232904202	0.610081598	-0.994236775	1.024526
537	8657250	3781360	-0.196790175	-0.752121252	-0.232904202	0.52120471	-0.994236775	1.085738
538	8660250	3781360	-0.196790175	-0.288459069	-0.232904202	0.294771068	-0.994236775	-0.534058
539	8663250	3781360	-0.196790175	0.147054093	-0.232904202	-0.050572699	-0.994236775	1.342456
540	8666250	3781360	-0.196790175	2.071278709	-0.232904202	-0.389428264	-0.994236775	0.410472
541	8669250	3781360	-0.196790175	0.843344038	-0.232904202	-0.712781276	-0.994236775	-0.205327
542	8672250	3781360	-0.196790175	1.158825524	-0.232904202	-0.986866092	-0.994236775	-1.026323
543	8675250	3781360	-0.074550322	0.11571839	-0.232904202	-1.078431305	-0.994236775	-0.379312
544	8678250	3781360	0.204918732	-1.307134976	-0.125329707	-1.400308165	-0.994236775	-1.848675
545	8681250	3781360	-0.035438026	-0.12540719	0.088461547	-1.239997129	1.297449676	-1.779927
546	8684250	3781360	5.465689667	-1.095220645	2.787745845	-1.250435547	1.297449676	-0.778414
547	8687250	3781360	-0.196790175	-0.658114142	-0.232904202	-1.250441466	1.297449676	-0.140644
548	8690250	3781360	3.187036285	-0.821166021	1.572258491	-1.135320563	1.297449676	-0.187195
549	8693250	3781360	3.663849714	-0.085042555	1.826572953	-0.949031859	1.297449676	-0.824596
550	8696250	3781360	-0.196790175	1.514671644	-0.232904202	-0.747205089	1.297449676	0.011206
553	8705250	3781360	-0.196790175	-0.827008271	-0.232904202	0.20433043	1.297449676	1.037709
554	8708250	3781360	-0.196790175	-1.127087462	-0.232904202	0.504667548	1.297449676	0.264967
555	8711250	3781360	-0.196790175	1.115805321	-0.232904202	0.598640533	1.297449676	-0.218243
556	8714250	3781360	-0.196790175	-0.916766471	-0.232904202	0.558772596	1.297449676	0.971117
557	8717250	3781360	-0.196790175	-0.473286606	-0.232904202	0.581196609	1.297449676	-0.265266
558	8720250	3781360	-0.130154412	-0.760087956	-0.175774834	0.663927402	1.297449676	0.551768
559	8723250	3781360	-0.130154412	-0.721847776	-0.175774834	0.800322884	1.297449676	0.466736
562	8627250	3784360	-0.196790175	-1.416013267	-0.232904202	2.262770296	-0.994236775	0.983971
566	8639250	3784360	-0.196790175	0.130058457	0.393952225	1.069566112	-0.994236775	-0.723527
567	8642250	3784360	-0.196790175	-0.151431757	-0.232904202	0.812687284	-0.994236775	-0.462804
568	8645250	3784360	-0.196790175	1.151389933	-0.232904202	0.585580082	-0.994236775	0.357042
569	8648250	3784360	-0.196790175	0.12156064	-0.232904202	0.39925113	-0.994236775	0.504026
