sno	x	y	LargeLS	Ruggedness	SmallLS	DisFromVill	WildPrey
624	8708250	3787360	-0.196790175	0.755179179	-0.232904202	0.822658115	1.535766044
627	8717250	3787360	-0.196790175	-1.168514323	-0.232904202	1.285473737	1.535766044
628	8720250	3787360	-0.196790175	-0.712818845	-0.232904202	1.347447255	1.535766044
631	8624250	3790360	-0.196790175	-1.116996303	-0.232904202	2.350060942	-0.949336105
633	8630250	3790360	-0.196790175	2.628948001	0.029034472	1.666591991	-0.949336105
634	8633250	3790360	-0.196790175	-0.844003907	0.393952225	1.329900344	-0.949336105
635	8636250	3790360	-0.196790175	0.869368605	0.393952225	0.998425538	-0.949336105
636	8639250	3790360	-0.196790175	-0.706976595	0.393952225	0.674612042	-0.949336105
637	8642250	3790360	-0.196790175	-0.35484827	-0.232904202	0.362572249	-0.949336105
638	8645250	3790360	-0.196790175	-0.257654479	-0.232904202	0.069581562	-0.949336105
643	8660250	3790360	-0.196790175	-1.488775831	-0.232904202	-0.528631631	-0.949336105
644	8663250	3790360	-0.196790175	-1.005993558	-0.232904202	-0.612395849	-0.949336105
646	8669250	3790360	-0.196790175	-0.589600487	-0.232904202	-0.768646579	-0.949336105
647	8672250	3790360	-0.196790175	0.533173689	-0.232904202	-1.040341379	-0.949336105
648	8675250	3790360	-0.196790175	-0.966691151	-0.232904202	-1.097829621	-0.949336105
649	8678250	3790360	-0.196790175	0.442353261	-0.232904202	-0.872956179	1.535766044
650	8681250	3790360	5.346792745	-0.104162645	3.961247814	-0.937269995	1.535766044
651	8684250	3790360	4.92502625	-1.461689037	3.642075331	-0.84122069	1.535766044
652	8687250	3790360	-0.196790175	2.460584986	-0.232904202	-0.595108181	1.535766044
653	8690250	3790360	-0.196790175	-0.637400712	-0.232904202	-0.369002442	1.535766044
655	8696250	3790360	-0.196790175	-1.56791176	-0.232904202	0.144629736	1.535766044
656	8699250	3790360	-0.196790175	0.926728875	-0.232904202	0.319836055	1.535766044
658	8705250	3790360	-0.196790175	-1.183916618	-0.232904202	0.758948018	1.535766044
661	8714250	3790360	-0.196790175	-1.089378395	-0.232904202	1.614679271	1.535766044
662	8717250	3790360	-0.196790175	-0.200825323	-0.232904202	1.638639807	1.535766044
666	8624250	3793360	-0.196790175	-1.439382266	0.029034472	2.278528542	-0.949336105
667	8627250	3793360	-0.196790175	-1.120182985	0.029034472	1.928185746	-0.949336105
669	8633250	3793360	-0.196790175	0.852904083	0.029034472	1.231278723	-0.949336105
670	8636250	3793360	-0.196790175	0.079071551	0.393952225	0.885844989	-0.949336105
671	8639250	3793360	-0.196790175	0.032333553	-0.232904202	0.54382286	-0.949336105
672	8642250	3793360	-0.196790175	-1.638018756	1.492047606	0.207325349	-0.949336105
673	8645250	3793360	-0.196790175	-0.010155536	-0.232904202	-0.119445185	-0.949336105
674	8648250	3793360	-0.196790175	0.511929144	-0.232904202	-0.427115711	-0.949336105
676	8654250	3793360	-0.196790175	0.757303633	-0.232904202	-0.854037287	-0.949336105
677	8657250	3793360	-0.196790175	0.081196005	-0.232904202	-0.899275954	-0.949336105
679	8663250	3793360	-0.196790175	-0.454166516	-0.232904202	-0.967137507	-0.949336105
681	8669250	3793360	-0.196790175	-0.76221241	-0.232904202	-0.754607156	-0.949336105
682	8672250	3793360	-0.196790175	-0.840817225	-0.232904202	-0.793767203	-0.949336105
683	8675250	3793360	-0.196790175	-0.030337853	-0.232904202	-0.752688277	-0.818541255
684	8678250	3793360	-0.196790175	1.753141655	-0.232904202	-0.616311735	1.535766044
685	8681250	3793360	-0.196790175	0.785983768	-0.232904202	-0.58241588	1.535766044
686	8684250	3793360	-0.196790175	0.383930764	-0.232904202	-0.522445288	1.535766044
687	8687250	3793360	-0.196790175	3.196708452	-0.232904202	-0.345256167	1.535766044
688	8690250	3793360	-0.196790175	1.313379585	-0.232904202	-0.096744171	1.535766044
691	8699250	3793360	-0.196790175	2.103676639	-0.232904202	0.635962197	1.535766044
692	8702250	3793360	-0.196790175	-1.190821095	-0.232904202	0.808009054	1.535766044
696	8714250	3793360	-0.196790175	1.780759563	-0.232904202	1.807445523	1.535766044
703	8630250	3796360	-0.196790175	0.691976659	0.029034472	1.531328186	-0.949336105
704	8633250	3796360	-0.196790175	-0.051582398	0.029034472	1.177353606	-0.949336105
705	8636250	3796360	-0.196790175	0.387648559	0.029034472	0.82373889	-0.949336105
706	8639250	3796360	-0.196790175	-1.325723953	-0.232904202	0.47068291	-0.949336105
707	8642250	3796360	-0.196790175	-1.286952659	1.492047606	0.118563286	-0.949336105
708	8645250	3796360	-0.196790175	-1.323599498	-0.232904202	-0.231805553	-0.949336105
709	8648250	3796360	-0.196790175	-0.38565286	-0.232904202	-0.578310592	-0.949336105
710	8651250	3796360	-0.196790175	-0.162054029	-0.232904202	-0.913398241	-0.949336105
711	8654250	3796360	-0.196790175	0.087038255	-0.232904202	-1.188497542	-0.949336105
712	8657250	3796360	2.619517986	-0.472224378	-0.178490307	-1.254318288	-0.949336105
713	8660250	3796360	0.867041985	-0.076013624	0.764196483	-1.055952839	-0.949336105
714	8663250	3796360	0.240688097	1.215123566	0.177132175	-1.319731819	-0.949336105
715	8666250	3796360	-0.196790175	0.759959201	-0.232904202	-1.100113099	-0.949336105
716	8669250	3796360	-0.196790175	-1.522235989	-0.232904202	-1.063373846	-0.949336105
717	8672250	3796360	-0.196790175	0.02755353	-0.232904202	-1.13938442	-0.818541255
718	8675250	3796360	-0.196790175	-1.529140466	-0.232904202	-0.905677742	-0.818541255
719	8678250	3796360	-0.196790175	-0.70485214	-0.232904202	-0.584849696	1.535766044
720	8681250	3796360	-0.196790175	-1.205161163	-0.232904202	-0.244615047	1.535766044
721	8684250	3796360	-0.196790175	1.051540574	-0.232904202	-0.18415201	1.535766044
722	8687250	3796360	-0.196790175	0.982495805	-0.232904202	-0.049145081	1.535766044
723	8690250	3796360	-0.196790175	-0.361221633	-0.232904202	0.154612405	1.535766044
724	8693250	3796360	-0.196790175	1.492895985	-0.232904202	0.39972937	1.535766044
730	8711250	3796360	-0.196790175	-0.14452728	-0.232904202	1.763326695	1.535766044
737	8627250	3799360	-0.196790175	-1.259334751	0.029034472	1.880455258	-0.949336105
738	8630250	3799360	-0.196790175	-0.463195447	0.029034472	1.525629553	-0.949336105
739	8633250	3799360	-0.196790175	-0.706445481	0.029034472	1.170884344	-0.949336105
740	8636250	3799360	-0.196790175	-1.196132231	0.029034472	0.816259879	-0.949336105
741	8639250	3799360	-0.196790175	-1.455315674	1.492047606	0.461822448	-0.949336105
742	8642250	3799360	-0.196790175	-0.502497854	1.492047606	0.107701081	-0.949336105
743	8645250	3799360	-0.196790175	1.122709798	-0.232904202	-0.24582722	-0.949336105
744	8648250	3799360	0.006014322	0.295765904	-0.210031566	-0.598022605	-0.949336105
745	8651250	3799360	-0.196790175	-1.589687418	-0.232904202	-0.946074821	-0.818541255
746	8654250	3799360	-0.196790175	-1.330503975	-0.232904202	-1.264788667	-0.818541255
747	8657250	3799360	-0.196790175	-0.440888675	-0.232904202	-1.337375799	-0.818541255
748	8660250	3799360	-0.196790175	0.346221698	-0.232904202	-1.142218347	-0.818541255
749	8663250	3799360	-0.196790175	-0.297488	-0.232904202	-1.217941266	-0.818541255
750	8666250	3799360	-0.196790175	-1.711843548	-0.232904202	-1.295411419	-0.818541255
751	8669250	3799360	-0.196790175	-1.121245212	-0.232904202	-1.234576681	-0.818541255
752	8672250	3799360	2.141144522	-0.10044485	1.497060786	-1.328159025	-0.818541255
753	8675250	3799360	-0.196790175	-1.002806877	-0.232904202	-0.986482553	-0.818541255
754	8678250	3799360	-0.196790175	2.571587731	-0.232904202	-0.63323362	1.535766044
756	8684250	3799360	-0.196790175	0.295765904	-0.232904202	0.075885097	1.535766044
764	8708250	3799360	-0.196790175	-1.52382933	-0.232904202	1.797243858	1.535766044
773	8630250	3802360	-0.196790175	-0.756370161	0.029034472	1.562096541	-0.949336105
774	8633250	3802360	-0.196790175	-0.541269148	0.029034472	1.212217779	-0.949336105
775	8636250	3802360	-0.196790175	-0.361221633	0.029034472	0.863939464	-0.949336105
776	8639250	3802360	-0.196790175	-0.184360801	-0.232904202	0.518111538	-0.949336105
777	8642250	3802360	-0.196790175	0.621869662	-0.232904202	0.176300118	-0.949336105
778	8645250	3802360	-0.019503387	0.442884375	-0.21285148	-0.158301005	-0.949336105
779	8648250	3802360	-0.196790175	-1.255085842	-0.232904202	-0.478208084	-0.818541255
780	8651250	3802360	-0.196790175	-0.607658349	-0.232904202	-0.76256204	-0.818541255
781	8654250	3802360	-0.196790175	1.69790584	-0.232904202	-0.946828877	-0.818541255
783	8660250	3802360	-0.196790175	-0.338914862	-0.232904202	-0.91427896	-0.818541255
785	8666250	3802360	-0.196790175	0.545389302	-0.232904202	-1.108865839	-0.818541255
786	8669250	3802360	-0.196790175	0.579380573	-0.232904202	-1.077403799	-0.818541255
787	8672250	3802360	-0.196790175	0.475813419	-0.232904202	-1.018308008	-0.818541255
788	8675250	3802360	-0.196790175	-0.445137584	-0.232904202	-0.828644397	-0.818541255
789	8678250	3802360	-0.117785566	-0.11212935	-0.174417098	-0.534449824	-0.818541255
791	8684250	3802360	-0.196790175	-0.99749574	-0.232904202	0.130939523	1.535766044
793	8690250	3802360	-0.196790175	0.845468493	-0.232904202	0.744390106	1.535766044
794	8693250	3802360	-0.196790175	-0.523742399	-0.232904202	0.93326178	1.535766044
795	8696250	3802360	-0.196790175	-0.313421408	-0.232904202	1.15707102	1.535766044
796	8699250	3802360	-0.196790175	1.518389439	-0.232904202	1.398736133	1.535766044
806	8624250	3805360	-0.196790175	0.608060708	-0.232904202	2.327660605	-0.949336105
807	8627250	3805360	-0.196790175	-0.021840035	0.029034472	1.982338145	-0.949336105
808	8630250	3805360	-0.196790175	-0.287396841	0.029034472	1.639238791	-0.949336105
809	8633250	3805360	-0.196790175	-1.635363188	-0.232904202	1.29919828	-0.949336105
810	8636250	3805360	-0.196790175	0.004715645	5.548963809	0.963508095	-0.949336105
811	8639250	3805360	-0.196790175	-1.529140466	10.21895019	0.634275335	-0.949336105
812	8642250	3805360	-0.051706958	-1.393706495	-0.216506924	0.315115211	-0.949336105
813	8645250	3805360	0.00044277	-0.606596122	-0.210658214	0.012642586	-0.949336105
814	8648250	3805360	0.06785855	0.945317852	-0.203034002	-0.260334229	-0.818541255
815	8651250	3805360	-0.196790175	-0.067515806	-0.232904202	-0.478598725	-0.818541255
816	8654250	3805360	-0.196790175	2.0670298	-0.232904202	-0.598913978	-0.818541255
820	8666250	3805360	-0.196790175	-1.35174852	-0.232904202	-0.770765514	-0.818541255
821	8669250	3805360	-0.196790175	1.21565468	-0.232904202	-0.754452083	-0.818541255
822	8672250	3805360	-0.196790175	0.25540127	-0.232904202	-0.668862504	-0.818541255
824	8678250	3805360	-0.117785566	0.908139899	-0.174417098	-0.326706608	-0.818541255
825	8681250	3805360	-0.196790175	-0.175862983	-0.232904202	-0.04780743	1.535766044
827	8687250	3805360	-0.196790175	-0.124876076	-0.232904202	0.582653821	1.535766044
829	8693250	3805360	-0.196790175	-0.288459069	-0.232904202	1.229285267	1.535766044
831	8699250	3805360	-0.196790175	-0.077606965	-0.232904202	1.658785077	1.535766044
842	8627250	3808360	-0.196790175	-1.127087462	-0.232904202	2.086084274	-0.949336105
843	8630250	3808360	-0.196790175	0.319134903	0.549569699	1.754117022	-0.949336105
844	8633250	3808360	-0.196790175	0.26124352	0.549569699	1.427687412	-0.949336105
845	8636250	3808360	-0.196790175	0.306388177	-0.232904202	1.108915561	-0.949336105
846	8639250	3808360	-0.196790175	0.593720641	7.989547112	0.801059185	-0.949336105
847	8642250	3808360	-0.126811481	-0.638462939	-0.224966666	0.509272384	-0.949336105
848	8645250	3808360	-0.051706958	1.371802082	-0.216506924	0.241893582	-0.949336105
851	8654250	3808360	-0.196790175	0.074291528	-0.232904202	-0.24677423	-0.818541255
852	8657250	3808360	-0.196790175	0.866181924	-0.232904202	-0.289459522	-0.818541255
853	8660250	3808360	-0.196790175	-0.37396836	-0.232904202	-0.254757524	-0.818541255
854	8663250	3808360	-0.196790175	0.481124555	-0.232904202	-0.314821633	-0.818541255
855	8666250	3808360	-0.196790175	-0.20932314	-0.232904202	-0.421117586	-0.818541255
856	8669250	3808360	-0.196790175	0.244778998	-0.232904202	-0.410280241	-0.818541255
858	8675250	3808360	-0.196790175	-0.147713962	-0.232904202	-0.231079907	-0.818541255
862	8687250	3808360	-0.196790175	-0.227912117	-0.232904202	0.742575399	1.535766044
864	8693250	3808360	-0.196790175	-1.067602737	-0.232904202	1.375218323	1.535766044
865	8696250	3808360	-0.196790175	1.216185794	-0.232904202	1.703961006	1.535766044
866	8699250	3808360	-0.196790175	-0.889679677	-0.232904202	1.928662802	1.535766044
877	8627250	3811360	-0.196790175	-0.890741904	0.549569699	2.221394246	-0.949336105
878	8630250	3811360	-0.196790175	0.005777872	-0.232904202	1.902854412	-0.949336105
879	8633250	3811360	-0.196790175	-0.164709597	-0.232904202	1.592429271	-0.949336105
880	8636250	3811360	-0.196790175	0.455099988	-0.232904202	1.292878172	-0.949336105
881	8639250	3811360	-0.196790175	-0.146651734	-0.232904202	1.008178557	-0.949336105
882	8642250	3811360	-0.126811481	0.141211843	-0.224966666	0.744121392	-0.949336105
883	8645250	3811360	-0.104748134	-0.176394097	-0.222460076	0.509078247	-0.818541255
885	8651250	3811360	-0.196790175	0.834315107	-0.232904202	0.175599331	-0.818541255
886	8654250	3811360	-0.196790175	0.141211843	-0.232904202	0.106725661	-0.818541255
887	8657250	3811360	-0.196790175	1.458373601	-0.232904202	0.065272666	-0.818541255
889	8663250	3811360	-0.196790175	-0.643774075	-0.232904202	0.012211696	-0.818541255
890	8666250	3811360	-0.196790175	-0.629965121	-0.232904202	-0.068667693	-0.818541255
894	8678250	3811360	-0.196790175	-0.223132094	-0.232904202	0.242892677	-0.818541255
895	8681250	3811360	-0.196790175	-0.08716701	-0.232904202	0.439468277	-0.818541255
896	8684250	3811360	-0.196790175	0.054640325	-0.232904202	0.677580919	-0.818541255
897	8687250	3811360	-0.196790175	-1.314039453	-0.232904202	0.944869755	-0.818541255
898	8690250	3811360	-0.196790175	-1.596060781	-0.232904202	1.232623477	1.535766044
899	8693250	3811360	-0.196790175	0.212381067	-0.232904202	1.534928008	1.535766044
913	8630250	3814360	-0.196790175	-0.022902263	-0.232904202	2.081172843	-0.949336105
915	8636250	3814360	-0.196790175	-1.052731556	-0.232904202	1.508209304	-0.949336105
917	8642250	3814360	-0.196790175	1.13917432	-0.232904202	1.008023484	-0.949336105
918	8645250	3814360	-0.104748134	-0.011748877	-0.222460076	0.800721812	-0.818541255
920	8651250	3814360	-0.196790175	-1.462751264	-0.232904202	0.517339725	-0.818541255
921	8654250	3814360	-0.196790175	-0.32245034	-0.232904202	0.460829271	-0.818541255
925	8666250	3814360	-0.196790175	0.309574858	-0.232904202	0.284874814	-0.818541255
926	8669250	3814360	-0.196790175	-1.144614211	-0.232904202	0.291321585	-0.818541255
928	8675250	3814360	-0.196790175	0.336661653	-0.232904202	0.445923334	-0.818541255
930	8681250	3814360	-0.196790175	-1.077693896	-0.232904202	0.729563481	-0.818541255
931	8684250	3814360	-0.196790175	-0.712818845	-0.232904202	0.938923716	-0.818541255
932	8687250	3814360	-0.196790175	0.406768649	-0.232904202	1.179773217	-0.818541255
949	8633250	3817360	-0.196790175	0.98037135	-0.232904202	2.008876916	-0.949336105
950	8636250	3817360	-0.196790175	0.082789346	-0.232904202	1.748578198	-0.949336105
951	8639250	3817360	-0.196790175	-0.33572818	-0.232904202	1.508080274	-0.949336105
954	8648250	3817360	-0.196790175	0.621338548	-0.232904202	0.962879517	-0.818541255
955	8651250	3817360	-0.196790175	0.761552542	-0.232904202	0.863119117	-0.818541255
957	8657250	3817360	-0.196790175	2.464833895	-0.232904202	0.775118213	-0.818541255
958	8660250	3817360	-0.196790175	-1.439382266	-0.232904202	0.79340616	-0.818541255
959	8663250	3817360	-0.196790175	2.486609553	-0.232904202	0.693285896	-0.818541255
960	8666250	3817360	-0.196790175	0.451382193	-0.232904202	0.638955932	-0.818541255
961	8669250	3817360	-0.196790175	0.782797086	-0.232904202	0.644312458	-0.818541255
964	8678250	3817360	-0.196790175	-1.546667215	-0.232904202	0.890738664	-0.818541255
966	8684250	3817360	-0.196790175	0.454037761	-0.232904202	1.222000392	-0.818541255
967	8687250	3817360	-0.196790175	0.118905072	-0.232904202	1.43934037	-0.818541255
985	8636250	3820360	-0.196790175	-0.057424647	-0.232904202	2.008766826	-0.949336105
986	8639250	3820360	-0.196790175	0.428544307	-0.232904202	1.787660116	-0.818541255
989	8648250	3820360	-0.196790175	1.303288426	-0.232904202	1.298508146	-0.818541255
990	8651250	3820360	-0.196790175	0.185825387	-0.232904202	1.211361919	-0.818541255
992	8657250	3820360	-0.196790175	-0.770710228	-0.232904202	1.130125034	-0.818541255
994	8663250	3820360	-0.196790175	0.685072182	-0.232904202	1.039947191	-0.818541255
995	8666250	3820360	-0.196790175	-0.811074863	-0.232904202	0.993341278	-0.818541255
999	8678250	3820360	-0.196790175	-0.426548608	-0.232904202	1.226568532	-0.818541255
1021	8639250	3823360	-0.196790175	0.107751686	-0.232904202	2.08085086	-0.818541255
1026	8654250	3823360	-0.196790175	0.054109211	-0.232904202	1.514080766	-0.818541255
1027	8657250	3823360	-0.196790175	-0.077606965	-0.232904202	1.485162632	-0.818541255
1029	8663250	3823360	-0.196790175	-1.486120263	-0.232904202	1.388704929	-0.818541255
1030	8666250	3823360	-0.196790175	0.666483205	-0.232904202	1.347916025	-0.818541255
1059	8648250	3826360	-0.196790175	2.559372118	-0.232904202	1.981563964	-0.818541255
1060	8651250	3826360	-0.196790175	0.137494048	-0.232904202	1.912174174	-0.818541255
1063	8660250	3826360	-0.196790175	0.161925274	-0.232904202	1.813599904	-0.818541255
