"","x","y"
"880",8685000,3743610
"881",8685500,3743610
"882",8686000,3743610
"883",8686500,3743610
"884",8687000,3743610
"885",8687500,3743610
"886",8688000,3743610
"887",8688500,3743610
"888",8689000,3743610
"889",8689500,3743610
"890",8690000,3743610
"891",8690500,3743610
"892",8691000,3743610
"893",8691500,3743610
"894",8692000,3743610
"895",8692500,3743610
"896",8693000,3743610
"897",8693500,3743610
"898",8694000,3743610
"899",8694500,3743610
"900",8695000,3743610
"901",8695500,3743610
"902",8696000,3743610
"903",8696500,3743610
"904",8697000,3743610
"905",8697500,3743610
"906",8698000,3743610
"907",8698500,3743610
"908",8699000,3743610
"909",8699500,3743610
"910",8700000,3743610
"911",8700500,3743610
"912",8701000,3743610
"913",8701500,3743610
"914",8702000,3743610
"915",8702500,3743610
"916",8703000,3743610
"917",8703500,3743610
"918",8704000,3743610
"919",8704500,3743610
"920",8705000,3743610
"921",8705500,3743610
"922",8706000,3743610
"923",8706500,3743610
"924",8707000,3743610
"925",8707500,3743610
"926",8708000,3743610
"927",8708500,3743610
"928",8709000,3743610
"929",8709500,3743610
"930",8710000,3743610
"931",8710500,3743610
"932",8711000,3743610
"933",8711500,3743610
"934",8712000,3743610
"935",8712500,3743610
"936",8713000,3743610
"937",8713500,3743610
"938",8714000,3743610
"939",8714500,3743610
"940",8715000,3743610
"941",8715500,3743610
"942",8716000,3743610
"943",8716500,3743610
"944",8717000,3743610
"945",8717500,3743610
"946",8718000,3743610
"947",8718500,3743610
"948",8719000,3743610
"949",8719500,3743610
"950",8720000,3743610
"951",8677500,3744110
"952",8678000,3744110
"953",8678500,3744110
"954",8679000,3744110
"955",8679500,3744110
"956",8680000,3744110
"957",8680500,3744110
"958",8681000,3744110
"959",8681500,3744110
"960",8682000,3744110
"961",8682500,3744110
"962",8683000,3744110
"963",8683500,3744110
"964",8684000,3744110
"965",8684500,3744110
"966",8685000,3744110
"967",8685500,3744110
"968",8686000,3744110
"969",8686500,3744110
"970",8687000,3744110
"971",8687500,3744110
"972",8688000,3744110
"973",8688500,3744110
"974",8689000,3744110
"975",8689500,3744110
"976",8690000,3744110
"977",8690500,3744110
"978",8691000,3744110
"979",8691500,3744110
"980",8692000,3744110
"981",8692500,3744110
"982",8693000,3744110
"983",8693500,3744110
"984",8694000,3744110
"985",8694500,3744110
"986",8695000,3744110
"987",8695500,3744110
"988",8696000,3744110
"989",8696500,3744110
"990",8697000,3744110
"991",8697500,3744110
"992",8698000,3744110
"993",8698500,3744110
"994",8699000,3744110
"995",8699500,3744110
"996",8700000,3744110
"997",8700500,3744110
"998",8701000,3744110
"999",8701500,3744110
"1000",8702000,3744110
"1001",8702500,3744110
"1002",8703000,3744110
"1003",8703500,3744110
"1004",8704000,3744110
"1005",8704500,3744110
"1006",8705000,3744110
"1007",8705500,3744110
"1008",8706000,3744110
"1009",8706500,3744110
"1010",8707000,3744110
"1011",8707500,3744110
"1012",8708000,3744110
"1013",8708500,3744110
"1014",8709000,3744110
"1015",8709500,3744110
"1016",8710000,3744110
"1017",8710500,3744110
"1018",8711000,3744110
"1019",8711500,3744110
"1020",8712000,3744110
"1021",8712500,3744110
"1022",8713000,3744110
"1023",8713500,3744110
"1024",8714000,3744110
"1025",8714500,3744110
"1026",8715000,3744110
"1027",8715500,3744110
"1028",8716000,3744110
"1029",8716500,3744110
"1030",8717000,3744110
"1031",8717500,3744110
"1032",8718000,3744110
"1033",8718500,3744110
