"","FID","Field1","WPreyD","Rgd","Alt","StdAlt","StdRgd","StdWPreyD","D.0"
"9261",11073,19060,0.01,43.0928993,5194,0.819834826625197,0.104098800092622,-1.00158632232148,2.3919644967123e-05
"9262",11074,19061,0.01,42.7317009,4973,0.385606270412579,0.087121649147024,-1.00158632232148,2.3919644967123e-05
"9263",11075,19062,0.01,38.7298012,4792,0.0299711180393496,-0.100976790037765,-1.00158632232148,2.3919644967123e-05
"9264",11076,19063,0.01,24.9199009,4650,-0.249035465590477,-0.75007369062414,-1.00158632232148,2.3919644967123e-05
"9265",11077,19064,0.01,14.6287003,4532,-0.480886006916671,-1.23378365721765,-1.00158632232148,2.3919644967123e-05
"9266",11078,19065,0.01,20.0998001,4524,-0.496604687684549,-0.976629452927066,-1.00158632232148,2.3919644967123e-05
"9267",11079,19066,0.01,66.1135025,4636,-0.276543156934263,1.18611980402042,-1.00158632232148,2.3919644967123e-05
"9268",11080,19067,0.01,45.1996002,4789,0.0240766127513955,0.203118560912512,-1.00158632232148,2.3919644967123e-05
"9269",11081,19068,0.01,62.8410988,4804,0.0535491391911659,1.03230934536436,-1.00158632232148,2.3919644967123e-05
"9270",11082,19069,0.01,28.4253006,4830,0.104634851686768,-0.585311887051495,-1.00158632232148,2.3919644967123e-05
"9271",11083,19070,0.01,38.0788994,4857,0.157685399278355,-0.131570663403099,-1.00158632232148,2.3919644967123e-05
"9272",11084,19071,0.01,73.3211975,4929,0.299153526189253,1.5248979547122,-1.00158632232148,2.3919644967123e-05
"9273",11085,19072,0.01,57.6367989,5222,0.874850209312769,0.787695346607836,-1.00158632232148,2.3919644967123e-05
"9274",11086,19073,0.01,55.3263016,5410,1.24423920735789,0.679096688857701,-1.00158632232148,2.3919644967123e-05
"9275",11090,19077,0.01,76.3479004,5293,1.01435350112768,1.66715991379281,-1.00158632232148,2.3919644967123e-05
"9276",11091,19078,0.01,64.4670029,5104,0.642999667986575,1.10873055688902,-1.00158632232148,2.3919644967123e-05
"9277",11092,19079,0.01,23.5797005,5022,0.48188319011583,-0.813066174777311,-1.00158632232148,2.3919644967123e-05
"9278",11093,19080,0.01,24.4335995,4739,-0.0741651420478393,-0.77293096870969,-1.00158632232148,2.3919644967123e-05
"9279",11094,19081,0.01,49.7995987,4498,-0.547690400180151,0.419329011689769,-1.00158632232148,2.3919644967123e-05
"9280",11095,19082,0.01,37.0945015,4240,-1.0546178549442,-0.177839616252363,-1.00158632232148,2.3919644967123e-05
"9281",11096,19083,0.01,50.8035011,4566,-0.414081613653192,0.466514720650407,-1.00158632232148,2.3919644967123e-05
"9282",11097,19084,0.01,50.8330994,4729,-0.0938134930076862,0.467905908448672,-1.00158632232148,2.3919644967123e-05
"9283",11098,19085,0.01,54.1295013,4869,0.181263420430171,0.622844337394248,-1.00158632232148,2.3919644967123e-05
"9284",11099,19086,0.01,33.5410004,4871,0.185193090622141,-0.34486229564421,-1.00158632232148,2.3919644967123e-05
"9285",11100,19087,0.01,52.5261993,5140,0.713733731442024,0.547485476265907,-1.00158632232148,2.3919644967123e-05
"9286",11101,19088,0.01,37.0270004,5477,1.37588315878887,-0.181012322343237,-1.00158632232148,2.3919644967123e-05
"9287",11103,19090,0.01,54.6626015,5370,1.1656458035185,0.647901266119648,-1.00158632232148,2.3919644967123e-05
"9288",11104,19091,0.01,94.6678009,5154,0.74124142278581,2.52823713920918,-1.00158632232148,2.3919644967123e-05
"9289",11105,19092,0.01,70.6894989,4771,-0.011290418976329,1.40120210119924,-1.00158632232148,2.3919644967123e-05
"9290",11106,19093,0.01,74.3302994,4618,-0.311910188661987,1.57232805206532,-1.00158632232148,2.3919644967123e-05
"9291",11107,19094,0.01,52.6878014,4887,0.216630452157896,0.555081144587875,-1.00158632232148,2.3919644967123e-05
"9292",11108,19095,0.01,44.2266998,4939,0.3188018771491,0.157390016860732,-1.00158632232148,2.3919644967123e-05
"9293",11109,19096,0.01,58.9491005,5280,0.988810644879881,0.849376523349897,-1.00158632232148,2.3919644967123e-05
"9294",11110,19097,0.01,54.0555,5357,1.1401029472707,0.61936610703589,-1.00158632232148,2.3919644967123e-05
"9295",11111,19098,0.0154114,57.1926994,5179,0.790362300185427,0.766821654347947,-0.976478208698915,2.42618959113913e-05
"9296",11112,19099,0.0262342,50.8821983,4918,0.277540340133421,0.470213669049391,-0.926261981453776,2.49611590201381e-05
"9297",11113,19100,0.0406646,63.4271011,4581,-0.384609087213421,1.0598527937893,-0.85930701179359,2.59249600732158e-05
"9298",11114,19101,0.0605063,46.0976982,4528,-0.48874534730061,0.24533122107363,-0.767244392496378,2.73112348821356e-05
"9299",11115,19102,0.0785443,44.6206017,4520,-0.504464028068488,0.175904307106917,-0.683550680421146,2.86357144939459e-05
"9300",11116,19103,0.0965823,38.2098999,4434,-0.673439846323171,-0.125413340274179,-0.599856968345915,3.00244257763368e-05
"9301",11117,19104,0.116424,51.3030014,4288,-0.960305770336937,0.489992377224941,-0.507794349048702,3.16299096416339e-05
"9302",11118,19105,0.13807,24.5153008,4050,-1.42793652318129,-0.769090820739622,-0.407360038616256,3.34794589630587e-05
"9303",11119,19106,0.161519,22.2935009,3982,-1.56154530970825,-0.873520497817966,-0.298560068860624,3.56053014765221e-05
"9304",11120,19107,0.186215,39.8623009,3950,-1.62442003277976,-0.0477467138448901,-0.18397419939561,3.7990299415924e-05
"9305",11121,19108,0.20959,25.9421997,3816,-1.88770793564171,-0.702023308786613,-0.0755175789410954,4.03947178404053e-05
"9306",11122,19109,0.234763,22.8034992,3785,-1.94861782361724,-0.849549411232039,0.0412815015595034,4.31545405262341e-05
"9307",11123,19110,0.261735,14.4913998,3760,-1.99773870101686,-1.24023709475615,0.166427681961607,4.63211796330319e-05
"9308",11124,19111,0.286909,25.1196995,3675,-2.16474968417556,-0.740682699437803,0.283231402317626,4.94860362597048e-05
"9309",11125,19112,0.31388,5.4772301,3669,-2.17653869475146,-1.66392368817997,0.408372942864309,5.31171350440626e-05
"9310",11126,19113,0.340852,5.1961498,3657,-2.20011671590328,-1.67713510517665,0.533519123266413,5.70148198535982e-05
"9311",11127,19114,0.367823,15.1327,3723,-2.07043759956829,-1.21009451855193,0.658660663813096,6.11983523954711e-05
"9312",11128,19115,0.392997,10.8167,3765,-1.98791452553693,-1.41295639025789,0.775464384169115,6.53796796555859e-05
"9313",11129,19116,0.41817,13.5647001,3879,-1.76392332459468,-1.28379410023607,0.892263464669714,6.98465092994664e-05
"9314",11130,19117,0.443344,42.3674011,4004,-1.51831893759659,0.0699987253077958,1.00906718502573,7.46187147907262e-05
"9315",11131,19118,0.466719,52.0960999,4370,-0.799189292466192,0.527269820727535,1.11752380548025,7.93413575551244e-05
"9316",11132,19119,0.486498,35.4964981,4530,-0.484815677108641,-0.252949431061561,1.20929550584259,8.35701878704379e-05
"9317",11133,19120,0.504479,33.0303001,4517,-0.510358533356442,-0.368866377835776,1.29272474615886,8.76098777443584e-05
"9318",11134,19121,0.524259,33.5559006,4522,-0.500534357876518,-0.344161952163952,1.38450108637662,9.22796557801578e-05
"9319",11135,19122,0.540442,11.6618996,4459,-0.624318968923554,-1.37323007588784,1.4595878666468,9.62847719467903e-05
"9320",11136,19123,0.554826,9.1651497,4440,-0.661650835747263,-1.49058303184143,1.52632754701547,9.99903412603847e-05
"9321",11137,19124,0.567413,27.7488995,4442,-0.657721165555294,-0.617104285839719,1.58472940719348,0.000103349785530286
"9322",11138,19125,0.576404,17.7763996,4417,-0.706842042954911,-1.08583459058985,1.62644634727933,0.000105818353002368
"9323",11139,19126,0.58,10.8167,4468,-0.606635453059692,-1.41295639025789,1.64313126737149,0.00010682209935999
"9324",11140,19127,0.58,19.0526009,4405,-0.730420064106728,-1.02585021051766,1.64313126737149,0.00010682209935999
"9325",11141,19128,0.58,144.4579926,4308,-0.921009068417243,4.86849003097492,1.64313126737149,0.00010682209935999
"9326",11142,19129,0.58,26.2488003,3969,-1.58708816595605,-0.687612379319011,1.64313126737149,0.00010682209935999
"9327",11143,19130,0.58,78.108902,4272,-0.991743131872692,1.74993101681718,1.64313126737149,0.00010682209935999
"9328",11144,19131,0.58,15.3297005,4528,-0.48874534730061,-1.2008350444655,1.64313126737149,0.00010682209935999
"9329",11145,19132,0.58,13.6747999,4517,-0.510358533356442,-1.27861915781196,1.64313126737149,0.00010682209935999
"9330",11146,19133,0.58,14.6629,4500,-0.543760729988182,-1.2321761930949,1.64313126737149,0.00010682209935999
"9331",11147,19134,0.58,14.4222002,4541,-0.463202491052809,-1.24348963423189,1.64313126737149,0.00010682209935999
"9332",11148,19135,0.58,17.2336998,4655,-0.239211290110554,-1.11134272247179,1.64313126737149,0.00010682209935999
"9333",11149,19136,0.58,14.4913998,4710,-0.131145359831395,-1.24023709475615,1.64313126737149,0.00010682209935999
"9334",11150,19137,0.58,99.4785995,4454,-0.634143144403478,2.75435567683579,1.64313126737149,0.00010682209935999
"9335",11151,19138,0.58,38.0919991,4394,-0.752033250162559,-0.130954947541007,1.64313126737149,0.00010682209935999
"9336",11152,19139,0.58,75.2263031,4471,-0.600740947771738,1.61444227533628,1.64313126737149,0.00010682209935999
"9337",11153,19140,0.58,58.206501,4737,-0.0780948122398087,0.81447264835038,1.64313126737149,0.00010682209935999
"9338",11154,19141,0.58,48.7134018,4888,0.21859528725388,0.368275273002276,1.64313126737149,0.00010682209935999
"9339",11155,19142,0.58,26.2488003,4813,0.0712326550550282,-0.687612379319011,1.64313126737149,0.00010682209935999
"9340",11156,19143,0.58,22.7155991,4972,0.383641435316595,-0.853680916980218,1.64313126737149,0.00010682209935999
"9341",11157,19144,0.58,13.8923998,4910,0.261821659365544,-1.26839146480987,1.64313126737149,0.00010682209935999
"9342",11158,19145,0.58,17.7481995,4985,0.409184291564396,-1.0871600597901,1.64313126737149,0.00010682209935999
"9343",11159,19146,0.58,38.9872017,5131,0.696050215578161,-0.0888783778023495,1.64313126737149,0.00010682209935999
"9344",11160,19147,0.58,29.6648006,5150,0.733382082401871,-0.527052552023797,1.64313126737149,0.00010682209935999
"9345",11161,19148,0.58,46.8081017,5309,1.04579086266344,0.278721810433331,1.64313126737149,0.00010682209935999
"9346",11162,19149,0.58,50.0499992,5420,1.26388755831774,0.43109840791454,1.64313126737149,0.00010682209935999
"9347",11169,19156,0.58,57.3148994,5488,1.3974963448447,0.772565333848055,1.64313126737149,0.00010682209935999
"9348",11170,19157,0.58,12.4097004,5366,1.15778646313456,-1.33808172789173,1.64313126737149,0.00010682209935999
"9349",11171,19158,0.58,15.1327,5353,1.13224360688676,-1.21009451855193,1.64313126737149,0.00010682209935999
"9350",11172,19159,0.58,45.9673996,5317,1.06150954343131,0.239206888850121,1.64313126737149,0.00010682209935999
"9351",11173,19160,0.58,20.5912991,5237,0.904322735752539,-0.953527875753384,1.64313126737149,0.00010682209935999
"9352",11174,19161,0.58,54.3507004,5476,1.37391832369288,0.633241201028557,1.64313126737149,0.00010682209935999
"9353",11179,19166,0.58,46.8507996,5355,1.13617327707873,0.28072870939346,1.64313126737149,0.00010682209935999
"9354",11180,19167,0.58,37.9342003,5113,0.660683183850437,-0.138371852063935,1.64313126737149,0.00010682209935999
"9355",11181,19168,0.58,36.0555,4894,0.230384297829789,-0.226675063192888,1.64313126737149,0.00010682209935999
"9356",11182,19169,0.58,46.2817001,4717,-0.117391514159503,0.253979731229203,1.64313126737149,0.00010682209935999
"9357",11183,19170,0.58,35.6090012,4528,-0.48874534730061,-0.247661528040541,1.64313126737149,0.00010682209935999
"9358",11184,19171,0.58,50.457901,4377,-0.785435446794299,0.450270725481785,1.64313126737149,0.00010682209935999
"9359",11185,19172,0.58,30.6105003,4557,-0.431765129517054,-0.482602503086407,1.64313126737149,0.00010682209935999
"9360",11186,19173,0.58,75.5910034,4633,-0.282437662222217,1.63158402359155,1.64313126737149,0.00010682209935999
"9361",11187,19174,0.58,49.8899002,4765,-0.0230794295522372,0.423573388730514,1.64313126737149,0.00010682209935999
"9362",11188,19175,0.58,42.2256012,4641,-0.266718981454339,0.063333805678111,1.64313126737149,0.00010682209935999
"9363",11189,19176,0.58,41.5210991,4872,0.187157925718125,0.0302205956162982,1.64313126737149,0.00010682209935999
"9364",11190,19177,0.58,62.0886002,5114,0.662648018946422,0.996940190023281,1.64313126737149,0.00010682209935999
"9365",11191,19178,0.58,29.7992992,5093,0.621386481930743,-0.5207308101939,1.64313126737149,0.00010682209935999
"9366",11192,19179,0.58,15.4919004,5208,0.847342517968983,-1.19321127817622,1.64313126737149,0.00010682209935999
"9367",11193,19180,0.576688,27.7127991,5129,0.692120545386192,-0.618801087209815,1.62776406621875,0.00010589728132756
"9368",11194,19181,0.572271,28.6530991,4982,0.403289786276442,-0.574604836522808,1.60726982482634,0.000104676358610992
"9369",11195,19182,0.565647,30.3314991,4817,0.079091995438967,-0.495716197627698,1.57653542252086,0.000102871722107808
"9370",11196,19183,0.559022,35.0713997,4731,-0.0898838228157168,-0.272930028161471,1.54579638035995,0.000101097932394665
"9371",11197,19184,0.551293,34.1467018,4759,-0.0348684401281454,-0.31639294446281,1.5099349378148,9.90671732682448e-05
"9372",11198,19185,0.542461,23.7696991,4884,0.210735946869942,-0.804135806005876,1.46895573474082,9.67964974774149e-05
"9373",11199,19186,0.533628,20.8327007,4925,0.291294185805314,-0.942181448411212,1.42797189181142,9.45776185611715e-05
"9374",11200,19187,0.522971,84.0654984,4651,-0.247070630494493,2.02990467175254,1.378524952595,9.19681404751793e-05
"9375",11201,19188,0.511848,51.2151985,4450,-0.642002484787416,0.485865440099081,1.32691584075262,8.93213152864811e-05
"9376",11202,19189,0.50089,60.1747017,4326,-0.885642036689519,0.906982582987775,1.27607230505463,8.67882526267935e-05
"9377",11203,19190,0.49187,60.9262009,4518,-0.508393698260457,0.942304764242996,1.2342208091616,8.47571726668121e-05
"9378",11204,19191,0.483817,17.5783997,4646,-0.256894805974416,-1.09514103876214,1.1968560534602,8.29840331026143e-05
"9379",11205,19192,0.475714,20,4608,-0.331558539621834,-0.981320285893341,1.15925930498777,8.12373233973824e-05
"9380",11206,19193,0.468496,27.1109009,4547,-0.451413480476901,-0.647091679292404,1.1257688285625,7.9712373126975e-05
"9381",11207,19194,0.460529,16.0312004,4644,-0.260824476166385,-1.16786294467042,1.08880310042727,7.80623950558206e-05
"9382",11208,19195,0.454074,100.7919998,4572,-0.402292603077283,2.81608849499084,1.05885283368785,7.67506332057098e-05
"9383",11209,19196,0.446176,25.4165001,4208,-1.11749257801571,-0.726732392385102,1.02220725557663,7.51755775196842e-05
"9384",11217,19223,0.01,12.9615002,3855,-1.81107936689831,-1.31214587519595,-1.00158632232148,2.3919644967123e-05
"9385",11218,19224,0.01,7.8740101,3858,-1.80518486161036,-1.55126954618103,-1.00158632232148,2.3919644967123e-05
"9386",11219,19225,0.01,9.5393896,3869,-1.78357167555452,-1.47299290056686,-1.00158632232148,2.3919644967123e-05
"9387",11220,19226,0.01,9.2736197,3888,-1.74623980873082,-1.48548469374506,-1.00158632232148,2.3919644967123e-05
"9388",11221,19227,0.01,12.5698004,3887,-1.7482046438268,-1.33055666170542,-1.00158632232148,2.3919644967123e-05
"9389",11222,19228,0.01,5.2915001,3905,-1.71283761209908,-1.67265342298811,-1.00158632232148,2.3919644967123e-05
"9390",11223,19229,0.01,13.8923998,3903,-1.71676728229104,-1.26839146480987,-1.00158632232148,2.3919644967123e-05
"9391",11224,19230,0.01,10.198,3923,-1.67747058037135,-1.44203670537015,-1.00158632232148,2.3919644967123e-05
"9392",11225,19231,0.01,9.5393896,3909,-1.70497827171514,-1.47299290056686,-1.00158632232148,2.3919644967123e-05
"9393",11226,19232,0.01,13.3416996,3931,-1.66175189960347,-1.2942756337906,-1.00158632232148,2.3919644967123e-05
"9394",11227,19233,0.01,32.5423012,3955,-1.61459585729984,-0.391803442303907,-1.00158632232148,2.3919644967123e-05
"9395",11228,19234,0.01,11.8743,4003,-1.52028377269258,-1.36324677127823,-1.00158632232148,2.3919644967123e-05
"9396",11229,19235,0.01,27.0923996,3977,-1.57136948518818,-0.647961282709223,-1.00158632232148,2.3919644967123e-05
"9397",11230,19236,0.01,27.0739994,4000,-1.52617827798053,-0.648826134194803,-1.00158632232148,2.3919644967123e-05
"9398",11231,19237,0.01,43.4165993,4097,-1.33558927367001,0.11931344047057,-1.00158632232148,2.3919644967123e-05
"9399",11232,19238,0.01,29.7658005,4283,-0.970129945816861,-0.522305325713297,-1.00158632232148,2.3919644967123e-05
"9400",11233,19239,0.01,34.2345009,4455,-0.632178309307493,-0.312266185945641,-1.00158632232148,2.3919644967123e-05
"9401",11234,19240,0.01,44.4747009,4686,-0.178301402135028,0.169046635797511,-1.00158632232148,2.3919644967123e-05
"9402",11235,19241,0.01,121.9670029,4997,0.432762312716212,3.81136207289762,-1.00158632232148,2.3919644967123e-05
"9403",11236,19242,0.01,86.1103973,5283,0.994705150167835,2.12601959721674,-1.00158632232148,2.3919644967123e-05
"9404",11237,19243,0.01,106.4100037,5337,1.10080624535101,3.08014752798561,-1.00158632232148,2.3919644967123e-05
"9405",11238,19244,0.01,45.9239006,5371,1.16761063861449,0.237162336357688,-1.00158632232148,2.3919644967123e-05
"9406",11239,19245,0.01,65.1537018,5465,1.35230513763705,1.14100697583073,-1.00158632232148,2.3919644967123e-05
"9407",11247,19253,0.01,50.714901,5381,1.18725898957434,0.462350313301163,-1.00158632232148,2.3919644967123e-05
"9408",11248,19254,0.01,9.8488598,5165,0.762854608841641,-1.45844709333581,-1.00158632232148,2.3919644967123e-05
"9409",11249,19255,0.01,37.7359009,5151,0.735346917497855,-0.14769237742125,-1.00158632232148,2.3919644967123e-05
"9410",11250,19256,0.01,18.3848,5298,1.02417767660761,-1.0572383802352,-1.00158632232148,2.3919644967123e-05
"9411",11251,19257,0.01,22.2486,5388,1.20101283524623,-0.875630942816873,-1.00158632232148,2.3919644967123e-05
"9412",11252,19258,0.01,56.4534988,5458,1.33855129196516,0.732077535422512,-1.00158632232148,2.3919644967123e-05
"9413",11253,19259,0.01,43.7720985,5258,0.945584272768218,0.136022715980758,-1.00158632232148,2.3919644967123e-05
"9414",11254,19260,0.01,38.8330002,5327,1.08115789439116,-0.0961262009974069,-1.00158632232148,2.3919644967123e-05
"9415",11255,19261,0.01,51.7204018,5487,1.39553150974871,0.509611150717717,-1.00158632232148,2.3919644967123e-05
"9416",11256,19262,0.01,14.2828999,5476,1.37391832369288,-1.2500370669444,-1.00158632232148,2.3919644967123e-05
"9417",11265,19271,0.01,45.0998993,5257,0.943619437672233,0.198432390573131,-1.00158632232148,2.3919644967123e-05
"9418",11266,19272,0.01,38.0788994,5064,0.564406264147187,-0.131570663403099,-1.00158632232148,2.3919644967123e-05
"9419",11267,19273,0.01,32.5423012,4864,0.171439244950248,-0.391803442303907,-1.00158632232148,2.3919644967123e-05
"9420",11268,19274,0.01,76.6028976,4815,0.0751623252469976,1.67914536543131,-1.00158632232148,2.3919644967123e-05
"9421",11269,19275,0.01,39.8120995,4609,-0.32959370452585,-0.0501062944672858,-1.00158632232148,2.3919644967123e-05
"9422",11270,19276,0.01,25.6515007,4460,-0.622354133827569,-0.715686826683521,-1.00158632232148,2.3919644967123e-05
"9423",11271,19277,0.01,38.483799,4491,-0.561444245852044,-0.11253945610259,-1.00158632232148,2.3919644967123e-05
"9424",11272,19278,0.01,31.0965996,4612,-0.323699199237896,-0.459754724163108,-1.00158632232148,2.3919644967123e-05
"9425",11273,19279,0.01,35.6651001,4642,-0.264754146358355,-0.245024751429177,-1.00158632232148,2.3919644967123e-05
"9426",11274,19280,0.01,36.8646011,4727,-0.0977431631996556,-0.188645460888589,-1.00158632232148,2.3919644967123e-05
"9427",11275,19281,0.01,33.5559006,4694,-0.162582721367151,-0.344161952163952,-1.00158632232148,2.3919644967123e-05
"9428",11276,19282,0.01,36.4280014,4909,0.259856824269559,-0.209166645394674,-1.00158632232148,2.3919644967123e-05
"9429",11277,19283,0.01,55.5247993,5133,0.699979885770131,0.688426534768575,-1.00158632232148,2.3919644967123e-05
"9430",11278,19284,0.01,84.1308975,5422,1.26781722850971,2.03297857903565,-1.00158632232148,2.3919644967123e-05
"9431",11281,19287,0.01,42.9301987,5383,1.1911886597663,0.0964514997581261,-1.00158632232148,2.3919644967123e-05
"9432",11282,19288,0.01,34.6409988,5186,0.80411614585732,-0.293159854889445,-1.00158632232148,2.3919644967123e-05
"9433",11283,19289,0.01,69.4693985,5151,0.735346917497855,1.34385459174298,-1.00158632232148,2.3919644967123e-05
"9434",11284,19290,0.01,115,5024,0.485812860307799,3.48389700142521,-1.00158632232148,2.3919644967123e-05
"9435",11285,19291,0.01,53.9814987,4626,-0.29619150789411,0.615887876677532,-1.00158632232148,2.3919644967123e-05
"9436",11286,19292,0.01,76.8960037,4505,-0.533936554508258,1.69292202253382,-1.00158632232148,2.3919644967123e-05
"9437",11287,19293,0.01,58.8218002,4393,-0.753998085258544,0.843393118084204,-1.00158632232148,2.3919644967123e-05
"9438",11288,19294,0.01,34,4345,-0.848310169865809,-0.323288264604291,-1.00158632232148,2.3919644967123e-05
"9439",11289,19295,0.01,61.0327988,4522,-0.500534357876518,0.947315109357437,-1.00158632232148,2.3919644967123e-05
"9440",11290,19296,0.01,38.9230003,4633,-0.282437662222217,-0.0918959904460344,-1.00158632232148,2.3919644967123e-05
"9441",11291,19297,0.01,35.142601,4912,0.265751329557513,-0.269583404207371,-1.00158632232148,2.3919644967123e-05
"9442",11292,19298,0.01,50.1697006,5228,0.886639219888677,0.436724647499763,-1.00158632232148,2.3919644967123e-05
"9443",11293,19299,0.01,40.6817017,5472,1.36605898330894,-0.00923300208275713,-1.00158632232148,2.3919644967123e-05
"9444",11294,19300,0.01,79.1580963,5314,1.05561503814336,1.79924554867103,-1.00158632232148,2.3919644967123e-05
"9445",11295,19301,0.01,43.7607002,5221,0.872885374216784,0.135486969810168,-1.00158632232148,2.3919644967123e-05
"9446",11296,19302,0.01,47.8226013,5005,0.44848099348409,0.326405612032255,-1.00158632232148,2.3919644967123e-05
"9447",11297,19303,0.01,52.8394012,4709,-0.13311019492738,0.562206681932233,-1.00158632232148,2.3919644967123e-05
"9448",11298,19304,0.01,41.8091011,4452,-0.638072814595447,0.0437573483445331,-1.00158632232148,2.3919644967123e-05
"9449",11299,19305,0.01,70.540802,4701,-0.148828875695258,1.39421300679449,-1.00158632232148,2.3919644967123e-05
"9450",11300,19306,0.01,42.0951004,4954,0.34827440358887,0.0571999695921226,-1.00158632232148,2.3919644967123e-05
"9451",11301,19307,0.01,38.8586998,4987,0.413113961756365,-0.0949182610163842,-1.00158632232148,2.3919644967123e-05
"9452",11302,19308,0.0172152,51.2737999,5167,0.76678427903361,0.48861983993425,-0.968108837491391,2.43770643532073e-05
"9453",11303,19309,0.028038,50.2692986,4984,0.407219456468411,0.441405981303788,-0.917892610246252,2.50796467838632e-05
"9454",11304,19310,0.0406646,42.8835983,4706,-0.139004700215334,0.0942611743720635,-0.85930701179359,2.59249600732158e-05
"9455",11305,19311,0.0605063,31.2730007,4449,-0.643967319883401,-0.45146346899235,-0.767244392496378,2.73112348821356e-05
"9456",11306,19312,0.0785443,45.8694,4289,-0.958340935240952,0.234600683502012,-0.683550680421146,2.86357144939459e-05
"9457",11307,19313,0.0983861,11.7473001,4384,-0.771681601122406,-1.36921605705684,-0.591487597138392,3.0166948287591e-05
"9458",11308,19314,0.118228,44.0794983,4175,-1.18233213618321,0.150471209676319,-0.499424049870095,3.17800698878898e-05
"9459",11309,19315,0.139873,38.7556,4100,-1.32969476838206,-0.099764187429848,-0.39899437929307,3.36383114705698e-05
"9460",11310,19316,0.163323,18.5741997,3957,-1.61066618710787,-1.04833616113359,-0.290189769682016,3.57743345499107e-05
"9461",11311,19317,0.186772,26.6833,3903,-1.71676728229104,-0.667189899616119,-0.181389799926384,3.80458945939657e-05
"9462",11312,19318,0.210222,16.6432991,3802,-1.9152156269855,-1.1390929057569,-0.0725851903153306,4.04617979307899e-05
"9463",11313,19319,0.235475,17.0879993,3756,-2.0055980414008,-1.11819097922306,0.0445850786189094,4.32352833797025e-05
"9464",11314,19320,0.261735,15.3948002,3713,-2.09008595052814,-1.19777520966719,0.166427681961607,4.63211796330319e-05
"9465",11315,19321,0.286909,15.2971001,3669,-2.17653869475146,-1.20236733783027,0.283231402317626,4.94860362597048e-05
"9466",11316,19322,0.31388,7.2801099,3672,-2.17064418946351,-1.57918421397031,0.408372942864309,5.31171350440626e-05
"9467",11317,19323,0.339054,10.9087,3655,-2.20404638609525,-1.40863217983228,0.525176663220329,5.67463197532146e-05
"9468",11318,19324,0.366025,12.0416002,3728,-2.06061342408837,-1.35538327922337,0.650318203767012,6.09101507699344e-05
"9469",11319,19325,0.391199,19.0526009,3739,-2.03900023803254,-1.02585021051766,0.767121924123031,6.50717868902374e-05
"9470",11320,19326,0.416372,28.8097,3824,-1.87198925487384,-0.567244236039759,0.88392100462363,6.95175808768825e-05
"9471",11321,19327,0.441546,30.3645,3983,-1.55958047461227,-0.494165079846887,1.00072472497965,7.4267312603308e-05
"9472",11322,19328,0.464921,85.8953018,4091,-1.34737828424592,2.1159096167428,1.10918134543416,7.89677150088035e-05
"9473",11323,19329,0.486498,23.0650997,4338,-0.862064015537702,-0.837253589390237,1.20929550584259,8.35701878704379e-05
"9474",11324,19330,0.504479,22.2710991,4399,-0.742209074682636,-0.874573433656145,1.29272474615886,8.76098777443584e-05
"9475",11325,19331,0.524259,27.6406002,4439,-0.663615670843248,-0.622194600645661,1.38450108637662,9.22796557801578e-05
"9476",11326,19332,0.538644,21.1424007,4537,-0.471061831436748,-0.927624840054553,1.45124540660072,9.58313377168918e-05
"9477",11327,19333,0.553028,20.7364006,4498,-0.547690400180151,-0.946707773372165,1.51798508696939,9.95194563793179e-05
"9478",11328,19334,0.565615,13.2665005,4477,-0.58895193719583,-1.29781016348861,1.5763869471474,0.00010286308000599
"9479",11329,19335,0.574606,36.8646011,4489,-0.565373916044013,-0.188645460888589,1.61810388723324,0.000105320022244215
"9480",11330,19336,0.58,17.4069004,4493,-0.557514575660074,-1.10320189812133,1.64313126737149,0.00010682209935999
"9481",11331,19337,0.58,27,4506,-0.531971719412273,-0.652304275248816,1.64313126737149,0.00010682209935999
"9482",11332,19338,0.58,11.4455004,4484,-0.575198091523937,-1.38340133324365,1.64313126737149,0.00010682209935999
"9483",11333,19339,0.58,19.1571999,4527,-0.490710182396595,-1.02093381827517,1.64313126737149,0.00010682209935999
"9484",11334,19340,0.58,92.8977966,4119,-1.29236290155835,2.44504288869352,1.64313126737149,0.00010682209935999
"9485",11335,19341,0.58,53.9258995,4067,-1.39453432654955,0.613274587109099,1.64313126737149,0.00010682209935999
"9486",11336,19342,0.58,59.9333,4527,-0.490710182396595,0.895636150945374,1.64313126737149,0.00010682209935999
"9487",11337,19343,0.58,15.8114004,4581,-0.384609087213421,-1.17819404740466,1.64313126737149,0.00010682209935999
"9488",11338,19344,0.58,6.9281998,4579,-0.388538757405391,-1.59572479357138,1.64313126737149,0.00010682209935999
"9489",11339,19345,0.58,21.5639,4555,-0.435694799709023,-0.907813408886631,1.64313126737149,0.00010682209935999
"9490",11340,19346,0.58,13.1528997,4573,-0.400327767981299,-1.30314966092033,1.64313126737149,0.00010682209935999
"9491",11341,19347,0.58,40.546299,4612,-0.323699199237896,-0.0155972386805425,1.64313126737149,0.00010682209935999
"9492",11342,19348,0.58,17.4356003,4303,-0.930833243897167,-1.10185293717791,1.64313126737149,0.00010682209935999
"9493",11343,19349,0.58,65.0846024,4570,-0.406222273269253,1.13775914598417,1.64313126737149,0.00010682209935999
"9494",11344,19350,0.58,48.3321991,4691,-0.168477226655105,0.350357874202144,1.64313126737149,0.00010682209935999
