"","FID","Field1","WPreyD","Rgd","Alt","StdAlt","StdRgd","StdWPreyD","D.0"
"6261",7348,14487,0.431329,12.3692999,3543,-2.42410791684554,-1.33998064379717,0.953319322148258,7.23016855904878e-05
"6262",7349,14488,0.44693,6.5574398,3541,-2.4280375870375,-1.61315136158661,1.0257057065637,7.53245375230406e-05
"6263",7350,14489,0.461614,25.5342999,3711,-2.09401562072011,-0.721195532349285,1.09383734355852,7.82850754294158e-05
"6264",7351,14490,0.477215,36.1525002,3872,-1.77767717026657,-0.222115831930642,1.16622372797396,8.15580861430552e-05
"6265",7352,14491,0.491899,22.8472996,4065,-1.39846399674152,-0.847490692250234,1.23435536496879,8.47636259782525e-05
"6266",7353,14492,0.505899,40.9267998,4286,-0.964235440528906,0.00228716921417898,1.29931334085599,8.79371000013368e-05
"6267",7354,14493,0.518707,17.8885002,4520,-0.504464028068488,-1.08056560598944,1.35874060908193,9.09443345835006e-05
"6268",7355,14494,0.532278,33.8526001,4581,-0.384609087213421,-0.330216397042492,1.42170808699373,9.42430043532995e-05
"6269",7356,14495,0.543407,26.3628998,4692,-0.16651239155912,-0.682249441846649,1.47334503796863,9.70372006598711e-05
"6270",7357,14496,0.55347,19.8241997,4655,-0.239211290110554,-0.989583302089928,1.52003590306526,9.9635007431156e-05
"6271",7358,14497,0.562618,27.8388004,4578,-0.390503592501375,-0.61287873791524,1.56248130045212,0.000102056902918445
"6272",7359,14498,0.571767,36.3180008,4617,-0.313875023757972,-0.214336925191889,1.6049313376944,0.000104537943507874
"6273",7360,14499,0.57817,33.8377991,4608,-0.331558539621834,-0.330912077895856,1.63464033195195,0.000106310109949376
"6274",7361,14500,0.58,39.6105995,4715,-0.121321184351472,-0.0595772553451248,1.64313126737149,0.00010682209935999
"6275",7362,14501,0.58,28.4428997,4781,0.00835793198351794,-0.584484689098219,1.64313126737149,0.00010682209935999
"6276",7363,14502,0.58,45.8585014,4987,0.413113961756365,0.234088424374353,1.64313126737149,0.00010682209935999
"6277",7364,14503,0.58,24.7588005,5170,0.772678784321565,-0.757645777898602,1.64313126737149,0.00010682209935999
"6278",7365,14504,0.58,36.4555016,4922,0.28539968051736,-0.207874073095256,1.64313126737149,0.00010682209935999
"6279",7366,14505,0.58,10.5830002,4796,0.0378304584232884,-1.42394081538424,1.64313126737149,0.00010682209935999
"6280",7367,14506,0.58,26.3628998,4648,-0.252965135782447,-0.682249441846649,1.64313126737149,0.00010682209935999
"6281",7368,14507,0.58,25.4951,4537,-0.471061831436748,-0.723038017308665,1.64313126737149,0.00010682209935999
"6282",7369,14508,0.58,22.4498997,4500,-0.543760729988182,-0.866169396497167,1.64313126737149,0.00010682209935999
"6283",7370,14509,0.58,18.6278992,4523,-0.498569522780534,-1.04581216181022,1.64313126737149,0.00010682209935999
"6284",7371,14510,0.58,10.5830002,4385,-0.769716766026422,-1.42394081538424,1.64313126737149,0.00010682209935999
"6285",7372,14511,0.58,50.3488007,4407,-0.726490393914758,0.445142761843768,1.64313126737149,0.00010682209935999
"6286",7373,14512,0.58,41.6772995,4620,-0.307980518470018,0.0375623716833093,1.64313126737149,0.00010682209935999
"6287",7374,14513,0.58,30.0499992,4764,-0.0250442646482219,-0.508947336784103,1.64313126737149,0.00010682209935999
"6288",7375,14514,0.58,41.1338997,4889,0.220560122349865,0.0120213382003048,1.64313126737149,0.00010682209935999
"6289",7376,14515,0.58,23.8327999,4953,0.346309568492886,-0.801169924079522,1.64313126737149,0.00010682209935999
"6290",7377,14516,0.58,39.1279984,5162,0.756960103553687,-0.0822606108672188,1.64313126737149,0.00010682209935999
"6291",7378,14517,0.58,55.2991982,4968,0.375782094932656,0.677822767065858,1.64313126737149,0.00010682209935999
"6292",7379,14518,0.58,48.7134018,4868,0.179298585334186,0.368275273002276,1.64313126737149,0.00010682209935999
"6293",7380,14519,0.58,60.6959991,4922,0.28539968051736,0.931484753117398,1.64313126737149,0.00010682209935999
"6294",7381,14520,0.58,64.8227997,5060,0.556546923763248,1.12545382027989,1.64313126737149,0.00010682209935999
"6295",7382,14521,0.58,29.8663998,5326,1.07919305929518,-0.517576928519064,1.64313126737149,0.00010682209935999
"6296",7384,14523,0.58,47.7911987,5442,1.3071139304294,0.324929618007131,1.64313126737149,0.00010682209935999
"6297",7385,14524,0.58,21.8861008,5374,1.17350514390244,-0.892669234337706,1.64313126737149,0.00010682209935999
"6298",7388,14527,0.574462,41.4245987,5471,1.36409414821296,0.0256848560972122,1.61743574805269,0.000105280213087629
"6299",7389,14528,0.564494,40.2243996,5220,0.870920539120799,-0.0307272467400948,1.571185669221,0.000102560794132544
"6300",7390,14529,0.552222,54.4243011,5133,0.699979885770131,0.636700602270649,1.51424536350046,9.93090905214159e-05
"6301",7391,14530,0.536667,26.3248997,5132,0.698015050674146,-0.684035533461805,1.44207241243436,9.5335226249135e-05
"6302",7392,14531,0.521111,28.4955997,4996,0.430797477620228,-0.582007668560938,1.36989482151285,9.15201363213261e-05
"6303",7393,14532,0.502222,38.5746002,4910,0.261821659365544,-0.108271592018913,1.28225259247476,8.7092282590759e-05
"6304",7394,14533,0.484444,33.4962997,4749,-0.0545167910879923,-0.346963330785213,1.19976524280886,8.31207465421171e-05
"6305",7395,14534,0.465556,38.2098999,4515,-0.514288203548411,-0.125413340274179,1.11212765362619,7.90994730074729e-05
"6306",7396,14535,0.445556,49.0102005,4287,-0.962270605432922,0.382225490750631,1.01933054521591,7.50533112433311e-05
"6307",7397,14536,0.425556,82.2739029,4006,-1.51438926740462,1.94569558545273,0.92653343680563,7.12141220973261e-05
"6308",7398,14537,0.405,67.9263992,4008,-1.51045959721265,1.27133009544108,0.831156568781545,6.74727557954083e-05
"6309",7399,14538,0.384936,53.9444008,4271,-0.993707966968677,0.614144190525919,0.738062509624352,6.40105772769254e-05
"6310",7400,14539,0.364873,53.2258987,4334,-0.869923355921641,0.580372948442817,0.64497309032258,6.07262103368259e-05
"6311",7401,14540,0.344809,50.3190002,4567,-0.412116778557207,0.443742070183023,0.551879031165387,5.76102122060464e-05
"6312",7402,14541,0.32586,38.6781998,4758,-0.0368332752241301,-0.103402173862289,0.463958410802067,5.48143260135813e-05
"6313",7403,14542,0.306911,27.1662006,4833,0.110529356974722,-0.644492466908998,0.376037790438747,5.21541272157964e-05
"6314",7404,14543,0.289076,36.0694008,4791,0.0280062829433649,-0.226021693798493,0.29328596901388,4.97683741670028e-05
"6315",7405,14544,0.273471,44.8442001,4998,0.434727147812197,0.186413943328988,0.220881025176759,4.77706159497562e-05
"6316",7406,14545,0.257866,20.8567009,5214,0.859131528544891,-0.941053384117116,0.148476081339638,4.58530499823344e-05
"6317",7407,14546,0.245556,26.7768993,5245,0.920041416520417,-0.662790518432531,0.091359461113111,4.43948436953544e-05
"6318",7408,14547,0.235556,21.0949993,5301,1.03007218189556,-0.929852814272691,0.044960906907971,4.32444785788648e-05
"6319",7409,14548,0.23,21.8402996,5186,0.80411614585732,-0.89482199549581,0.0191818701915953,4.26182672115876e-05
"6320",7410,14549,0.23,41.0974007,5143,0.719628236729978,0.0103058017185171,0.0191818701915953,4.26182672115876e-05
"6321",7411,14550,0.23,31.0804996,5125,0.684261205002253,-0.46051146098759,0.0191818701915953,4.26182672115876e-05
"6322",7412,14551,0.23,46.2924995,5349,1.12438426650283,0.254487327729968,0.0191818701915953,4.26182672115876e-05
"6323",7415,14554,0.23,47.3181,5417,1.25799305302978,0.302692897019258,0.0191818701915953,4.26182672115876e-05
"6324",7416,14555,0.23,32.4500008,5200,0.831623837201105,-0.396141772216606,0.0191818701915953,4.26182672115876e-05
"6325",7417,14556,0.23,42.4382019,5239,0.908252405944509,0.0733265248458588,0.0191818701915953,4.26182672115876e-05
"6326",7418,14557,0.23,54.4794006,5111,0.656753513658468,0.63929040479615,0.0191818701915953,4.26182672115876e-05
"6327",7425,14620,0.01,12.8062,5457,1.33658645686917,-1.319445339804,-1.00158632232148,2.3919644967123e-05
"6328",7426,14621,0.01,11.7473001,5419,1.26192272322175,-1.36921605705684,-1.00158632232148,2.3919644967123e-05
"6329",7427,14622,0.01,72.6361008,5449,1.32086777610129,1.4926968428351,-1.00158632232148,2.3919644967123e-05
"6330",7429,14624,0.01,13.0383997,5484,1.38963700446076,-1.30853142280873,-1.00158632232148,2.3919644967123e-05
"6331",7433,14628,0.01,37.8418007,5380,1.18529415447835,-0.142714844603528,-1.00158632232148,2.3919644967123e-05
"6332",7434,14629,0.01,28.2311993,5406,1.23637986697395,-0.594435092106769,-1.00158632232148,2.3919644967123e-05
"6333",7436,14631,0.01,58.0689011,5381,1.18725898957434,0.808005138327082,-1.00158632232148,2.3919644967123e-05
"6334",7437,14632,0.01,19.6214008,5386,1.19708316505426,-0.999115314238657,-1.00158632232148,2.3919644967123e-05
"6335",7438,14633,0.01,40.7798996,5495,1.41125019051659,-0.00461747618108987,-1.00158632232148,2.3919644967123e-05
"6336",7443,14638,0.01,6.9281998,5345,1.11652492611889,-1.59572479357138,-1.00158632232148,2.3919644967123e-05
"6337",7444,14639,0.01,14.8324003,5323,1.07329855400722,-1.22420929130789,-1.00158632232148,2.3919644967123e-05
"6338",7445,14640,0.01,32.2644997,5367,1.15975129823055,-0.404860748201202,-1.00158632232148,2.3919644967123e-05
"6339",7448,14643,0.01,43.4971008,5486,1.39356667465273,0.123097195096412,-1.00158632232148,2.3919644967123e-05
"6340",7449,14644,0.01,22.9129009,5284,0.99666998526382,-0.844407281104649,-1.00158632232148,2.3919644967123e-05
"6341",7450,14645,0.01,47.0318985,5353,1.13224360688676,0.28924077190919,-1.00158632232148,2.3919644967123e-05
"6342",7454,14649,0.01,18.8414001,5370,1.1656458035185,-1.0357771311835,-1.00158632232148,2.3919644967123e-05
"6343",7455,14650,0.01,24.718399,5431,1.28550074437357,-0.759544740806324,-1.00158632232148,2.3919644967123e-05
"6344",7461,14656,0.01,17.6634998,5455,1.3326567866772,-1.09114113941822,-1.00158632232148,2.3919644967123e-05
"6345",7462,14657,0.01,34.2783012,5404,1.23245019678198,-0.310207471664065,-1.00158632232148,2.3919644967123e-05
"6346",7465,14660,0.01,72.8834991,5437,1.29728975494948,1.50432512879313,-1.00158632232148,2.3919644967123e-05
"6347",7466,14661,0.01,50.9706001,5147,0.727487577113917,0.474368755845076,-1.00158632232148,2.3919644967123e-05
"6348",7467,14662,0.01,56.8330994,4915,0.271645834845467,0.749919631858265,-1.00158632232148,2.3919644967123e-05
"6349",7468,14663,0.01,87.5100021,4730,-0.0918486579117015,2.19180422404173,-1.00158632232148,2.3919644967123e-05
"6350",7469,14664,0.0126667,53.4040985,4522,-0.500534357876518,0.588748746627624,-0.989213219871599,2.40876961903888e-05
"6351",7470,14665,0.018,43.5085983,4571,-0.404257438173268,0.123637603893896,-0.964467478957372,2.44273425296112e-05
"6352",7471,14666,0.0251111,35.1710014,4717,-0.117391514159503,-0.268248520448984,-0.931473003076555,2.4887667929431e-05
"6353",7472,14667,0.0323642,43.7492981,5020,0.47795351992386,0.134951045030887,-0.897819667726025,2.53661228298925e-05
"6354",7473,14668,0.0413099,33.9706001,4973,0.385606270412579,-0.32467012714877,-0.856312913090733,2.59689182152151e-05
"6355",7474,14669,0.0511502,25.0400009,4762,-0.0289739348401913,-0.744428715927225,-0.810655343796249,2.66485533108116e-05
"6356",7475,14670,0.0627796,56.7714996,4519,-0.506428863164472,0.747024300365051,-0.756696609168923,2.7474723062471e-05
"6357",7476,14671,0.0735144,32.2955017,4196,-1.14107059916753,-0.403403583292345,-0.70688868920079,2.82600547562513e-05
"6358",7477,14672,0.0844872,50.6063004,4344,-0.850275004961794,0.457245836706077,-0.655976483642574,2.90860026169987e-05
"6359",7478,14673,0.0961538,46.2709007,4214,-1.1057035674398,0.253472134728438,-0.601845146393605,2.99906680718181e-05
"6360",7479,14674,0.108135,24.6170998,4086,-1.35720245972585,-0.764306034901393,-0.546254110629343,3.09490230371783e-05
"6361",7480,14675,0.119839,36.6333008,4031,-1.465268390005,-0.199517104026715,-0.491949242787647,3.19147677694618e-05
"6362",7481,14676,0.131543,80.4238968,4049,-1.42990135827728,1.85874106735415,-0.437644374945951,3.29106479566452e-05
"6363",7482,14677,0.143248,63.9921989,4198,-1.13714092897556,1.08641368290072,-0.383334867248835,3.39376930556936e-05
"6364",7483,14678,0.154952,70.6612015,4191,-1.15089477464745,1.39987205867643,-0.329029999407139,3.49966973497877e-05
"6365",7484,14679,0.166656,92.2279968,4404,-0.732384899202712,2.41356076610402,-0.274725131565443,3.6088747204553e-05
"6366",7485,14680,0.17836,28.4955997,4794,0.033900788231319,-0.582007668560938,-0.220420263723748,3.72148737858554e-05
"6367",7486,14681,0.189487,53.0471001,4794,0.033900788231319,0.571969005288413,-0.168792592459688,3.83180506421274e-05
"6368",7487,14682,0.200256,40.385601,4481,-0.581092596811891,-0.0231504122346214,-0.118825989436173,3.9416864724252e-05
"6369",7488,14683,0.210383,87.5157013,4226,-1.08212554628799,2.19207209947714,-0.0718381735926279,4.04789041673787e-05
"6370",7489,14684,0.220224,71.6309967,4421,-0.698982702570973,1.44545465122589,-0.0261773563993495,4.15383578604728e-05
"6371",7490,14685,0.229169,42.0951004,4681,-0.188125577614952,0.0571999695921226,0.0153261503371482,4.25253887991284e-05
"6372",7491,14686,0.240737,61.1719017,4748,-0.056481626183977,0.953853263818449,0.0689999978416541,4.38367119724712e-05
"6373",7492,14687,0.256109,45.6288986,4868,0.179298585334186,0.223296567618809,0.140323855365795,4.56420267094903e-05
"6374",7493,14688,0.272692,42.2374001,4669,-0.211703598766768,0.0638883809649674,0.217266577804179,4.76730168290845e-05
"6375",7494,14689,0.288269,50.6655998,4460,-0.622354133827569,0.460033044137736,0.289541605689525,4.96630425776751e-05
"6376",7495,14690,0.304776,45.6618004,4372,-0.795259622274223,0.224843027472955,0.36613169911595,5.18626117409881e-05
"6377",7496,14691,0.323035,49.0306015,4217,-1.09980906215185,0.38318438441251,0.450850819239115,5.4409289062223e-05
"6378",7497,14692,0.341374,46.8935013,4093,-1.34344861405395,0.282735786962279,0.535941127795921,5.70930091878421e-05
"6379",7498,14693,0.358599,41.1581993,3989,-1.54779146403636,0.0131634749791988,0.615862637414275,5.97341445530815e-05
"6380",7499,14694,0.376943,32.6803017,3854,-1.81304420199429,-0.385317103164343,0.700976145248183,6.26813342137561e-05
"6381",7500,14695,0.394063,15.4596004,3743,-2.0311408976486,-1.19472945205391,0.780410470047383,6.55629108815285e-05
"6382",7501,14696,0.410222,14.1066999,3592,-2.32783099714229,-1.2583188699552,0.855385893787469,6.84041582487229e-05
"6383",7502,14697,0.425823,10.1489,3561,-2.38874088511781,-1.44434451767338,0.927772278202908,7.12640589587556e-05
"6384",7503,14698,0.441424,13.9284,3561,-2.38874088511781,-1.26669937306895,1.00015866261835,7.42435288920731e-05
"6385",7504,14699,0.457025,23.4094009,3619,-2.2747804495507,-0.821070645492505,1.07254504703379,7.73475671030506e-05
"6386",7505,14700,0.472627,24,3686,-2.14313649811972,-0.793311136953612,1.14493607130464,8.05815932076512e-05
"6387",7506,14701,0.48731,56.0088997,3901,-1.72069695248301,0.71118036081992,1.21306306844405,8.37485333224478e-05
"6388",7507,14702,0.501994,34.8855019,4101,-1.32772993328608,-0.281667649953413,1.28119470543888,8.7040165978388e-05
"6389",7508,14703,0.515047,25.1991997,4391,-0.757927755450513,-0.736946008202168,1.34175873824285,9.00746465439584e-05
"6390",7509,14704,0.527855,28.6879997,4444,-0.653791495363324,-0.572964428496937,1.40118600646879,9.31549800102548e-05
"6391",7510,14705,0.540662,22.0907001,4565,-0.416046448749176,-0.88305259927104,1.46060863483931,9.63404004464184e-05
"6392",7511,14706,0.550726,14.3874998,4646,-0.256894805974416,-1.24512063239985,1.50730413979137,9.89198127092014e-05
"6393",7512,14707,0.559874,22.2261009,4702,-0.146864040599273,-0.8766884519776,1.54974953717823,0.000101324323474852
"6394",7513,14708,0.569022,68.5930023,4699,-0.152758545887227,1.30266196581898,1.59219493456509,0.000103787282309336
"6395",7514,14709,0.575426,11.3577995,4765,-0.0230794295522372,-1.38752347613621,1.62190856867806,0.000105547000360824
"6396",7515,14710,0.58,21.6564007,4735,-0.0820244824317781,-0.903465664415798,1.64313126737149,0.00010682209935999
"6397",7516,14711,0.58,20.8087006,4784,0.014252437271472,-0.943309508005079,1.64313126737149,0.00010682209935999
"6398",7517,14712,0.58,13.8563995,4871,0.185193090622141,-1.27008356125101,1.64313126737149,0.00010682209935999
"6399",7518,14713,0.58,42.4146004,5046,0.529039232419462,0.0722172003636833,1.64313126737149,0.00010682209935999
"6400",7519,14714,0.58,61.0983009,5119,0.672472194426345,0.950393857876128,1.64313126737149,0.00010682209935999
"6401",7520,14715,0.58,33.4514999,4929,0.299153526189253,-0.34906902385288,1.64313126737149,0.00010682209935999
"6402",7521,14716,0.58,26.9071999,4825,0.0948106762068446,-0.656666092204447,1.64313126737149,0.00010682209935999
"6403",7522,14717,0.58,22.6273994,4690,-0.170442061751089,-0.857826504613653,1.64313126737149,0.00010682209935999
"6404",7523,14718,0.58,38.0131989,4624,-0.300121178086079,-0.134658737175578,1.64313126737149,0.00010682209935999
"6405",7524,14719,0.58,6.6332502,4574,-0.398362932885314,-1.60958809939041,1.64313126737149,0.00010682209935999
"6406",7525,14720,0.58,20.5182991,4503,-0.537866224700227,-0.956959042721534,1.64313126737149,0.00010682209935999
"6407",7526,14721,0.58,8.7749596,4391,-0.757927755450513,-1.50892285899786,1.64313126737149,0.00010682209935999
"6408",7527,14722,0.58,43.5890007,4527,-0.490710182396595,0.127416700593074,1.64313126737149,0.00010682209935999
"6409",7528,14723,0.58,28.2311993,4743,-0.0663058016639005,-0.594435092106769,1.64313126737149,0.00010682209935999
"6410",7529,14724,0.58,34.1027985,4941,0.322731547341069,-0.318456499979971,1.64313126737149,0.00010682209935999
"6411",7530,14725,0.58,36.0970993,5083,0.601738130970896,-0.224719800945516,1.64313126737149,0.00010682209935999
"6412",7531,14726,0.58,23.4307003,5214,0.859131528544891,-0.820069524975773,1.64313126737149,0.00010682209935999
"6413",7532,14727,0.58,36.4417,5208,0.847342517968983,-0.208522779862758,1.64313126737149,0.00010682209935999
"6414",7533,14728,0.58,28.7402,5073,0.582089780011049,-0.570510895002587,1.64313126737149,0.00010682209935999
"6415",7534,14729,0.58,50.5569,5043,0.523144727131508,0.454923904915756,1.64313126737149,0.00010682209935999
"6416",7535,14730,0.58,17.8605995,5259,0.947549107864203,-1.0818770027049,1.64313126737149,0.00010682209935999
"6417",7536,14731,0.58,99.8048019,5224,0.878779879504738,2.76968793573732,1.64313126737149,0.00010682209935999
"6418",7537,14732,0.58,15.8430004,5270,0.969162293920034,-1.17670877512804,1.64313126737149,0.00010682209935999
"6419",7538,14733,0.58,85.5394974,5435,1.29336008475751,2.09918599613455,1.64313126737149,0.00010682209935999
"6420",7540,14735,0.58,16.3707008,5441,1.30514909533342,-1.15190564935325,1.64313126737149,0.00010682209935999
"6421",7544,14739,0.568924,39.3191986,5264,0.957373283344126,-0.0732737641474425,1.59174022873388,0.000103760582633972
"6422",7545,14740,0.558889,50.8723984,5079,0.593878790586957,0.469753051334718,1.54517927958902,0.000101062637675746
"6423",7546,14741,0.544444,38.3274994,4954,0.34827440358887,-0.119885894796495,1.4781565680397,9.73017459109931e-05
"6424",7547,14742,0.528889,34.6409988,5000,0.438656818004166,-0.293159854889445,1.4059836169736,9.34082057559468e-05
"6425",7548,14743,0.512222,30.1495991,4920,0.281470010325391,-0.504265913675732,1.3286511466799,8.94090621450587e-05
"6426",7549,14744,0.493333,76.655098,4740,-0.0722003069518546,1.68159890362589,1.24100891764181,8.50833447097663e-05
"6427",7550,14745,0.474444,75.7429962,4563,-0.419976118941146,1.63872803283479,1.15336668860372,8.0966910661203e-05
"6428",7551,14746,0.455159,84.0951996,4254,-1.02711016360042,2.03130069608617,1.06388707681911,7.69695716544173e-05
"6429",7552,14747,0.435096,14,3869,-1.78357167555452,-1.26333400930293,0.970797657517334,7.30202819074786e-05
"6430",7553,14748,0.415032,50.1796989,4154,-1.22359367319889,0.437194590468224,0.877703598360141,6.92734473747347e-05
"6431",7554,14749,0.393853,43.1277008,4445,-0.65182666026734,0.105734550191828,0.779436100409075,6.55267741024207e-05
"6432",7555,14750,0.37379,46.0760002,4689,-0.172406896847074,0.244311365445207,0.686346681107303,6.21646114769802e-05
"6433",7556,14751,0.353726,68.8113022,4642,-0.264754146358355,1.31292256042213,0.59325262195011,5.89748057557193e-05
"6434",7557,14752,0.334777,28,4785,0.0162172723674567,-0.605301988013884,0.50533200158679,5.61126943556432e-05
"6435",7558,14753,0.314713,15.6843996,4884,0.210735946869942,-1.18416337548533,0.412237942429598,5.32334260832551e-05
"6436",7559,14754,0.296879,35.9305,4910,0.261821659365544,-0.232550349097255,0.329490760860151,5.07984346486779e-05
"6437",7560,14755,0.280159,32.4808006,5127,0.688190875194223,-0.394694111170228,0.251912378229157,4.86168044162298e-05
"6438",7561,14756,0.264554,17.4929008,5187,0.806080980953304,-1.09915968261821,0.179507434392036,4.66652714970936e-05
"6439",7562,14757,0.250064,38.9614983,5165,0.762854608841641,-0.0900864963920637,0.112275929348788,4.49233870138443e-05
"6440",7563,14758,0.24,43.8862,5185,0.802151310761335,0.141385747457695,0.0655804243967352,4.37519742081013e-05
"6441",7564,14759,0.232215,25.2189999,5117,0.668542524234376,-0.736015353514459,0.0294591499480338,4.28668233656174e-05
"6442",7565,14760,0.23,40.6324997,5091,0.617456811738774,-0.0115456086192903,0.0191818701915953,4.26182672115876e-05
"6443",7566,14761,0.23,32.2644997,5057,0.550652418475294,-0.404860748201202,0.0191818701915953,4.26182672115876e-05
"6444",7567,14762,0.23,43.1161003,5339,1.10473591554298,0.10518930015876,0.0191818701915953,4.26182672115876e-05
"6445",7568,14763,0.23,25.4755001,5434,1.29139524966152,-0.723959257438241,0.0191818701915953,4.26182672115876e-05
"6446",7569,14764,0.23,9.3273802,5434,1.29139524966152,-1.48295782728216,0.0191818701915953,4.26182672115876e-05
"6447",7570,14765,0.23,43.6692009,5371,1.16761063861449,0.131186293429773,0.0191818701915953,4.26182672115876e-05
"6448",7571,14766,0.23,24.0415993,5178,0.788397465089442,-0.79135587470624,0.0191818701915953,4.26182672115876e-05
"6449",7572,14767,0.23,23.4307003,5004,0.446516158388105,-0.820069524975773,0.0191818701915953,4.26182672115876e-05
"6450",7573,14768,0.23,26.0767994,4971,0.38167660022061,-0.695696815025478,0.0191818701915953,4.26182672115876e-05
"6451",7581,14831,0.01,19.0788002,5446,1.31497327081334,-1.0246187834937,-1.00158632232148,2.3919644967123e-05
"6452",7582,14832,0.01,9.3808298,5403,1.230485361686,-1.48044557383037,-1.00158632232148,2.3919644967123e-05
"6453",7583,14833,0.01,34.7419014,5388,1.20101283524623,-0.288417201901493,-1.00158632232148,2.3919644967123e-05
"6454",7584,14834,0.01,22.1133003,5426,1.27567656889365,-0.881990338179073,-1.00158632232148,2.3919644967123e-05
"6455",7585,14835,0.01,10.6301003,5441,1.30514909533342,-1.42172700295525,-1.00158632232148,2.3919644967123e-05
"6456",7589,14839,0.01,26.4953003,5363,1.15189195784661,-0.6760263155156,-1.00158632232148,2.3919644967123e-05
"6457",7590,14840,0.01,20.0249996,5364,1.1538567929426,-0.980145247513383,-1.00158632232148,2.3919644967123e-05
"6458",7592,14842,0.01,33.8083,5357,1.1401029472707,-0.332298603067228,-1.00158632232148,2.3919644967123e-05
"6459",7593,14843,0.01,12.5299997,5333,1.09294690496707,-1.33242738563897,-1.00158632232148,2.3919644967123e-05
"6460",7599,14849,0.01,34.2198982,5346,1.11848976121487,-0.312952546245447,-1.00158632232148,2.3919644967123e-05
"6461",7600,14850,0.01,19.4421997,5321,1.06936888381525,-1.00753817581367,-1.00158632232148,2.3919644967123e-05
"6462",7601,14851,0.01,27,5258,0.945584272768218,-0.652304275248816,-1.00158632232148,2.3919644967123e-05
"6463",7602,14852,0.01,69.3758011,5319,1.06543921362328,1.33945529986374,-1.00158632232148,2.3919644967123e-05
"6464",7604,14854,0.01,49.203701,5340,1.10670075063896,0.391320456831734,-1.00158632232148,2.3919644967123e-05
"6465",7605,14855,0.01,18.0830994,5230,0.890568890080646,-1.07141899849535,-1.00158632232148,2.3919644967123e-05
"6466",7606,14856,0.01,45.1553001,5359,1.14403261746267,0.201036354887776,-1.00158632232148,2.3919644967123e-05
"6467",7609,14859,0.01,40.7554016,5334,1.09491174006305,-0.0057689382137713,-1.00158632232148,2.3919644967123e-05
"6468",7610,14860,0.01,29.8831005,5320,1.06740404871927,-0.51679195742064,-1.00158632232148,2.3919644967123e-05
"6469",7617,14867,0.01,32.9544983,5492,1.40535568522864,-0.372429235812301,-1.00158632232148,2.3919644967123e-05
"6470",7618,14868,0.01,9.7467899,5362,1.14992712275063,-1.46324461209365,-1.00158632232148,2.3919644967123e-05
"6471",7619,14869,0.01,40.767601,5300,1.02810734679957,-0.00519553851087747,-1.00158632232148,2.3919644967123e-05
"6472",7620,14870,0.01,56.7186012,5476,1.37391832369288,0.744537954573982,-1.00158632232148,2.3919644967123e-05
"6473",7621,14871,0.01,32.3418999,5354,1.13420844198275,-0.401222761768761,-1.00158632232148,2.3919644967123e-05
"6474",7622,14872,0.01,86.2496033,5101,0.637105162698621,2.13256259761357,-1.00158632232148,2.3919644967123e-05
"6475",7623,14873,0.01,51.8652,4892,0.226454627637819,0.516416997305218,-1.00158632232148,2.3919644967123e-05
"6476",7624,14874,0.01,35.3129005,4639,-0.270648651646309,-0.261578938192405,-1.00158632232148,2.3919644967123e-05
"6477",7625,14875,0.01,81.2835007,4731,-0.0898838228157168,1.89914441677022,-1.00158632232148,2.3919644967123e-05
"6478",7626,14876,0.0135556,53.2541008,4868,0.179298585334186,0.581698511647645,-0.985088852388304,2.41439752275472e-05
"6479",7627,14877,0.0197778,29.5804005,4814,0.0731974901510129,-0.531019549766654,-0.956218743990782,2.45416210643753e-05
"6480",7628,14878,0.026051,47.2016983,5046,0.529039232419462,0.297221750881224,-0.927112002966814,2.49491563626639e-05
"6481",7629,14879,0.0341534,40.3361015,4976,0.391500775700534,-0.0254770019516071,-0.889518038407641,2.54855560176153e-05
"6482",7630,14880,0.043099,30.2654991,4697,-0.156688216079197,-0.498818348585204,-0.848011747757891,2.60911827390076e-05
"6483",7631,14881,0.0538339,30.594101,4409,-0.722560723722789,-0.483373307695459,-0.798203363804216,2.68369746534761e-05
"6484",7632,14882,0.0636741,47.9896011,4572,-0.402292603077283,0.334254984600031,-0.752546258495274,2.75393205088115e-05
"6485",7633,14883,0.0737179,61.8060989,4440,-0.661650835747263,0.983661982776439,-0.705944478622715,2.82751571248184e-05
"6486",7634,14884,0.0844872,47.7807999,4427,-0.687193691995064,0.324440850622633,-0.655976483642574,2.90860026169987e-05
"6487",7635,14885,0.0955305,54.1478996,4448,-0.645932154979386,0.623709099575483,-0.604737168277211,2.99416315554633e-05
"6488",7636,14886,0.106334,49.5278015,4155,-1.2216288381029,0.406553921625719,-0.554610490241689,3.08030320797577e-05
"6489",7637,14887,0.118039,39.2556,3921,-1.68140025056332,-0.076263043812382,-0.500300982544572,3.17643046495053e-05
"6490",7638,14888,0.129743,94.7680969,3961,-1.60280684672393,2.5329512806097,-0.445996114702876,3.27554897299862e-05
"6491",7639,14889,0.140547,51.3712006,4135,-1.2609255400226,0.493197895612534,-0.395867116739643,3.36978872889374e-05
"6492",7640,14890,0.152251,51.8749008,4461,-0.620389298731585,0.516872957093227,-0.341562248897947,3.47494085954188e-05
"6493",7641,14891,0.163955,94.6625977,4430,-0.68129918670711,2.52799257690824,-0.287257381056252,3.58337419606652e-05
"6494",7642,14892,0.175128,48.0937004,4668,-0.213668433862753,0.339147889799587,-0.235416276442849,3.69004334170973e-05
