#Poly ID,X,Y
1,503193,4080537
2,502713,4079509
3,526535,4077758
4,525628,4076249
5,496405,4080444
6,499893,4079738
7,496357,4082381
8,502858,4079081
9,511947,4079969
10,514878,4081707
11,508740,4095458
12,499804,4089899
13,503482,4092938
14,502425,4091159
15,501809,4089965
16,509578,4094619
17,513605,4091991
18,511632,4093254
19,515103,4091091
20,515978,4090649
21,501417,4086884
22,500913,4089356
23,501451,4087920
24,512923,4086489
25,513487,4085534
26,516967,4088127
27,518601,4085928
28,522258,4086920
29,520872,4086214
30,528457,4088641
31,526649,4089176
32,496367,4080390
33,496768,4082038
34,503198,4080526
35,502802,4083215
36,503128,4081838
37,507476,4080955
38,507551,4079789
39,514212,4084748
40,514905,4084037
41,512041,4080693
42,517867,4084272
43,517087,4083622
44,515111,4082053
45,524138,4084874
46,525664,4080107
47,525892,4080691
48,487349,4075229
49,487894,4076545
50,496902,4079630
51,499304,4079254
52,496106,4074695
53,502517,4078950
54,501743,4077085
55,507683,4079046
56,507169,4077317
57,509693,4079739
58,512455,4079178
59,513732,4077251
60,516886,4078104
61,517330,4076574
62,517653,4077984
63,522558,4077367
64,521480,4077186
65,526969,4078321
66,525894,4076855
67,532932,4077201
68,534271,4077647
69,535585,4078190
70,536709,4078382
71,488492,4070872
72,487666,4071707
73,487886,4070178
74,493255,4072433
75,492144,4072897
76,494628,4073677
77,498366,4072024
78,499046,4071369
79,495065,4072569
80,500098,4070279
81,506513,4074752
82,514716,4074328
83,524466,4074840
84,524525,4075785
85,525912,4074442
86,529180,4074077
87,530019,4073259
88,530493,4071446
89,532030,4069744
90,532939,4069601
91,484779,4065240
92,484877,4066301
93,484791,4067024
94,485857,4066078
95,487203,4069441
96,483803,4064782
97,524967,4033053
98,523305,4033312
99,529890,4040121
100,530114,4041700
101,520532,4037484
102,522131,4037407
103,529254,4034949
104,527977,4035123
105,532125,4035759
106,532211,4038226
107,537972,4036375
108,534870,4037025
109,541832,4035648
110,540464,4036319
111,529832,4031425
112,527219,4031913
113,531543,4033706
114,533240,4032326
115,536166,4032884
116,535739,4031378
117,540704,4034301
118,541609,4034081
119,530036,4029589
120,526901,4029515
121,534473,4025911
122,534231,4029400
123,538286,4024561
124,540146,4024433
125,540753,4020237
126,541234,4020607
127,546712,4021177
128,546548,4021841
129,543579,4016162
130,543557,4018506
131,543769,4011939
132,543632,4013847
133,480509,4073685
134,481025,4075606
135,481111,4077412
136,481801,4078969
137,476275,4072721
138,478775,4070443
139,480927,4068328
140,473922,4076830
141,473657,4078453
142,474504,4080566
143,474627,4082315
144,474208,4083867
145,475105,4085105
146,474882,4086292
147,477602,4088669
148,479459,4089567
