#Poly ID,X,Y,Usage,/,Camera,Lure,LureType,Habitat,Terrain,Site
389,472277,3845250,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
390,467247,3848823,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
391,465814,3848545,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
392,463143,3853202,30,/,Reconyx,yes,Castor,Forest,Cliff_base,MDNP
393,463615,3854262,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
394,464962,3854472,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
395,465050,3855841,30,/,Reconyx,yes,Castor,Scrub,RIDGE,MDNP
396,467815,3851593,21,/,Reconyx,yes,Castor,Pasture,RIDGE,MDNP
398,466144,3851212,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
400,463820,3851246,30,/,Reconyx,yes,Castor,Scrub,RIDGE,MDNP
401,472761,3842360,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
402,472038,3842950,30,/,Reconyx,yes,Castor,Forest,DRAW,MDNP
403,471270,3843617,30,/,Reconyx,yes,Castor,Forest,DRAW,MDNP
404,470361,3844082,30,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
405,453312,3850595,19,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
406,452466,3851024,19,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
407,449987,3852125,19,/,Reconyx,yes,Castor,Forest,Cliff_base,MDNP
408,450384,3851356,19,/,Reconyx,yes,Castor,Forest,RIDGE,MDNP
409,235209,4022504,41,/,Reconyx,yes,Castor,Pasture,SADDLE,Terich
410,236078,4022831,41,/,Reconyx,yes,Castor,Scrub,RIDGE,Terich
411,234003,4022690,41,/,Reconyx,yes,Castor,Pasture,VALLEY,Terich
412,236371,4023257,41,/,Reconyx,yes,Castor,Scrub,VALLEY,Terich
413,237443,4023862,41,/,Reconyx,yes,Castor,BARREN,VALLEY,Terich
414,238043,4025088,41,/,Reconyx,yes,Castor,BARREN,VALLEY,Terich
415,242060,4026512,41,/,Reconyx,yes,Castor,BARREN,Cliff_base,Terich
416,245396,4029110,41,/,Reconyx,yes,Castor,Pasture,VALLEY,Terich
417,241603,4025387,40,/,Reconyx,yes,Castor,Pasture,PLATEAU,Terich
418,240457,4025091,40,/,Reconyx,yes,Castor,BARREN,RIDGE,Terich
419,239058,4025070,40,/,Reconyx,yes,Castor,Scrub,RIDGE,Terich
420,256660,4035725,40,/,Reconyx,yes,Castor,BARREN,RIDGE,Terich
421,254082,4033557,40,/,Reconyx,yes,Castor,BARREN,Cliff_base,Terich
422,255026,4033829,40,/,Reconyx,yes,Castor,BARREN,DRAW,Terich
423,260235,4037346,40,/,Reconyx,yes,Castor,BARREN,Cliff_base,Terich
424,260908,4035561,41,/,Reconyx,yes,Castor,Pasture,SADDLE,Terich
425,264338,4035498,40,/,Reconyx,yes,Castor,Forest,DRAW,Terich
426,255590,4033209,40,/,Reconyx,yes,Castor,BARREN,VALLEY,Terich
427,258130,4034979,40,/,Reconyx,yes,Castor,Forest,VALLEY,Terich
428,261281,4043260,41,/,Reconyx,yes,Castor,BARREN,Cliff_base,Terich
429,260480,4043656,41,/,Reconyx,yes,Castor,Pasture,DRAW,Terich
430,260052,4043568,41,/,Reconyx,yes,Castor,BARREN,VALLEY,Terich
431,262042,4042545,41,/,Reconyx,yes,Castor,BARREN,SADDLE,Terich
432,262983,4041972,41,/,Reconyx,yes,Castor,Forest,VALLEY,Terich
433,247988,4032100,43,/,Reconyx,yes,Castor,Pasture,Cliff_base,Terich
434,247328,4032864,42,/,Reconyx,yes,Castor,BARREN,Cliff_base,Terich
435,246625,4034215,41,/,Reconyx,yes,Castor,Pasture,Cliff_base,Terich
436,244388,4037351,41,/,Reconyx,yes,Castor,Pasture,PLATEAU,Terich
437,537688,3957055,52,/,Reconyx,yes,fish_castor,Pasture,RIDGE,Basha
438,537714,3957928,51,/,Reconyx,yes,fish_castor,Pasture,RIDGE,Basha
439,532308,3961253,52,/,Reconyx,yes,fish_castor,BARREN,RIDGE,Basha
440,532921,3961624,52,/,Reconyx,yes,fish_castor,Scrub,RIDGE,Basha
441,539665,3964824,51,/,Reconyx,yes,fish_castor,Scrub,Cliff_base,Basha
442,540145,3963534,51,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,Basha
443,538474,3960919,50,/,Reconyx,yes,fish_castor,BARREN,RIDGE,Basha
444,538221,3958864,50,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Basha
445,535245,3972204,52,/,Reconyx,yes,fish_castor,Forest,RIDGE,Basha
446,538785,3970367,52,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,Basha
447,535363,3977527,52,/,Reconyx,yes,fish_castor,Scrub,RIDGE,Basha
448,540167,3978229,52,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,Basha
449,541351,3977586,52,/,Reconyx,yes,fish_castor,Pasture,RIDGE,Basha
450,538703,3979829,52,/,Reconyx,yes,fish_castor,Scrub,RIDGE,Basha
451,538203,3977801,52,/,Reconyx,yes,fish_castor,BARREN,VALLEY,Basha
452,539175,3980208,52,/,Reconyx,yes,fish_castor,Pasture,DRAW,Basha
453,532339,3952503,52,/,Reconyx,yes,fish_castor,Forest,RIDGE,Basha
454,537806,3965695,46,/,Reconyx,yes,fish_castor,Scrub,Cliff_base,Basha
455,533301,3952931,52,/,Reconyx,yes,fish_castor,Pasture,RIDGE,Basha
456,534342,3957539,45,/,Reconyx,yes,fish_castor,Scrub,Cliff_base,Basha
457,539459,3945086,51,/,Reconyx,yes,fish_castor,Forest,RIDGE,Basha
458,538562,3944814,51,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Basha
459,541227,3942327,50,/,Reconyx,yes,fish_castor,Forest,RIDGE,Basha
460,544442,3939965,50,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,Basha
461,548101,3930876,50,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,Basha
462,546566,3930660,50,/,Reconyx,yes,fish_castor,Forest,RIDGE,Basha
463,545019,3939058,50,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,Basha
464,553425,3927158,50,/,Reconyx,yes,fish_castor,Forest,RIDGE,Basha
465,552726,3926754,50,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Basha
466,541749,3941936,50,/,Reconyx,yes,fish_castor,Scrub,RIDGE,Basha
467,409531.5979,3951215.748,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
468,401653.5323,3952789.301,31,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
469,405071.0715,3961288.048,32,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
470,406092.0399,3961428.017,31,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
471,403737.7858,3960357.329,31,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
472,397103.671,3964840.44,31,/,Reconyx,yes,fish_castor,Pasture,VALLEY,Khanbari
473,395983.4694,3965387.144,31,/,Reconyx,yes,fish_castor,Pasture,VALLEY,Khanbari
474,395983.4694,3965387.144,31,/,Reconyx,yes,fish_castor,Pasture,VALLEY,Khanbari
475,398325.7313,3964104.125,31,/,Reconyx,yes,fish_castor,Pasture,VALLEY,Khanbari
476,408604.4777,3954935.741,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
477,408313.5056,3954610.401,31,/,Reconyx,yes,fish_castor,Scrub,VALLEY,Khanbari
478,408749.8599,3954561.53,30,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
479,409374.2123,3953790.843,30,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
480,400956.607,3961662.611,30,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
481,400631.9039,3962365.119,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
482,401350.6873,3961989.892,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
483,404339.5188,3959412.342,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
484,399901.849,3963575.852,30,/,Reconyx,yes,fish_skunk,Pasture,Cliff_base,Khanbari
485,400427.158,3962882.144,30,/,Reconyx,yes,fish_skunk,Forest,RIDGE,Khanbari
486,403164.896,3960291.474,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
487,403375.2923,3958697.332,30,/,Reconyx,yes,fish_castor,Forest,DRAW,Khanbari
488,408212.3103,3949982.476,30,/,Reconyx,yes,fish_castor,Forest,DRAW,Khanbari
489,407026.7238,3950144.559,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
490,412701.3262,3952985.436,29,/,Reconyx,yes,fish_castor,BARREN,VALLEY,Khanbari
491,411776.8977,3951901.964,29,/,Reconyx,yes,none,Forest,Cliff_base,Khanbari
492,410804.3199,3951091.944,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
493,408719.466,3950020.511,30,/,Reconyx,yes,fish_castor,Forest,PLATEAU,Khanbari
494,406394.2194,3943352.52,30,/,Reconyx,yes,fish_castor,Forest,PLATEAU,Khanbari
495,395452.1322,3950430.793,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
496,395614.4141,3950378.965,31,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
497,396336.5548,3950145.316,31,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
498,396765.481,3951310.642,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
499,396264.5236,3951958.774,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
500,398345.8867,3953096.138,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
501,398871.2474,3952438.972,30,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
502,410837.1616,3947149.333,31,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
503,409895.6412,3946961.379,30,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
504,410702.4262,3945269.402,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
505,401183.5233,3950957.531,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
506,402127.1408,3950203.857,30,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
507,404741.7514,3942109.926,30,/,Reconyx,yes,fish_castor,Forest,PLATEAU,Khanbari
508,393510.2338,3945680.462,31,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
509,393418.8297,3945986.619,31,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
510,392952.6632,3946448.148,31,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
511,391875.0992,3945390.688,30,/,Reconyx,yes,fish_castor,Forest,RIDGE,Khanbari
512,391340.8129,3944422.102,30,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
513,396968.4489,3945086.191,29,/,Reconyx,yes,fish_castor,Forest,VALLEY,Khanbari
514,399307.2917,3947164.848,31,/,Reconyx,yes,fish_castor,Forest,Cliff_base,Khanbari
515,749578.9942,3964621.446,40,/,Reconyx,yes,Skunk,Scrub,Ridge_draw,Chitral
516,749256.4071,3964563.045,40,/,Reconyx,yes,Castor,Scrub,Ridge,Chitral
517,739744.2317,3999198.45,40,/,Reconyx,yes,Skunk,Pasture,Ridge,Chitral
518,746267.3051,3991437.147,40,/,Reconyx,yes,Castor,Pasture,Ridge,Chitral
519,741042.0332,3998876.373,40,/,Reconyx,yes,Skunk,Pasture,draw,Chitral
520,745857.3249,3991407.167,40,/,Reconyx,yes,Castor,Scrub,Ridge,Chitral
521,729118.0811,3983181.919,40,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Chitral
522,729290.1131,3983025.977,40,/,Reconyx,yes,Castor,Scrub,Cliff_base,Chitral
523,732885.065,3987388.959,40,/,Reconyx,yes,Skunk,Scrub,Ridge,Chitral
524,769134.8505,3981002.962,40,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Chitral
525,769404.8605,3981199.483,40,/,Reconyx,yes,Castor,Pasture,draw,Chitral
526,763455.838,3981639.31,40,/,Reconyx,yes,Skunk,Pasture,draw,Chitral
527,763781.7812,3982229.03,40,/,Reconyx,yes,Castor,Pasture,Ridge,Chitral
528,754980.8491,3983937.517,40,/,Reconyx,yes,Castor,Pasture,Ridge,Chitral
529,754574.0983,3984385.245,40,/,Reconyx,yes,Skunk,Pasture,Ridge,Chitral
530,748701.3994,3974183.156,40,/,Reconyx,yes,Skunk,Forest,valley,Chitral
531,746590.7654,3977667.901,41,/,Reconyx,yes,Skunk,Forest,Ridge,Chitral
532,745395.6518,3976070.758,41,/,Reconyx,yes,Castor,Forest,Ridge,Chitral
533,748377.0457,3973134.558,38,/,Reconyx,yes,Castor,Forest,draw,Chitral
534,744608.3796,3975413.396,40,/,Reconyx,yes,Skunk,Forest,Ridge,Chitral
535,754848.0086,3972748.535,42,/,Reconyx,yes,Skunk,Forest,Ridge,Chitral
536,754641.1005,3972958.545,42,/,Reconyx,yes,Castor,Forest,Cliff_base,Chitral
537,540915.1578,3863649.826,17,/,Reconyx,yes,fish_castor,Pasture,DRAW_PLATEAU,DNP
538,550046.0992,3879030.649,19,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
539,556998.2856,3874634.322,19,/,Reconyx,yes,fish_castor,Pasture,SADDLE,DNP
540,554250.9878,3874171.714,19,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
541,550994.9642,3878306.183,19,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
542,535530.5054,3873877.616,16,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
543,535478.2892,3876038.835,16,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
544,545214.6949,3865371.273,16,/,Reconyx,yes,fish_castor,Pasture,valley_draw,DNP
545,541311.56,3869114.472,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
546,542344.471,3870216.001,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
547,547042.3464,3869965.099,16,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
548,545173.66,3868128.026,16,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
549,545915.0869,3866306.32,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
550,542177.8701,3865374.491,16,/,Reconyx,yes,fish_castor,BARREN,PLATEAU,DNP
551,529924.5132,3874389.786,16,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
552,531179.4168,3873754.112,16,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
553,534768.4992,3867677.68,16,/,Reconyx,yes,fish_castor,Pasture,SADDLE,DNP
554,531988.0097,3867464.57,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
555,535024.6414,3868980.6,16,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
556,533907.9304,3866076.409,16,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
557,531220.0756,3868271.462,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
558,537501.4927,3865419.526,16,/,Reconyx,yes,fish_castor,Scrub,VALLEY,DNP
559,540694.4836,3874210.85,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
560,532349.4122,3863904.938,16,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
561,539446.1953,3875071.484,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
562,538138.2329,3866474.584,16,/,Reconyx,yes,fish_castor,Pasture,VALLEY_PLATEAU,DNP
563,542183.474,3880532.3,16,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
564,532124.214,3879846.854,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
565,545537.1298,3875971.588,15,/,Reconyx,yes,fish_castor,Scrub,VALLEY,DNP
566,537530.9998,3878655.429,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
567,536753.1743,3880436.634,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
568,531034.5215,3881189.387,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
569,545928.4855,3874163.653,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
570,540871.3054,3879941.857,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
571,564984.9802,3869881.204,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
572,559917.4613,3873755.849,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
573,555717.9393,3880628.483,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
574,552102.3364,3869183.021,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
575,563349.0947,3870922.174,15,/,Reconyx,yes,fish_castor,Pasture,SADDLE,DNP
576,549976.4591,3873938.763,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
577,564711.7137,3868636.027,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
578,562529.7979,3871261.429,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
579,551621.6836,3871357.278,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
580,561050.525,3873663.559,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
581,551736.6103,3875390.315,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
582,554208.5205,3880993.099,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
583,560192.7487,3877389.769,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
584,559280.2918,3879675.06,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
585,545955.3612,3877697.093,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
586,547579.3138,3877791.944,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
587,554157.4018,3885742.807,16,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
588,555099.4243,3886087.846,16,/,Reconyx,yes,fish_castor,Forest,RIDGE,DNP
589,545866.6148,3887683.376,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
590,546255.2144,3883656.258,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
591,545764.1075,3889039.202,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
592,545261.6721,3883474.916,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
593,550456.0066,3886340.31,14,/,Reconyx,yes,fish_castor,Forest,RIDGE,DNP
594,549663.838,3886894.892,14,/,Reconyx,yes,fish_castor,BARREN,DRAW,DNP
595,583412.2869,3866760.378,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
596,586964.2429,3871445.117,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
597,584054.1193,3867181.065,15,/,Reconyx,yes,fish_castor,Forest,RIDGE,DNP
598,585465.174,3866881.399,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
599,585703.1698,3867310.633,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
600,586254.6812,3868963.957,15,/,Reconyx,yes,fish_castor,Forest,DRAW,DNP
601,579135.5192,3873161.653,15,/,Reconyx,yes,fish_castor,Scrub,DRAW,DNP
602,573468.8516,3869663.888,15,/,Reconyx,yes,fish_castor,Pasture,DRAW_PLATEAU,DNP
603,574103.0445,3870490.837,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
604,575597.1654,3871737.5,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
605,576724.6098,3872151.733,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
606,578059.3798,3872644.409,15,/,Reconyx,yes,fish_castor,Pasture,DRAW_PLATEAU,DNP
607,581086.0125,3872219.435,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
608,582903.4233,3872104.91,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
609,584079.9634,3874085.458,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
610,585439.7488,3875344.754,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
611,584009.6855,3873492.547,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
612,586947.2216,3874664.716,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
613,566717.7961,3882447.134,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
614,564343.8412,3882184.905,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
615,562590.0246,3882144.926,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
616,563555.6666,3882252.555,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
617,577155.6619,3881703.52,15,/,Reconyx,yes,fish_castor,Scrub,RIDGE,DNP
618,576054.8352,3883483.21,15,/,Reconyx,yes,fish_castor,Scrub,RIDGE,DNP
619,576614.618,3882719.311,15,/,Reconyx,yes,fish_castor,Scrub,Cliff_base,DNP
620,575660.0639,3882065.816,15,/,Reconyx,yes,fish_castor,Scrub,VALLEY,DNP
621,574484.4697,3888885.91,15,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
622,575361.7605,3888344.156,15,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
623,570772.1306,3887579.603,15,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
624,569854.4312,3883098.452,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
625,569541.0485,3879733.335,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
626,570421.7039,3882243.297,15,/,Reconyx,yes,fish_castor,Pasture,PLATEAU,DNP
627,570613.3308,3880930.528,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
628,567718.5695,3892976.377,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
629,566946.3313,3892365.072,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
630,562490.5943,3891282.928,15,/,Reconyx,yes,fish_castor,BARREN,RIDGE,DNP
631,562242.9144,3892070.881,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
632,560399.2067,3892687.236,15,/,Reconyx,yes,fish_castor,Scrub,RIDGE,DNP
633,553186.2265,3892838.286,15,/,Reconyx,yes,fish_castor,Forest,RIDGE,DNP
634,552290.0234,3891607.565,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
635,553590.3782,3891478.754,15,/,Reconyx,yes,fish_castor,Forest,RIDGE,DNP
636,571982.601,3893488.414,16,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
637,564815.947,3888078.518,16,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
638,565990.9904,3888367.591,16,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
639,569204.9875,3890435.603,16,/,Reconyx,yes,fish_castor,Pasture,DRAW,DNP
640,570720.7607,3893110.245,16,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
641,551383.9274,3896407.893,15,/,Reconyx,yes,fish_castor,Pasture,SADDLE,DNP
642,554118.0717,3895375.785,15,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
643,559151.4216,3898013.624,16,/,Reconyx,yes,fish_castor,BARREN,VALLEY,DNP
644,559976.1727,3897295.943,16,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
645,555569.203,3890917.299,15,/,Reconyx,yes,fish_castor,Scrub,PLATEAU,DNP
646,554135.8396,3887981.839,15,/,Reconyx,yes,fish_castor,Forest,RIDGE,DNP
647,575475.2724,3893310.573,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
648,574283.6673,3893264.114,15,/,Reconyx,yes,fish_castor,Pasture,Cliff_base,DNP
649,552328.5809,3900523.487,15,/,Reconyx,yes,fish_castor,BARREN,RIDGE,DNP
650,553445.6709,3901628.007,15,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
651,559122.8408,3900156.172,15,/,Reconyx,yes,fish_castor,Pasture,RIDGE,DNP
652,557379.9789,3892624.341,15,/,Reconyx,yes,fish_castor,Pasture,VALLEY,DNP
653,325449.5703,4073307.108,34,/,Reconyx,yes,Skunk,Barren,Ridge,Yarkhun_Valley
654,327075.906,4075894.532,33,/,Reconyx,yes,Skunk,Scrub,Valley,Yarkhun_Valley
655,330214.0725,4076943.568,33,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
656,324324.9497,4071713.001,33,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
657,330386.0351,4074508.329,32,/,Reconyx,yes,Skunk,Barren,Valley,Yarkhun_Valley
658,322835.808,4074777.309,32,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
659,321157.42,4073145.169,32,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
660,313794.6125,4069305.507,31,/,Reconyx,yes,Skunk,Pasture,Saddle,Yarkhun_Valley
661,313851.7457,4068319.671,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
662,318140.2614,4069897.848,31,/,Reconyx,yes,Skunk,Barren,Cliff_base,Yarkhun_Valley
663,317922.3221,4068346.284,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
664,320444.5362,4070789.233,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
665,321430.3795,4070786.315,31,/,Reconyx,yes,Skunk,Barren,Ridge,Yarkhun_Valley
666,314216.5786,4063974.903,31,/,Reconyx,yes,Skunk,Scrub,Cliff_base,Yarkhun_Valley
667,314518.7933,4065217.107,31,/,Reconyx,yes,Skunk,Scrub,Valley,Yarkhun_Valley
668,313091.4216,4060991.264,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
669,313777.0589,4060778.746,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
670,312819.3474,4045991.086,32,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
671,313064.3769,4055072.178,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
672,311619.5652,4050550.511,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
673,310384.7273,4050454.456,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
674,315328.6291,4053768.869,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
675,317840.6715,4053273.433,31,/,Reconyx,yes,Skunk,Forest,Ridge,Yarkhun_Valley
676,303438.3023,4048375.954,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
677,303019.5438,4047921.525,31,/,Reconyx,yes,Skunk,Forest,Valley,Yarkhun_Valley
678,304449.0295,4044971.679,31,/,Reconyx,yes,Skunk,Pasture,Ridge,Yarkhun_Valley
679,304442.175,4051329.148,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
680,305310.1515,4050641.181,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
681,300471.2531,4045780.061,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
682,302270.1562,4044380.932,31,/,Reconyx,yes,Skunk,Pasture,Ridge_valley,Yarkhun_Valley
683,298190.8214,4043767.318,31,/,Reconyx,yes,Skunk,Pasture,Cliff_base,Yarkhun_Valley
684,297218.0509,4042638.979,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
685,295537.9617,4041515.272,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
686,295639.1743,4041777.081,31,/,Reconyx,yes,Skunk,Pasture,Valley,Yarkhun_Valley
