FID,Field1,Rgd,Alt,StdRgd,StdAlt,D.0,x,y
7791,16855,24.4260006,3953,-0.861309621,-1.205095252,0.000186724,193262.5272,3195250.081
7792,16856,33.9842987,4243,-0.400499693,-0.815287118,0.000194795,194262.5272,3195250.081
7793,16857,45.2575989,4544,0.142991271,-0.410693158,0.000169648,195262.5272,3195250.081
7794,16858,51.5469017,5119,0.446201439,0.36220228,7.78E-05,196262.5272,3195250.081
7795,16859,44.5602989,5046,0.109374119,0.264078164,8.92E-05,197262.5272,3195250.081
7796,16860,30.2903996,4917,-0.57858426,0.090680752,0.000110502,198262.5272,3195250.081
7797,16861,26.1954002,5038,-0.776006056,0.253324836,9.04E-05,199262.5272,3195250.081
7798,16862,36.9645004,5184,-0.256822805,0.449573069,6.83E-05,200262.5272,3195250.081
7799,16863,44.2751999,5394,0.095629366,0.731847925,4.22E-05,201262.5272,3195250.081
7800,16864,41.4626999,5685,-0.039962547,1.123000225,1.86E-05,202262.5272,3195250.081
7801,16865,39.7425003,5794,-0.122894157,1.269514317,1.31E-05,203262.5272,3195250.081
7802,16866,38.2512016,5410,-0.194790351,0.753354581,4.05E-05,204262.5272,3195250.081
7803,16867,37.6846008,5616,-0.222106435,1.030252772,2.30E-05,205262.5272,3195250.081
7804,16868,32.5344009,5725,-0.47039993,1.176766864,1.64E-05,206262.5272,3195250.081
7805,16869,40.2374001,5619,-0.099034811,1.03428527,2.28E-05,207262.5272,3195250.081
7806,16870,44.8005981,5029,0.120959054,0.241227342,9.19E-05,208262.5272,3195250.081
7807,16871,46.3846016,4915,0.197324588,0.08799242,0.000110841,209262.5272,3195250.081
7808,16872,49.0924988,5216,0.327873552,0.49258638,6.38E-05,210262.5272,3195250.081
7809,16873,48.2439003,5783,0.286962229,1.254728491,1.36E-05,211262.5272,3195250.081
7810,16874,39.7663994,5480,-0.121741971,0.847446199,3.37E-05,212262.5272,3195250.081
7811,16875,29.1555004,5540,-0.63329827,0.928096158,2.86E-05,213262.5272,3195250.081
7812,16876,31.0097008,5716,-0.54390642,1.16466937,1.69E-05,214262.5272,3195250.081
7813,16877,42.5357018,5871,0.011767366,1.373015097,1.01E-05,215262.5272,3195250.081
7814,16878,48.6585999,5995,0.306955087,1.539691679,6.45E-06,216262.5272,3195250.081
7815,16879,39.092701,5521,-0.154221279,0.902557004,3.02E-05,217262.5272,3195250.081
7816,16880,43.243,5395,0.045866536,0.733192091,4.21E-05,218262.5272,3195250.081
7817,16881,50.5344009,5972,0.397388312,1.508775861,7.03E-06,219262.5272,3195250.081
7818,16882,46.0909996,5794,0.183169901,1.269514317,1.31E-05,220262.5272,3195250.081
7819,16883,39.4425011,5708,-0.137357256,1.153916043,1.73E-05,221262.5272,3195250.081
7820,16884,40.5517006,5827,-0.08388224,1.313871794,1.17E-05,222262.5272,3195250.081
7821,16886,44.5946007,5791,0.111027825,1.265481819,1.33E-05,224262.5272,3195250.081
7822,16889,51.0065002,5964,0.420148435,1.498022533,7.24E-06,227262.5272,3195250.081
7823,16890,55.5256996,5660,0.638021108,1.089396076,2.01E-05,228262.5272,3195250.081
7824,16891,41.8726997,5600,-0.020196269,1.008746117,2.41E-05,229262.5272,3195250.081
7825,16892,31.3705006,5390,-0.526512096,0.726471261,4.26E-05,230262.5272,3195250.081
7826,16893,29.2136002,5048,-0.630497252,0.266766496,8.88E-05,231262.5272,3195250.081
7827,16894,39.8297005,4859,-0.118690196,0.012719126,0.00012035,232262.5272,3195250.081
7828,16895,48.1745987,5276,0.283621167,0.573236339,5.59E-05,233262.5272,3195250.081
7829,16896,48.6357002,5144,0.305851082,0.39580643,7.40E-05,234262.5272,3195250.081
7830,16897,48.178299,5412,0.283799561,0.756042912,4.03E-05,235262.5272,3195250.081
7831,16898,45.8508987,5361,0.171594526,0.687490447,4.58E-05,236262.5272,3195250.081
7832,16899,37.0079994,5425,-0.254725698,0.77351707,3.90E-05,237262.5272,3195250.081
7833,16900,35.2877998,5494,-0.337657308,0.866264523,3.25E-05,238262.5272,3195250.081
7834,16901,32.4542999,5601,-0.474261636,1.010090283,2.40E-05,239262.5272,3195250.081
7835,16902,30.4459,5920,-0.571087515,1.43887923,8.49E-06,240262.5272,3195250.081
7836,16913,47.8810005,5999,0.269466664,1.545068343,6.36E-06,251262.5272,3195250.081
7837,16914,38.8278999,5738,-0.166987461,1.194241022,1.58E-05,252262.5272,3195250.081
7838,16915,26.9384003,5330,-0.740185681,0.645821302,4.93E-05,253262.5272,3195250.081
7839,16916,31.0105991,5548,-0.543863112,0.938849486,2.80E-05,254262.5272,3195250.081
7840,16917,41.3656006,5703,-0.044643749,1.147195213,1.76E-05,255262.5272,3195250.081
7841,16918,39.7509995,5747,-0.122484407,1.206338516,1.53E-05,256262.5272,3195250.081
7842,16919,41.1008987,5749,-0.057405149,1.209026848,1.52E-05,257262.5272,3195250.081
7843,16920,40.2132988,5906,-0.100196746,1.420060907,8.93E-06,258262.5272,3195250.081
7844,16921,40.3746986,5823,-0.092415588,1.30849513,1.19E-05,259262.5272,3195250.081
7845,16922,38.6178017,5527,-0.177116392,0.910622,2.97E-05,260262.5272,3195250.081
7846,16923,36.5805016,5501,-0.275335563,0.875673685,3.19E-05,261262.5272,3195250.081
7847,16924,32.1249008,5190,-0.490142117,0.457638065,6.74E-05,262262.5272,3195250.081
7848,16925,33.5028,4928,-0.423712966,0.105466578,0.000108643,263262.5272,3195250.081
7849,16926,31.4333,5064,-0.523484508,0.288273151,8.63E-05,264262.5272,3195250.081
7850,16927,34.9696007,5010,-0.352997833,0.215688189,9.50E-05,265262.5272,3195250.081
7851,16928,39.9029999,4808,-0.115156398,-0.055833339,0.000128995,266262.5272,3195250.081
7852,16929,42.2568016,4665,-0.00167854,-0.248049075,0.000152305,267262.5272,3195250.081
7853,16930,44.5026016,4839,0.106592506,-0.014164194,0.000123748,268262.5272,3195250.081
7854,16931,41.2582016,5058,-0.049821504,0.280208156,8.73E-05,269262.5272,3195250.081
7855,16932,39.8123016,5277,-0.119529005,0.574580505,5.58E-05,270262.5272,3195250.081
7856,16933,34.1050987,5034,-0.39467587,0.247948172,9.11E-05,271262.5272,3195250.081
7857,16934,36.7144012,5055,-0.268880201,0.276175658,8.77E-05,272262.5272,3195250.081
7858,16935,42.5629997,5433,0.01308341,0.784270398,3.82E-05,273262.5272,3195250.081
7859,16936,36.2849998,5587,-0.28958184,0.991271959,2.50E-05,274262.5272,3195250.081
7860,16937,35.7997017,5807,-0.312978283,1.286988475,1.26E-05,275262.5272,3195250.081
7861,16938,30.9358997,5567,-0.547464405,0.964388639,2.65E-05,276262.5272,3195250.081
7862,16939,33.1183014,5353,-0.442249819,0.67673712,4.67E-05,277262.5272,3195250.081
7863,16940,40.1044006,5634,-0.105446778,1.05444776,2.18E-05,278262.5272,3195250.081
7864,16941,37.9599991,5281,-0.208829356,0.579957169,5.53E-05,279262.5272,3195250.081
7865,16942,39.3596001,5129,-0.141353951,0.37564394,7.63E-05,280262.5272,3195250.081
7866,16943,42.1358986,5062,-0.007507329,0.285584819,8.66E-05,281262.5272,3195250.081
7867,16944,39.6748009,5285,-0.126157976,0.585333833,5.48E-05,282262.5272,3195250.081
7868,16945,38.0150986,5231,-0.206172984,0.51274887,6.18E-05,283262.5272,3195250.081
7869,16946,37.2300987,5663,-0.244018189,1.093428573,1.99E-05,284262.5272,3195250.081
7870,16947,36.9085999,5626,-0.259517793,1.043694432,2.23E-05,285262.5272,3195250.081
7871,16948,37.3947983,5805,-0.236077946,1.284300143,1.27E-05,286262.5272,3195250.081
7872,16949,34.6968994,5628,-0.366144887,1.046382764,2.22E-05,287262.5272,3195250.081
7873,16950,36.1632996,5577,-0.295449062,0.977830299,2.57E-05,288262.5272,3195250.081
7874,16951,41.5360985,5504,-0.036423967,0.879706183,3.16E-05,289262.5272,3195250.081
7875,16952,43.3694992,5321,0.05196512,0.633723808,5.04E-05,290262.5272,3195250.081
7876,16953,32.3797989,5186,-0.477853363,0.452261401,6.80E-05,291262.5272,3195250.081
7877,16954,28.2066002,5178,-0.679045183,0.441508073,6.91E-05,292262.5272,3195250.081
7878,16955,23.6110992,5331,-0.900596391,0.647165468,4.92E-05,293262.5272,3195250.081
7879,16956,15.9391003,5345,-1.270466971,0.665983792,4.76E-05,294262.5272,3195250.081
7880,16957,13.0270996,5428,-1.410855858,0.777549568,3.87E-05,295262.5272,3195250.081
7881,16958,15.2307997,5343,-1.304614467,0.66329546,4.78E-05,296262.5272,3195250.081
7882,16959,19.7285004,5277,-1.087778257,0.574580505,5.58E-05,297262.5272,3195250.081
7883,16960,18.0928993,5368,-1.166631335,0.696899609,4.50E-05,298262.5272,3195250.081
7884,16961,16.1201992,5328,-1.26173611,0.64313297,4.95E-05,299262.5272,3195250.081
7885,16962,15.9022999,5379,-1.272241135,0.711685435,4.38E-05,300262.5272,3195250.081
7886,16963,19.1480007,5302,-1.115764413,0.608184655,5.27E-05,301262.5272,3195250.081
7887,16964,22.2229004,5341,-0.96752209,0.660607128,4.80E-05,302262.5272,3195250.081
7888,16965,25.4337006,5480,-0.812727943,0.847446199,3.37E-05,303262.5272,3195250.081
7889,16966,30.4218006,5438,-0.572249358,0.790991228,3.77E-05,304262.5272,3195250.081
7890,16967,33.3095016,5194,-0.43303197,0.463014729,6.68E-05,305262.5272,3195250.081
7891,16968,29.3041,5099,-0.626134215,0.335318961,8.08E-05,306262.5272,3195250.081
7892,16969,25.6758995,5169,-0.801051423,0.429410579,7.04E-05,307262.5272,3195250.081
7893,16970,29.6131992,5084,-0.611232401,0.315156471,8.32E-05,308262.5272,3195250.081
7894,16971,30.0928001,5178,-0.588110622,0.441508073,6.91E-05,309262.5272,3195250.081
7895,16972,25.9500008,5206,-0.787836874,0.479144721,6.52E-05,310262.5272,3195250.081
7896,16973,18.4129009,5200,-1.151203911,0.471079725,6.60E-05,311262.5272,3195250.081
7897,17033,41.5736008,5018,-0.034615964,0.226441516,9.37E-05,150262.5272,3196250.081
7898,17034,49.4147987,5428,0.343411777,0.777549568,3.87E-05,151262.5272,3196250.081
7899,17035,49.8540993,5411,0.36459066,0.754698746,4.04E-05,152262.5272,3196250.081
7900,17036,40.3666,4976,-0.092806025,0.169986545,0.000100598,153262.5272,3196250.081
7901,17037,41.9275017,5098,-0.017554239,0.333974795,8.10E-05,154262.5272,3196250.081
7902,17038,53.5410995,5512,0.542342628,0.89045951,3.09E-05,155262.5272,3196250.081
7903,17039,56.7473984,5947,0.696919766,1.475171712,7.70E-06,156262.5272,3196250.081
7904,17040,50.6278992,5837,0.401895908,1.327313454,1.14E-05,157262.5272,3196250.081
7905,17042,38.3805008,5908,-0.188556777,1.422749239,8.86E-06,159262.5272,3196250.081
7906,17043,28.1077003,5707,-0.683813193,1.152571877,1.74E-05,160262.5272,3196250.081
7907,17044,31.7261009,5496,-0.509368443,0.868952855,3.23E-05,161262.5272,3196250.081
7908,17045,35.7195015,5556,-0.316844772,0.949602814,2.73E-05,162262.5272,3196250.081
7909,17046,40.4216995,5629,-0.090149653,1.04772693,2.21E-05,163262.5272,3196250.081
7910,17047,44.4502983,5606,0.10407094,1.016811113,2.37E-05,164262.5272,3196250.081
7911,17048,46.1540985,5462,0.186211928,0.823251211,3.54E-05,165262.5272,3196250.081
7912,17049,42.6136017,4932,0.015522956,0.110843242,0.000107968,166262.5272,3196250.081
7913,17050,46.8184013,4878,0.21823827,0.038258279,0.00011712,167262.5272,3196250.081
7914,17051,47.6580009,5494,0.258715751,0.866264523,3.25E-05,168262.5272,3196250.081
7915,17052,44.5702019,5835,0.109851547,1.324625122,1.14E-05,169262.5272,3196250.081
7916,17053,46.9431,5813,0.224250051,1.29505347,1.23E-05,170262.5272,3196250.081
7917,17055,62.6980019,5678,0.983801086,1.113591063,1.90E-05,172262.5272,3196250.081
7918,17056,66.9580002,5404,1.189177554,0.745289585,4.11E-05,173262.5272,3196250.081
7919,17057,57.0937004,5068,0.713615144,0.293649815,8.57E-05,174262.5272,3196250.081
7920,17058,48.6043015,4659,0.304337336,-0.25611407,0.00015323,175262.5272,3196250.081
7921,17059,42.7226982,4762,0.020782548,-0.117664975,0.000136698,176262.5272,3196250.081
7922,17060,41.8512001,4810,-0.021232774,-0.053145007,0.000128658,177262.5272,3196250.081
7923,17061,48.7701988,5204,0.312335321,0.476456389,6.54E-05,178262.5272,3196250.081
7924,17062,55.5483017,4709,0.639110765,-0.188905771,0.000145363,179262.5272,3196250.081
7925,17063,53.334301,4577,0.532372778,-0.366335681,0.000165222,180262.5272,3196250.081
7926,17064,50.2550011,4511,0.38391832,-0.455050635,0.000173806,181262.5272,3196250.081
7927,17065,44.536499,3959,0.108226715,-1.197030256,0.000187214,182262.5272,3196250.081
7928,17066,35.4430008,3542,-0.330174997,-1.75754747,0.00013093,183262.5272,3196250.081
7929,17067,33.2010994,3228,-0.43825809,-2.179615588,7.91E-05,184262.5272,3196250.081
7930,17068,28.3393002,3087,-0.672647656,-2.369142991,5.90E-05,185262.5272,3196250.081
7931,17069,26.6830997,2949,-0.75249384,-2.554637896,4.26E-05,186262.5272,3196250.081
7932,17070,31.0461006,3072,-0.542151569,-2.389305481,5.71E-05,187262.5272,3196250.081
7933,17071,42.3436012,3291,0.002506108,-2.094933131,8.89E-05,188262.5272,3196250.081
7934,17072,47.0267982,3953,0.22828518,-1.205095252,0.000186724,189262.5272,3196250.081
7935,17073,42.0819016,4038,-0.01011055,-1.090841144,0.000192458,190262.5272,3196250.081
7936,17074,39.2262001,3940,-0.147785226,-1.22256941,0.00018562,191262.5272,3196250.081
7937,17075,32.2932014,4215,-0.482028268,-0.852923766,0.000195463,192262.5272,3196250.081
7938,17076,29.9106998,4126,-0.596889761,-0.972554538,0.000195508,193262.5272,3196250.081
7939,17077,36.8348999,4423,-0.263070904,-0.573337242,0.000183386,194262.5272,3196250.081
7940,17078,38.5880013,4612,-0.178553083,-0.319289872,0.000160262,195262.5272,3196250.081
7941,17079,34.6735992,4653,-0.3672682,-0.264179066,0.000154149,196262.5272,3196250.081
7942,17080,27.0944004,4757,-0.732664845,-0.124385804,0.000137527,197262.5272,3196250.081
7943,17081,23.7453995,4958,-0.894121712,0.145791558,0.0001036,198262.5272,3196250.081
7944,17082,20.5580997,5040,-1.047782895,0.256013168,9.01E-05,199262.5272,3196250.081
7945,17083,31.4645004,5123,-0.521980323,0.367578944,7.72E-05,200262.5272,3196250.081
7946,17084,48.4588013,4991,0.297322705,0.190149035,9.81E-05,201262.5272,3196250.081
7947,17085,48.148201,5205,0.282348522,0.477800555,6.53E-05,202262.5272,3196250.081
7948,17086,45.4790993,5511,0.153669907,0.889115344,3.10E-05,203262.5272,3196250.081
7949,17087,40.1530991,5197,-0.103099001,0.467047227,6.64E-05,204262.5272,3196250.081
7950,17088,38.1623993,5520,-0.19907155,0.901212838,3.02E-05,205262.5272,3196250.081
7951,17089,38.6747017,5481,-0.174373217,0.848790365,3.36E-05,206262.5272,3196250.081
7952,17090,51.3991013,5730,0.439075914,1.183487694,1.62E-05,207262.5272,3196250.081
7953,17091,49.774601,5096,0.360758011,0.331286463,8.13E-05,208262.5272,3196250.081
7954,17092,43.2895012,4687,0.04810838,-0.218477423,0.000148867,209262.5272,3196250.081
7955,17093,48.4182014,5109,0.295365365,0.348760621,7.93E-05,210262.5272,3196250.081
7956,17094,48.1795006,5150,0.28385749,0.403871426,7.32E-05,211262.5272,3196250.081
7957,17095,42.0709,5503,-0.010640942,0.878362017,3.17E-05,212262.5272,3196250.081
7958,17096,41.5797997,5781,-0.034317112,1.252040159,1.37E-05,213262.5272,3196250.081
7959,17097,46.0309982,5987,0.180277206,1.528938351,6.65E-06,214262.5272,3196250.081
7960,17098,48.7210999,5983,0.309968241,1.523561687,6.75E-06,215262.5272,3196250.081
7961,17099,48.3147011,5656,0.290375568,1.084019412,2.04E-05,216262.5272,3196250.081
7962,17100,36.891201,5700,-0.260356602,1.143162715,1.78E-05,217262.5272,3196250.081
7963,17101,34.7839012,5531,-0.36195049,0.915998664,2.93E-05,218262.5272,3196250.081
7964,17102,43.5662994,5673,0.061452948,1.106870233,1.93E-05,219262.5272,3196250.081
7965,17104,35.4636002,5774,-0.32918189,1.242630997,1.40E-05,221262.5272,3196250.081
7966,17108,51.7244987,5762,0.454763472,1.226501005,1.46E-05,225262.5272,3196250.081
7967,17109,43.3103981,5759,0.049115829,1.222468508,1.47E-05,226262.5272,3196250.081
7968,17110,51.7005997,5504,0.45361129,0.879706183,3.16E-05,227262.5272,3196250.081
7969,17111,42.4165001,5390,0.006020597,0.726471261,4.26E-05,228262.5272,3196250.081
7970,17112,33.4646988,5243,-0.425549842,0.528878862,6.02E-05,229262.5272,3196250.081
7971,17113,28.4890003,5148,-0.665430545,0.401183094,7.35E-05,230262.5272,3196250.081
7972,17114,28.9349003,5206,-0.643933502,0.479144721,6.52E-05,231262.5272,3196250.081
7973,17115,33.9560013,5360,-0.401863924,0.686146282,4.59E-05,232262.5272,3196250.081
7974,17116,33.6850014,5460,-0.414928953,0.82056288,3.56E-05,233262.5272,3196250.081
7975,17117,41.9079018,5498,-0.01849916,0.871641187,3.21E-05,234262.5272,3196250.081
7976,17118,48.4015007,5568,0.294560217,0.965732805,2.64E-05,235262.5272,3196250.081
7977,17119,47.9264984,5510,0.271660138,0.887771179,3.11E-05,236262.5272,3196250.081
7978,17120,50.719101,5912,0.406292788,1.428125902,8.74E-06,237262.5272,3196250.081
7979,17121,47.0707016,5985,0.230401783,1.526250019,6.70E-06,238262.5272,3196250.081
7980,17122,34.4628983,5837,-0.377426187,1.327313454,1.14E-05,239262.5272,3196250.081
7981,17130,38.5401993,5952,-0.180857639,1.481892542,7.56E-06,247262.5272,3196250.081
7982,17131,33.3228989,5901,-0.43238608,1.413340077,9.09E-06,248262.5272,3196250.081
7983,17135,41.9264984,5658,-0.017602609,1.086707744,2.03E-05,252262.5272,3196250.081
7984,17136,24.8563995,5308,-0.840559893,0.616249651,5.19E-05,253262.5272,3196250.081
7985,17137,30.0797997,5311,-0.588737378,0.620282148,5.16E-05,254262.5272,3196250.081
7986,17138,40.1040001,5825,-0.105466086,1.311183462,1.18E-05,255262.5272,3196250.081
7987,17139,42.75,5978,0.02209878,1.516840857,6.87E-06,256262.5272,3196250.081
7988,17140,41.7452011,5915,-0.026343035,1.4321584,8.65E-06,257262.5272,3196250.081
7989,17141,40.156601,5947,-0.102930173,1.475171712,7.70E-06,258262.5272,3196250.081
7990,17142,43.2122993,5849,0.044386441,1.343443446,1.09E-05,259262.5272,3196250.081
7991,17143,39.1137009,5522,-0.153208864,0.90390117,3.01E-05,260262.5272,3196250.081
7992,17144,33.4494019,5221,-0.426287313,0.49930721,6.31E-05,261262.5272,3196250.081
7993,17145,32.1926994,4933,-0.486873516,0.112187408,0.0001078,262262.5272,3196250.081
7994,17146,33.4566002,4890,-0.425940279,0.054388271,0.000115081,263262.5272,3196250.081
7995,17147,31.9200993,4777,-0.500015691,-0.097502485,0.000134201,264262.5272,3196250.081
7996,17148,35.1272011,4726,-0.345399845,-0.16605495,0.000142615,265262.5272,3196250.081
7997,17149,39.1150017,4801,-0.153146152,-0.065242501,0.000130175,266262.5272,3196250.081
7998,17150,40.0923004,4814,-0.106030134,-0.047768344,0.000127982,267262.5272,3196250.081
7999,17151,45.5522003,5218,0.15719414,0.495274712,6.35E-05,268262.5272,3196250.081
8000,17152,43.6128998,5646,0.063699575,1.070577752,2.10E-05,269262.5272,3196250.081
8001,17153,40.4030991,5709,-0.091046387,1.155260209,1.73E-05,270262.5272,3196250.081
8002,17154,38.9289017,5253,-0.162118118,0.542320522,5.88E-05,271262.5272,3196250.081
8003,17155,38.2176018,5148,-0.196410212,0.401183094,7.35E-05,272262.5272,3196250.081
8004,17156,40.5647011,5536,-0.08325548,0.922719494,2.89E-05,273262.5272,3196250.081
8005,17157,35.8017998,5817,-0.312877133,1.300430134,1.22E-05,274262.5272,3196250.081
8006,17158,36.353199,5494,-0.286293925,0.866264523,3.25E-05,275262.5272,3196250.081
8007,17159,35.3711014,5517,-0.3336413,0.89718034,3.05E-05,276262.5272,3196250.081
8008,17160,28.9498005,5215,-0.643215157,0.491242214,6.39E-05,277262.5272,3196250.081
8009,17161,29.2532997,5431,-0.628583321,0.781582066,3.84E-05,278262.5272,3196250.081
8010,17162,27.6142998,5299,-0.707600257,0.604152157,5.30E-05,279262.5272,3196250.081
8011,17163,30.3761997,5182,-0.574447798,0.446884737,6.85E-05,280262.5272,3196250.081
8012,17164,34.8676987,5175,-0.357910575,0.437475575,6.95E-05,281262.5272,3196250.081
8013,17165,36.6231995,5076,-0.273277077,0.304403143,8.44E-05,282262.5272,3196250.081
8014,17166,35.5960007,5492,-0.322798802,0.863576191,3.27E-05,283262.5272,3196250.081
8015,17167,34.3871002,5461,-0.381080448,0.821907045,3.55E-05,284262.5272,3196250.081
8016,17168,30.3472004,5651,-0.575845868,1.077298582,2.07E-05,285262.5272,3196250.081
8017,17169,30.7078991,5628,-0.558456418,1.046382764,2.22E-05,286262.5272,3196250.081
8018,17170,32.948101,5530,-0.450455259,0.914654498,2.94E-05,287262.5272,3196250.081
8019,17171,31.4088993,5483,-0.524660877,0.851478697,3.35E-05,288262.5272,3196250.081
8020,17172,33.7999001,5284,-0.409389634,0.583989667,5.49E-05,289262.5272,3196250.081
8021,17173,38.8722992,5496,-0.164846951,0.868952855,3.23E-05,290262.5272,3196250.081
8022,17174,36.6137009,5232,-0.273735009,0.514093036,6.16E-05,291262.5272,3196250.081
8023,17175,31.4752998,5358,-0.521459679,0.68345795,4.61E-05,292262.5272,3196250.081
8024,17176,26.7915001,5458,-0.747267807,0.817874548,3.58E-05,293262.5272,3196250.081
8025,17177,20.5639,5414,-1.047503259,0.758731244,4.01E-05,294262.5272,3196250.081
8026,17178,16.2035999,5428,-1.257715324,0.777549568,3.87E-05,295262.5272,3196250.081
8027,17179,20.5492992,5457,-1.048207171,0.816530382,3.59E-05,296262.5272,3196250.081
8028,17180,25.1438999,5233,-0.826699367,0.515437202,6.15E-05,297262.5272,3196250.081
8029,17181,18.3500996,5361,-1.15423159,0.687490447,4.58E-05,298262.5272,3196250.081
8030,17182,16.0967007,5305,-1.262868983,0.612217153,5.23E-05,299262.5272,3196250.081
8031,17183,14.9996996,5356,-1.315755908,0.680769618,4.63E-05,300262.5272,3196250.081
8032,17184,17.5771008,5281,-1.191498216,0.579957169,5.53E-05,301262.5272,3196250.081
8033,17185,19.5153999,5363,-1.098051929,0.690178779,4.55E-05,302262.5272,3196250.081
8034,17186,21.3425007,5271,-1.009966563,0.566515509,5.65E-05,303262.5272,3196250.081
8035,17187,23.7098999,5151,-0.895833164,0.405215592,7.30E-05,304262.5272,3196250.081
8036,17188,22.4272003,5249,-0.957672699,0.536943858,5.94E-05,305262.5272,3196250.081
8037,17189,16.9293003,5298,-1.222728975,0.602807991,5.31E-05,306262.5272,3196250.081
8038,17190,14.9953003,5352,-1.315968001,0.675392954,4.68E-05,307262.5272,3196250.081
8039,17191,21.3708,5361,-1.008602241,0.687490447,4.58E-05,308262.5272,3196250.081
8040,17192,24.2112999,5195,-0.87166044,0.464358895,6.67E-05,309262.5272,3196250.081
8041,17193,22.8430004,5061,-0.937626786,0.284240653,8.68E-05,310262.5272,3196250.081
8042,17254,45.6376991,5370,0.161316076,0.699587941,4.48E-05,150262.5272,3197250.081
8043,17255,48.5332985,5255,0.300914249,0.545008854,5.86E-05,151262.5272,3197250.081
8044,17256,49.1254997,5491,0.32946454,0.862232025,3.27E-05,152262.5272,3197250.081
8045,17257,41.9539986,5312,-0.016276812,0.621626314,5.14E-05,153262.5272,3197250.081
8046,17258,36.5946999,5167,-0.274651056,0.426722247,7.07E-05,154262.5272,3197250.081
8047,17259,38.2468987,5104,-0.194997795,0.342039791,8.01E-05,155262.5272,3197250.081
8048,17260,37.5763016,5211,-0.227327589,0.48586555,6.45E-05,156262.5272,3197250.081
8049,17261,32.7877998,5404,-0.458183453,0.745289585,4.11E-05,157262.5272,3197250.081
8050,17262,41.2448006,5679,-0.050467572,1.114935229,1.90E-05,158262.5272,3197250.081
8051,17263,35.9542007,5963,-0.305529816,1.496678367,7.27E-06,159262.5272,3197250.081
8052,17264,25.5422993,5892,-0.80749235,1.401242583,9.38E-06,160262.5272,3197250.081
8053,17265,34.8773994,5627,-0.357442899,1.045038598,2.22E-05,161262.5272,3197250.081
8054,17266,44.0335999,5968,0.083981719,1.503399197,7.13E-06,162262.5272,3197250.081
8055,17267,47.3242989,5750,0.242627825,1.210371014,1.52E-05,163262.5272,3197250.081
8056,17269,50.736599,5445,0.407136375,0.80040039,3.70E-05,165262.5272,3197250.081
8057,17270,49.6535988,5078,0.354924439,0.307091475,8.41E-05,166262.5272,3197250.081
8058,17271,50.1678009,4905,0.379714358,0.074550761,0.000112535,167262.5272,3197250.081
8059,17272,46.9432983,5200,0.224259611,0.471079725,6.60E-05,168262.5272,3197250.081
8060,17273,41.4524994,5384,-0.040454318,0.718406265,4.32E-05,169262.5272,3197250.081
8061,17274,49.3516998,5887,0.34036975,1.394521753,9.55E-06,170262.5272,3197250.081
8062,17276,55.9014015,5946,0.656133868,1.473827546,7.73E-06,172262.5272,3197250.081
8063,17278,61.3064995,5600,0.916716118,1.008746117,2.41E-05,174262.5272,3197250.081
8064,17279,57.1607018,5294,0.716845312,0.597431327,5.36E-05,175262.5272,3197250.081
8065,17280,52.523201,5067,0.493269275,0.292305649,8.58E-05,176262.5272,3197250.081
8066,17281,50.4575005,5344,0.393680909,0.664639626,4.77E-05,177262.5272,3197250.081
8067,17282,55.4576988,5508,0.634742758,0.885082847,3.13E-05,178262.5272,3197250.081
8068,17283,55.6526985,5290,0.644143783,0.592054663,5.41E-05,179262.5272,3197250.081
8069,17284,51.0298996,5127,0.421276531,0.372955608,7.66E-05,180262.5272,3197250.081
8070,17285,56.4098015,4721,0.680644065,-0.17277578,0.000143426,181262.5272,3197250.081
8071,17286,50.1949997,4026,0.381025625,-1.106971136,0.000191809,182262.5272,3197250.081
8072,17287,37.2644005,3614,-0.242364483,-1.66076752,0.000142856,183262.5272,3197250.081
8073,17288,38.2397995,3665,-0.195340051,-1.592215055,0.000150983,184262.5272,3197250.081
8074,17289,36.7728996,3411,-0.266059967,-1.933633213,0.000108725,185262.5272,3197250.081
8075,17290,30.2369995,3056,-0.581158703,-2.410812136,5.51E-05,186262.5272,3197250.081
8076,17291,36.618,3006,-0.273527747,-2.478020435,4.90E-05,187262.5272,3197250.081
8077,17292,42.634201,3395,0.016516057,-1.955139869,0.00010603,188262.5272,3197250.081
8078,17293,41.8602982,3455,-0.020794151,-1.87448991,0.000116183,189262.5272,3197250.081
8079,17294,40.3082008,3527,-0.095621477,-1.77770996,0.000128402,190262.5272,3197250.081
8080,17295,38.4822006,3964,-0.183653783,-1.190309427,0.000187612,191262.5272,3197250.081
8081,17296,37.0050011,4144,-0.254870247,-0.94835955,0.000195755,192262.5272,3197250.081
8082,17297,35.0485001,3842,-0.349194056,-1.354297676,0.000175539,193262.5272,3197250.081
8083,17298,35.0806999,4055,-0.347641689,-1.067990322,0.000193282,194262.5272,3197250.081
8084,17299,34.7111015,4223,-0.365460197,-0.842170438,0.000195304,195262.5272,3197250.081
8085,17300,29.4074001,4494,-0.62115407,-0.477901457,0.000175834,196262.5272,3197250.081
8086,17301,26.7222004,4658,-0.750608777,-0.257458236,0.000153383,197262.5272,3197250.081
8087,17302,30.2658997,4779,-0.579765411,-0.094814153,0.000133867,198262.5272,3197250.081
8088,17303,30.3472004,4992,-0.575845868,0.191493201,9.79E-05,199262.5272,3197250.081
8089,17304,35.1153984,4833,-0.345968859,-0.02222919,0.000124765,200262.5272,3197250.081
