FID,Field1,Rgd,Alt,StdRgd,StdAlt,D.0,x,y
1198,6771,85.7160034,4827,2.093509478,-0.030294186,0.000125782,275262.5272,3149250.081
1199,6772,74.7018967,5064,1.56251435,0.288273151,8.63E-05,276262.5272,3149250.081
1200,6773,68.9281998,5277,1.284161779,0.574580505,5.58E-05,277262.5272,3149250.081
1201,6774,50.7813988,4795,0.409296194,-0.073307497,0.000131185,278262.5272,3149250.081
1202,6775,46.8823013,4603,0.221318918,-0.331387365,0.000161562,279262.5272,3149250.081
1203,6776,57.778801,3938,0.746644158,-1.225257742,0.000185445,280262.5272,3149250.081
1204,6777,58.2963982,3948,0.771597756,-1.211816082,0.000186306,281262.5272,3149250.081
1205,6778,56.7901993,3866,0.698983217,-1.322037693,0.00017828,282262.5272,3149250.081
1206,6779,50.0764008,3516,0.375307917,-1.792495786,0.000126542,283262.5272,3149250.081
1207,6780,47.641201,3279,0.25790582,-2.111063123,8.70E-05,284262.5272,3149250.081
1208,6781,54.2155991,3457,0.574860563,-1.871801578,0.000116523,285262.5272,3149250.081
1209,6782,57.9310989,3434,0.753986509,-1.902717396,0.000112618,286262.5272,3149250.081
1210,6783,55.344101,3604,0.629266156,-1.674209179,0.000141227,287262.5272,3149250.081
1211,6784,52.9104004,3337,0.511936336,-2.033101496,9.64E-05,288262.5272,3149250.081
1212,6785,52.2617989,3136,0.480666961,-2.303278858,6.57E-05,289262.5272,3149250.081
1213,6786,61.3055,3329,0.916667932,-2.043854824,9.51E-05,290262.5272,3149250.081
1214,6787,78.6773987,3308,1.754175122,-2.072082309,9.17E-05,291262.5272,3149250.081
1215,6792,71.2223969,2883,1.394766072,-2.643352851,3.60E-05,296262.5272,3149250.081
1216,6795,65.0992966,2952,1.099568603,-2.550605398,4.30E-05,299262.5272,3149250.081
1217,6796,58.3672981,2825,0.775015873,-2.721314478,3.08E-05,300262.5272,3149250.081
1218,6797,53.7094994,3128,0.550461265,-2.314032186,6.45E-05,301262.5272,3149250.081
1219,6798,55.0050011,3149,0.612917995,-2.2858047,6.75E-05,302262.5272,3149250.081
1220,6799,62.3436012,3407,0.966715266,-1.939009877,0.00010805,303262.5272,3149250.081
1221,6800,67.4084015,3086,1.210891607,-2.370487157,5.89E-05,304262.5272,3149250.081
1222,6801,61.8863983,3280,0.944673305,-2.109718957,8.72E-05,305262.5272,3149250.081
1223,6802,66.653801,3037,1.174511972,-2.43635129,5.27E-05,306262.5272,3149250.081
1224,6803,61.0265999,3026,0.90322203,-2.451137116,5.14E-05,307262.5272,3149250.081
1225,6804,55.6665993,2971,0.644813947,-2.525066245,4.50E-05,308262.5272,3149250.081
1226,6805,56.1487999,3336,0.668061059,-2.034445662,9.62E-05,309262.5272,3149250.081
1227,6806,58.5817986,3806,0.78535704,-1.402687651,0.000171127,310262.5272,3149250.081
1228,6807,58.3661995,4024,0.774962909,-1.109659468,0.000191696,311262.5272,3149250.081
1229,6808,68.5513992,4665,1.26599605,-0.248049075,0.000152305,312262.5272,3149250.081
1230,6809,77.3746033,5410,1.691366759,0.753354581,4.05E-05,313262.5272,3149250.081
1231,6810,110.5169983,5605,3.289176798,1.015466947,2.37E-05,314262.5272,3149250.081
1232,6811,74.4178009,5190,1.548817962,0.457638065,6.74E-05,315262.5272,3149250.081
1233,6812,62.4803009,4913,0.973305621,0.085304088,0.00011118,316262.5272,3149250.081
1234,6813,70.5281982,4658,1.361298435,-0.257458236,0.000153383,317262.5272,3149250.081
1235,6814,49.9687996,4127,0.370120414,-0.971210372,0.000195525,318262.5272,3149250.081
1236,6815,52.8277016,3868,0.507949389,-1.319349361,0.000178501,319262.5272,3149250.081
1237,6816,48.2221985,3871,0.285915976,-1.315316863,0.00017883,320262.5272,3149250.081
1238,6817,43.5279999,3514,0.059606512,-1.795184118,0.000126204,321262.5272,3149250.081
1239,6818,46.7514992,3466,0.215012889,-1.859704085,0.000118053,322262.5272,3149250.081
1240,6819,45.1885986,3375,0.139664735,-1.982023189,0.000102678,323262.5272,3149250.081
1241,6820,46.2798996,3353,0.192276856,-2.01159484,9.90E-05,324262.5272,3149250.081
1242,6821,44.7434006,3186,0.118201536,-2.236070559,7.28E-05,325262.5272,3149250.081
1243,6822,30.2553997,3113,-0.580271621,-2.334194676,6.25E-05,326262.5272,3149250.081
1244,6823,29.8638992,3041,-0.59914604,-2.430974626,5.32E-05,327262.5272,3149250.081
1245,6824,53.7863998,3350,0.554168668,-2.015627338,9.85E-05,328262.5272,3149250.081
1246,6825,61.0400009,3758,0.903868098,-1.467207618,0.000164736,329262.5272,3149250.081
1247,6826,52.2626991,4162,0.48071036,-0.924164563,0.000195872,330262.5272,3149250.081
1248,6827,52.6707993,4679,0.500385057,-0.229230751,0.000150125,331262.5272,3149250.081
1249,6828,51.8919983,4483,0.462838704,-0.492687283,0.000177103,332262.5272,3149250.081
1250,6829,45.8544006,3958,0.171763355,-1.198374422,0.000187133,333262.5272,3149250.081
1251,6830,48.1752014,4027,0.283650224,-1.10562697,0.000191866,334262.5272,3149250.081
1252,6831,42.1377983,4558,-0.007415744,-0.391874834,0.000167802,335262.5272,3149250.081
1253,6832,39.3872986,4534,-0.140018594,-0.424134818,0.000170938,336262.5272,3149250.081
1254,6833,42.7397003,4290,0.021602227,-0.752111317,0.00019298,337262.5272,3149250.081
1255,6834,49.6851006,3611,0.356443156,-1.664800017,0.000142369,338262.5272,3149250.081
1256,6835,50.9230995,4036,0.416127649,-1.093529476,0.000192353,339262.5272,3149250.081
1257,6836,48.1086998,4548,0.280444151,-0.405316494,0.000169126,340262.5272,3149250.081
1258,6837,40.4244003,4758,-0.090019446,-0.123041638,0.000137362,341262.5272,3149250.081
1259,6838,36.0345001,4289,-0.301658545,-0.753455483,0.000193028,342262.5272,3149250.081
1260,6839,37.6385002,4016,-0.224328966,-1.120412796,0.000191228,343262.5272,3149250.081
1261,6840,43.7533989,3635,0.070473101,-1.632540034,0.000146242,344262.5272,3149250.081
1262,6841,55.2535019,3878,0.624898332,-1.305907701,0.000179587,345262.5272,3149250.081
1263,6951,49.9477005,4310,0.369103217,-0.725227997,0.00019195,234262.5272,3150250.081
1264,6952,65.957901,3886,1.140962314,-1.295154373,0.000180434,235262.5272,3150250.081
1265,6953,96.3665009,3488,2.606974839,-1.830132433,0.000121792,236262.5272,3150250.081
1266,6954,76.1201019,3763,1.630886673,-1.460486789,0.000165427,237262.5272,3150250.081
1267,6955,80.5121002,3559,1.842626922,-1.734696648,0.000133781,238262.5272,3150250.081
1268,6956,91.5273972,3131,2.373679434,-2.309999688,6.50E-05,239262.5272,3150250.081
1269,6957,88.0270004,2953,2.204923701,-2.549261232,4.31E-05,240262.5272,3150250.081
1270,6958,94.5252991,2786,2.518209657,-2.773736951,2.76E-05,241262.5272,3150250.081
1271,6959,88.9139023,3470,2.247681648,-1.854327421,0.000118733,242262.5272,3150250.081
1272,6960,87.5859985,2778,2.183662798,-2.784490279,2.70E-05,243262.5272,3150250.081
1273,6962,69.9176025,3211,1.331861336,-2.202466409,7.65E-05,245262.5272,3150250.081
1274,6963,78.1518021,2973,1.728835869,-2.522377913,4.53E-05,246262.5272,3150250.081
1275,6964,76.1953964,2870,1.634516655,-2.660827009,3.48E-05,247262.5272,3150250.081
1276,6965,66.8447037,2927,1.183715478,-2.584209548,4.03E-05,248262.5272,3150250.081
1277,6966,62.3263016,3388,0.965881244,-1.964549031,0.000104854,249262.5272,3150250.081
1278,6967,57.1533012,4095,0.716488526,-1.014223683,0.00019478,250262.5272,3150250.081
1279,6968,55.5042992,4472,0.636989385,-0.507473109,0.000178337,251262.5272,3150250.081
1280,6969,42.6889992,4819,0.019157904,-0.041047514,0.000127137,252262.5272,3150250.081
1281,6970,36.3036995,4820,-0.288680319,-0.039703348,0.000126968,253262.5272,3150250.081
1282,6971,49.6705017,4669,0.355739336,-0.242672411,0.000151685,254262.5272,3150250.081
1283,6972,49.4779015,4365,0.346453992,-0.651298869,0.000188347,255262.5272,3150250.081
1284,6973,48.8380013,4135,0.315604111,-0.960457044,0.000195647,256262.5272,3150250.081
1285,6974,49.3969994,4143,0.342553665,-0.949703716,0.000195744,257262.5272,3150250.081
1286,6975,58.4202995,4449,0.777571094,-0.538388926,0.0001808,258262.5272,3150250.081
1287,6976,60.1617012,4178,0.861524868,-0.902657907,0.000195867,259262.5272,3150250.081
1288,6977,53.7653999,4106,0.553156253,-0.999437857,0.000195082,260262.5272,3150250.081
1289,6978,39.4151993,4484,-0.138673488,-0.491343117,0.000176989,261262.5272,3150250.081
1290,6979,33.1470985,4735,-0.440861498,-0.153957456,0.000141147,262262.5272,3150250.081
1291,6980,60.0540009,5220,0.856332587,0.497963044,6.32E-05,263262.5272,3150250.081
1292,6985,76.5774002,5923,1.652933233,1.442911728,8.40E-06,268262.5272,3150250.081
1293,6992,70.6835022,5477,1.368785712,0.843413701,3.40E-05,275262.5272,3150250.081
1294,6993,64.854599,5714,1.087771619,1.161981038,1.70E-05,276262.5272,3150250.081
1295,6994,65.5130005,5597,1.119513457,1.004713619,2.43E-05,277262.5272,3150250.081
1296,6995,51.7593994,4721,0.456446051,-0.17277578,0.000143426,278262.5272,3150250.081
1297,6996,44.5882988,4462,0.110724007,-0.520914769,0.000179427,279262.5272,3150250.081
1298,6997,53.9533997,4524,0.56221981,-0.437576478,0.000172202,280262.5272,3150250.081
1299,6998,59.2485008,4646,0.817499058,-0.273588228,0.000155214,281262.5272,3150250.081
1300,6999,58.0900002,4361,0.761647214,-0.656675532,0.000188646,282262.5272,3150250.081
1301,7000,60.2396011,3931,0.865280458,-1.234666904,0.000184822,283262.5272,3150250.081
1302,7001,55.3991013,3722,0.631917746,-1.515597594,0.000159604,284262.5272,3150250.081
1303,7002,51.3143997,3976,0.434992411,-1.174179435,0.000188533,285262.5272,3150250.081
1304,7003,53.7915001,3956,0.554414556,-1.201062754,0.00018697,286262.5272,3150250.081
1305,7004,52.5568008,3599,0.494889137,-1.680930009,0.000140408,287262.5272,3150250.081
1306,7005,58.3917999,3457,0.776197116,-1.871801578,0.000116523,288262.5272,3150250.081
1307,7006,61.6767998,3447,0.934568465,-1.885243238,0.000114824,289262.5272,3150250.081
1308,7007,60.7532005,3058,0.89004132,-2.408123804,5.53E-05,290262.5272,3150250.081
1309,7012,66.536499,3320,1.168856789,-2.055952318,9.36E-05,295262.5272,3150250.081
1310,7013,65.4007034,3503,1.114099563,-1.809969943,0.000124339,296262.5272,3150250.081
1311,7014,74.3108978,2980,1.543664114,-2.512968751,4.60E-05,297262.5272,3150250.081
1312,7020,57.1549988,2762,0.716570368,-2.805996934,2.58E-05,303262.5272,3150250.081
1313,7021,59.158699,2833,0.813169672,-2.71056115,3.15E-05,304262.5272,3150250.081
1314,7023,74.4347,3137,1.549632675,-2.301934692,6.58E-05,306262.5272,3150250.081
1315,7024,66.7783966,3410,1.180518783,-1.934977379,0.000108557,307262.5272,3150250.081
1316,7025,63.8510017,3651,1.039387734,-1.611033378,0.000148786,308262.5272,3150250.081
1317,7026,61.3297997,3928,0.917839431,-1.238699402,0.00018455,309262.5272,3150250.081
1318,7027,59.3134003,4437,0.820627893,-0.554518918,0.00018202,310262.5272,3150250.081
1319,7028,56.9473,4579,0.706557114,-0.363647349,0.000164946,311262.5272,3150250.081
1320,7029,68.3714981,4852,1.257322935,0.003309964,0.00012154,312262.5272,3150250.081
1321,7030,76.4201965,5440,1.645354371,0.79367956,3.75E-05,313262.5272,3150250.081
1322,7031,118.9589996,5467,3.696169546,0.829972041,3.49E-05,314262.5272,3150250.081
1323,7032,215.6730042,5482,8.358795992,0.850134531,3.36E-05,315262.5272,3150250.081
1324,7033,209.3439941,4652,8.053671517,-0.265523232,0.000154301,316262.5272,3150250.081
1325,7034,58.0330009,4113,0.758899252,-0.990028696,0.000195249,317262.5272,3150250.081
1326,7035,59.8070984,3981,0.844429304,-1.167458605,0.000188902,318262.5272,3150250.081
1327,7036,68.0109024,4536,1.239938452,-0.421446486,0.000170682,319262.5272,3150250.081
1328,7037,62.3110008,3784,0.965143586,-1.432259303,0.000168266,320262.5272,3150250.081
1329,7038,61.0466995,4197,0.904191041,-0.877118753,0.000195728,321262.5272,3150250.081
1330,7039,60.8278999,4383,0.893642612,-0.627103881,0.000186931,322262.5272,3150250.081
1331,7040,61.0281982,3860,0.903299085,-1.330102688,0.00017761,323262.5272,3150250.081
1332,7041,61.3073997,4205,0.916759517,-0.866365425,0.000195627,324262.5272,3150250.081
1333,7042,63.8452988,3838,1.039112795,-1.35967434,0.000175066,325262.5272,3150250.081
1334,7043,44.9183998,3161,0.126638328,-2.269674708,6.92E-05,326262.5272,3150250.081
1335,7044,44.3238983,3311,0.097977138,-2.068049811,9.21E-05,327262.5272,3150250.081
1336,7045,58.4408989,3709,0.778564201,-1.533071751,0.000157688,328262.5272,3150250.081
1337,7046,52.7862015,4278,0.50594865,-0.768241309,0.000193525,329262.5272,3150250.081
1338,7047,49.6110992,4710,0.352875514,-0.187561605,0.000145202,330262.5272,3150250.081
1339,7048,51.0898018,4872,0.424164444,0.030193283,0.00011814,331262.5272,3150250.081
1340,7049,48.4497986,4323,0.296888681,-0.70775384,0.000191199,332262.5272,3150250.081
1341,7050,45.5267982,3958,0.155969493,-1.198374422,0.000187133,333262.5272,3150250.081
1342,7051,47.1203003,4428,0.232792959,-0.566616412,0.000182905,334262.5272,3150250.081
1343,7052,38.8249016,4784,-0.167132011,-0.088093323,0.00013303,335262.5272,3150250.081
1344,7053,41.8550987,4618,-0.021044821,-0.311224876,0.000159387,336262.5272,3150250.081
1345,7054,46.7094994,4084,0.212988059,-1.029009509,0.00019443,337262.5272,3150250.081
1346,7055,48.3755989,3909,0.293311479,-1.264238555,0.000182758,338262.5272,3150250.081
1347,7056,51.4149017,4418,0.439837659,-0.580058072,0.000183858,339262.5272,3150250.081
1348,7057,42.4473991,4947,0.007510252,0.131005732,0.000105444,340262.5272,3150250.081
1349,7058,37.2072983,4731,-0.245117407,-0.15933412,0.000141801,341262.5272,3150250.081
1350,7059,45.7625999,4369,0.167337601,-0.645922205,0.000188042,342262.5272,3150250.081
1351,7060,44.4966011,3703,0.106303219,-1.541136747,0.000156793,343262.5272,3150250.081
1352,7061,50.0256004,3823,0.372858807,-1.37983683,0.000173254,344262.5272,3150250.081
1353,7062,60.8810005,4418,0.896202616,-0.580058072,0.000183858,345262.5272,3150250.081
1354,7171,51.4283981,4810,0.440488326,-0.053145007,0.000128658,233262.5272,3151250.081
1355,7172,54.6576004,4851,0.596169648,0.001965798,0.00012171,234262.5272,3151250.081
1356,7173,65.7667007,4562,1.13174446,-0.386498171,0.000167266,235262.5272,3151250.081
1357,7174,79.6486969,4116,1.801001853,-0.985996198,0.000195315,236262.5272,3151250.081
1358,7175,74.1912003,3713,1.537893443,-1.527695088,0.000158281,237262.5272,3151250.081
1359,7176,83.0982971,3295,1.967308658,-2.089556467,8.96E-05,238262.5272,3151250.081
1360,7177,109.4120026,3788,3.235904449,-1.426882639,0.000168795,239262.5272,3151250.081
1361,7178,103.8010025,3067,2.965395565,-2.396026311,5.65E-05,240262.5272,3151250.081
1362,7180,68.6940002,3015,1.272870909,-2.465922942,5.01E-05,242262.5272,3151250.081
1363,7182,59.5671997,2769,0.832863678,-2.796587773,2.63E-05,244262.5272,3151250.081
1364,7183,60.2317009,3406,0.864899585,-1.940354043,0.000107882,245262.5272,3151250.081
1365,7184,67.4414978,3782,1.212487195,-1.434947635,0.000168,246262.5272,3151250.081
1366,7185,70.4152985,3564,1.355855488,-1.727975819,0.000134616,247262.5272,3151250.081
1367,7186,59.4505005,3008,0.827237556,-2.475332103,4.92E-05,248262.5272,3151250.081
1368,7187,54.2501984,3502,0.576528611,-1.811314109,0.000124169,249262.5272,3151250.081
1369,7188,53.5884018,3826,0.544623094,-1.375804332,0.000173621,250262.5272,3151250.081
1370,7189,58.1505013,4107,0.764564,-0.998093691,0.000195107,251262.5272,3151250.081
1371,7190,45.6491013,4469,0.161865781,-0.511505607,0.000178667,252262.5272,3151250.081
1372,7191,45.6876984,4553,0.163726565,-0.398595664,0.000168467,253262.5272,3151250.081
1373,7192,55.7041016,5022,0.64662195,0.23181818,9.30E-05,254262.5272,3151250.081
1374,7193,52.3544006,4803,0.485131331,-0.062554169,0.000129838,255262.5272,3151250.081
1375,7194,54.2728996,4880,0.577623046,0.040946611,0.00011678,256262.5272,3151250.081
1376,7195,53.7979012,4714,0.554723156,-0.182184942,0.000144558,257262.5272,3151250.081
1377,7196,55.9631004,4888,0.659108401,0.051699939,0.000115421,258262.5272,3151250.081
1378,7197,57.8941994,4873,0.752207568,0.031537449,0.00011797,259262.5272,3151250.081
1379,7198,56.7016983,4744,0.694716544,-0.141859962,0.000139672,260262.5272,3151250.081
1380,7199,52.0700989,4895,0.471425016,0.061109101,0.000114232,261262.5272,3151250.081
1381,7200,51.9733009,4862,0.46675834,0.016751623,0.00011984,262262.5272,3151250.081
1382,7201,90.9945984,5313,2.34799296,0.62297048,5.13E-05,263262.5272,3151250.081
1383,7203,120.4940033,5534,3.770172777,0.920031162,2.91E-05,265262.5272,3151250.081
1384,7204,119.0960007,5062,3.702774432,0.285584819,8.66E-05,266262.5272,3151250.081
1385,7205,87.7922974,5274,2.193608562,0.570548007,5.61E-05,267262.5272,3151250.081
1386,7206,65.8692017,5355,1.13668608,0.679425452,4.64E-05,268262.5272,3151250.081
1387,7207,77.7249985,5013,1.708259472,0.219720686,9.45E-05,269262.5272,3151250.081
1388,7208,84.4134979,4812,2.030715091,-0.050456676,0.00012832,270262.5272,3151250.081
1389,7209,126.5830002,5241,4.063726106,0.52619053,6.04E-05,271262.5272,3151250.081
1390,7210,193.4609985,5327,7.287945026,0.641788804,4.97E-05,272262.5272,3151250.081
1391,7214,36.0514984,5897,-0.300839049,1.407963413,9.22E-06,276262.5272,3151250.081
1392,7215,43.2981987,5623,0.048527691,1.039661934,2.25E-05,277262.5272,3151250.081
1393,7216,46.097599,5147,0.183488061,0.399838928,7.36E-05,278262.5272,3151250.081
1394,7217,51.2551003,5215,0.43213356,0.491242214,6.39E-05,279262.5272,3151250.081
1395,7218,61.4252014,5148,0.922438791,0.401183094,7.35E-05,280262.5272,3151250.081
1396,7219,61.0805016,5053,0.905820656,0.273487326,8.80E-05,281262.5272,3151250.081
1397,7220,62.7753983,4564,0.987532402,-0.383809839,0.000166996,282262.5272,3151250.081
1398,7221,64.3320007,4561,1.062576916,-0.387842336,0.0001674,283262.5272,3151250.081
1399,7222,59.8269997,4459,0.845388755,-0.524947266,0.000179749,284262.5272,3151250.081
1400,7223,56.2803993,4496,0.674405526,-0.475213125,0.000175599,285262.5272,3151250.081
1401,7224,60.571701,3855,0.881291146,-1.336823518,0.000177044,286262.5272,3151250.081
1402,7225,72.197197,3252,1.441761631,-2.147355604,8.28E-05,287262.5272,3151250.081
1403,7226,64.7817001,2830,1.08425713,-2.714593648,3.12E-05,288262.5272,3151250.081
1404,7231,85.8600006,2807,2.100451649,-2.745509465,2.93E-05,293262.5272,3151250.081
1405,7232,65.3210983,3214,1.110261764,-2.198433912,7.70E-05,294262.5272,3151250.081
1406,7233,64.8113022,3348,1.085684261,-2.01831567,9.82E-05,295262.5272,3151250.081
1407,7234,61.8405991,3934,0.942465304,-1.230634406,0.000185091,296262.5272,3151250.081
1408,7235,68.4759979,3241,1.262360919,-2.16214143,8.11E-05,297262.5272,3151250.081
1409,7244,58.0141983,3145,0.75799277,-2.291181364,6.69E-05,306262.5272,3151250.081
1410,7245,57.097599,3209,0.713803098,-2.205154741,7.62E-05,307262.5272,3151250.081
1411,7246,58.0430984,3595,0.759386057,-1.686306673,0.000139752,308262.5272,3151250.081
1412,7247,57.8084984,3809,0.748075883,-1.398655153,0.000171508,309262.5272,3151250.081
1413,7248,52.7844009,3887,0.505861842,-1.293810207,0.000180538,310262.5272,3151250.081
1414,7249,55.3364983,3992,0.628899626,-1.152672779,0.000189681,311262.5272,3151250.081
1415,7250,58.2302017,4317,0.768406392,-0.715818836,0.000191553,312262.5272,3151250.081
1416,7251,59.3237,4407,0.821124446,-0.594843897,0.000184868,313262.5272,3151250.081
1417,7252,70.2254028,4810,1.34670053,-0.053145007,0.000128658,314262.5272,3151250.081
1418,7253,195.4869995,5729,7.385619462,1.182143528,1.62E-05,315262.5272,3151250.081
1419,7254,211.451004,4893,8.155251429,0.058420769,0.000114571,316262.5272,3151250.081
1420,7255,61.1222992,4446,0.907835737,-0.542421424,0.000181109,317262.5272,3151250.081
1421,7256,75.3215027,4616,1.592385839,-0.313913208,0.000159679,318262.5272,3151250.081
1422,7257,75.3237,4688,1.592491772,-0.217133257,0.000148709,319262.5272,3151250.081
1423,7258,65.0406036,4132,1.096738986,-0.964489542,0.000195604,320262.5272,3151250.081
1424,7259,63.5755997,4423,1.026110478,-0.573337242,0.000183386,321262.5272,3151250.081
1425,7260,60.0460014,4598,0.855946927,-0.338108195,0.000162277,322262.5272,3151250.081
1426,7261,52.9718018,4546,0.514896525,-0.408004826,0.000169388,323262.5272,3151250.081
1427,7262,48.7564011,4510,0.311670128,-0.456394801,0.000173927,324262.5272,3151250.081
1428,7263,63.2653008,3999,1.011150825,-1.143263617,0.000190154,325262.5272,3151250.081
1429,7264,54.8482018,3105,0.605358629,-2.344948003,6.14E-05,326262.5272,3151250.081
1430,7265,48.0918999,3717,0.27963422,-1.522318424,0.000158871,327262.5272,3151250.081
1431,7266,44.655899,4316,0.113983044,-0.717163002,0.000191611,328262.5272,3151250.081
1432,7267,42.5251007,4357,0.011256282,-0.662052196,0.000188939,329262.5272,3151250.081
1433,7268,44.1766014,4839,0.090875887,-0.014164194,0.000123748,330262.5272,3151250.081
1434,7269,51.4163017,4347,0.439905153,-0.675493856,0.000189648,331262.5272,3151250.081
1435,7270,51.7084007,4444,0.45398738,-0.545109756,0.000181314,332262.5272,3151250.081
1436,7271,45.0480995,4382,0.132891209,-0.628448047,0.000187012,333262.5272,3151250.081
1437,7272,37.1162987,4660,-0.249504539,-0.254769904,0.000153076,334262.5272,3151250.081
1438,7273,32.4459991,4918,-0.474661821,0.092024918,0.000110333,335262.5272,3151250.081
1439,7274,46.0429001,4859,0.180851002,0.012719126,0.00012035,336262.5272,3151250.081
1440,7275,43.0125999,4363,0.034758842,-0.653987201,0.000188497,337262.5272,3151250.081
1441,7276,46.6869011,4109,0.211898585,-0.995405359,0.000195156,338262.5272,3151250.081
1442,7277,44.7299995,4657,0.117555463,-0.258802402,0.000153537,339262.5272,3151250.081
1443,7278,35.5004005,4765,-0.327407731,-0.113632477,0.0001362,340262.5272,3151250.081
1444,7279,38.2359009,4477,-0.195528004,-0.500752279,0.00017778,341262.5272,3151250.081
1445,7280,48.8646011,3894,0.316886499,-1.284401045,0.000181261,342262.5272,3151250.081
1446,7281,55.8157005,3854,0.652002184,-1.338167684,0.00017693,343262.5272,3151250.081
1447,7282,58.4179001,4266,0.777455418,-0.784371301,0.000194014,344262.5272,3151250.081
1448,7283,56.9219017,4874,0.70533265,0.032881615,0.0001178,345262.5272,3151250.081
1449,7390,39.634201,4753,-0.128115316,-0.129762468,0.000138188,231262.5272,3152250.081
1450,7391,46.1054001,4997,0.183864155,0.198214031,9.71E-05,232262.5272,3152250.081
1451,7392,47.6545982,5276,0.258551705,0.573236339,5.59E-05,233262.5272,3152250.081
1452,7393,51.8370018,5275,0.460187298,0.571892173,5.60E-05,234262.5272,3152250.081
1453,7394,48.1172981,4783,0.280858679,-0.089437489,0.000133198,235262.5272,3152250.081
1454,7395,52.1343994,4566,0.474524972,-0.381121507,0.000166726,236262.5272,3152250.081
1455,7396,68.1531982,4078,1.246798597,-1.037074505,0.000194219,237262.5272,3152250.081
1456,7397,83.5038986,3755,1.986862892,-1.471240116,0.000164319,238262.5272,3152250.081
1457,7398,102.8219986,4311,2.918197339,-0.723883831,0.000191894,239262.5272,3152250.081
1458,7399,88.2154999,3802,2.214011348,-1.408064315,0.000170616,240262.5272,3152250.081
1459,7400,74.918602,2971,1.572961812,-2.525066245,4.50E-05,241262.5272,3152250.081
1460,7404,64.1504974,3093,1.053826559,-2.361077995,5.98E-05,245262.5272,3152250.081
1461,7405,63.2454987,3760,1.010196157,-1.464519286,0.000165013,246262.5272,3152250.081
1462,7406,63.9421997,4131,1.043784431,-0.965833708,0.000195589,247262.5272,3152250.081
1463,7407,59.5988998,3565,0.834391954,-1.726631653,0.000134783,248262.5272,3152250.081
1464,7408,48.1375008,3338,0.281832661,-2.03175733,9.65E-05,249262.5272,3152250.081
1465,7409,51.4478989,3752,0.441428469,-1.475272614,0.000163899,250262.5272,3152250.081
1466,7410,58.8667984,4025,0.799097011,-1.108315302,0.000191753,251262.5272,3152250.081
1467,7411,58.2570992,4343,0.769703133,-0.68087052,0.000189921,252262.5272,3152250.081
1468,7412,56.6048012,4956,0.69004509,0.143103226,0.000103935,253262.5272,3152250.081
1469,7413,50.8497009,4526,0.412589069,-0.434888146,0.000171951,254262.5272,3152250.081
1470,7414,37.1248016,4315,-0.24909461,-0.718507168,0.000191668,255262.5272,3152250.081
1471,7415,36.3218002,4382,-0.287807675,-0.628448047,0.000187012,256262.5272,3152250.081
1472,7416,50.5372009,4656,0.397523301,-0.260146568,0.00015369,257262.5272,3152250.081
1473,7417,53.6232986,5305,0.546305484,0.612217153,5.23E-05,258262.5272,3152250.081
1474,7418,41.3272018,5158,-0.046494972,0.414624754,7.20E-05,259262.5272,3152250.081
1475,7419,53.7300987,5320,0.551454366,0.632379642,5.05E-05,260262.5272,3152250.081
1476,7420,170.973999,5639,6.203836484,1.06116859,2.15E-05,261262.5272,3152250.081
1477,7421,299.8349915,5780,12.41628394,1.250695993,1.37E-05,262262.5272,3152250.081
1478,7422,371.7090149,5020,15.88136351,0.229129848,9.34E-05,263262.5272,3152250.081
1479,7423,218.7819977,5635,8.508681992,1.055791926,2.17E-05,264262.5272,3152250.081
1480,7424,92.3578033,4779,2.413713692,-0.094814153,0.000133867,265262.5272,3152250.081
1481,7425,61.3242989,4316,0.917574235,-0.717163002,0.000191611,266262.5272,3152250.081
1482,7426,49.5946007,4272,0.352080114,-0.776306305,0.000193777,267262.5272,3152250.081
1483,7427,56.3017998,4691,0.675437254,-0.213100759,0.000148235,268262.5272,3152250.081
1484,7428,52.9580002,4265,0.514231144,-0.785715467,0.000194053,269262.5272,3152250.081
1485,7429,50.7019997,4211,0.405468327,-0.858300429,0.000195533,270262.5272,3152250.081
1486,7430,70.3534012,4364,1.352871391,-0.652643035,0.000188422,271262.5272,3152250.081
1487,7431,211.0630035,4940,8.136545747,0.12159657,0.000106621,272262.5272,3152250.081
1488,7433,88.6812973,5858,2.236467654,1.35554094,1.06E-05,274262.5272,3152250.081
1489,7435,36.5261002,5756,-0.277958279,1.21843601,1.49E-05,276262.5272,3152250.081
1490,7436,35.1475983,5446,-0.344416487,0.801744556,3.69E-05,277262.5272,3152250.081
1491,7437,38.4361992,5430,-0.185871532,0.7802379,3.85E-05,278262.5272,3152250.081
1492,7438,50.0814018,5504,0.375549018,0.879706183,3.16E-05,279262.5272,3152250.081
1493,7439,52.1621017,5296,0.475860513,0.600119659,5.34E-05,280262.5272,3152250.081
1494,7440,59.5112,5265,0.830163907,0.558450513,5.73E-05,281262.5272,3152250.081
1495,7441,62.1949005,5287,0.959546337,0.588022165,5.45E-05,282262.5272,3152250.081
1496,7442,54.6055984,5011,0.593662608,0.217032354,9.48E-05,283262.5272,3152250.081
1497,7443,56.1419983,4839,0.66773315,-0.014164194,0.000123748,284262.5272,3152250.081
1498,7444,68.9642029,4091,1.285897505,-1.019600347,0.000194658,285262.5272,3152250.081
1499,7445,144.6959991,3485,4.936962076,-1.834164931,0.000121282,286262.5272,3152250.081
