FID,D,x,y
2675,0.000191078,244262.5272,3163250.081
2676,9.92E-05,245262.5272,3163250.081
2677,0.000106198,248262.5272,3163250.081
2678,0.000190545,249262.5272,3163250.081
2679,0.00019256,250262.5272,3163250.081
2680,0.000195454,251262.5272,3163250.081
2681,0.000129164,252262.5272,3163250.081
2682,9.86E-05,253262.5272,3163250.081
2683,0.00015924,254262.5272,3163250.081
2684,0.000195542,255262.5272,3163250.081
2685,0.000193937,256262.5272,3163250.081
2686,8.47E-05,257262.5272,3163250.081
2687,9.99E-06,258262.5272,3163250.081
2688,9.58E-06,259262.5272,3163250.081
2689,1.45E-05,262262.5272,3163250.081
2690,2.97E-05,263262.5272,3163250.081
2691,5.35E-05,264262.5272,3163250.081
2692,9.14E-05,265262.5272,3163250.081
2693,0.000123408,266262.5272,3163250.081
2694,0.000169778,267262.5272,3163250.081
2695,0.00019576,268262.5272,3163250.081
2696,0.000193051,269262.5272,3163250.081
2697,0.000153304,270262.5272,3163250.081
2698,0.000120093,271262.5272,3163250.081
2699,0.000113466,272262.5272,3163250.081
2700,0.000100513,273262.5272,3163250.081
2701,6.35E-05,274262.5272,3163250.081
2702,5.61E-05,275262.5272,3163250.081
2703,8.94E-05,276262.5272,3163250.081
2704,0.000106534,277262.5272,3163250.081
2705,0.000161632,278262.5272,3163250.081
2706,0.000195882,279262.5272,3163250.081
2707,0.000187731,280262.5272,3163250.081
2708,0.00013236,281262.5272,3163250.081
2709,4.53E-05,282262.5272,3163250.081
2710,0.000107968,283262.5272,3163250.081
2711,0.000184506,284262.5272,3163250.081
2712,0.000133614,285262.5272,3163250.081
2713,3.25E-05,287262.5272,3163250.081
2714,0.000169712,288262.5272,3163250.081
2715,0.000154454,289262.5272,3163250.081
2716,7.99E-05,290262.5272,3163250.081
2717,2.90E-05,291262.5272,3163250.081
2718,2.59E-05,292262.5272,3163250.081
2719,8.21E-05,293262.5272,3163250.081
2720,0.000153843,294262.5272,3163250.081
2721,0.000158652,295262.5272,3163250.081
2722,0.000193897,296262.5272,3163250.081
2723,0.00018192,297262.5272,3163250.081
2724,0.000111857,298262.5272,3163250.081
2725,4.17E-05,300262.5272,3163250.081
2726,5.60E-05,301262.5272,3163250.081
2727,5.69E-05,302262.5272,3163250.081
2728,7.55E-05,303262.5272,3163250.081
2729,2.48E-05,304262.5272,3163250.081
2730,2.96E-05,305262.5272,3163250.081
2731,6.59E-05,306262.5272,3163250.081
2732,8.69E-05,307262.5272,3163250.081
2733,7.51E-05,308262.5272,3163250.081
2734,2.24E-05,309262.5272,3163250.081
2735,1.32E-05,310262.5272,3163250.081
2736,2.82E-05,311262.5272,3163250.081
2737,0.000113723,312262.5272,3163250.081
2738,0.000179211,313262.5272,3163250.081
2739,0.000188459,314262.5272,3163250.081
2740,0.000127726,315262.5272,3163250.081
2741,0.000160767,316262.5272,3163250.081
2742,0.000190861,317262.5272,3163250.081
2743,0.000188119,318262.5272,3163250.081
2744,0.000149812,319262.5272,3163250.081
2745,0.000145523,320262.5272,3163250.081
2746,0.000130512,321262.5272,3163250.081
2747,5.96E-05,322262.5272,3163250.081
2748,0.000109319,323262.5272,3163250.081
2749,0.00014934,324262.5272,3163250.081
2750,0.000146644,325262.5272,3163250.081
2751,0.00014934,326262.5272,3163250.081
2752,0.000188867,327262.5272,3163250.081
2753,0.000194838,328262.5272,3163250.081
2754,0.000147836,329262.5272,3163250.081
2755,0.000194937,330262.5272,3163250.081
2756,0.000153076,331262.5272,3163250.081
2757,0.00012832,332262.5272,3163250.081
2758,0.000125274,333262.5272,3163250.081
2759,7.98E-05,334262.5272,3163250.081
2760,3.08E-05,335262.5272,3163250.081
2761,2.14E-05,336262.5272,3163250.081
2762,1.05E-05,340262.5272,3163250.081
2763,2.79E-05,341262.5272,3163250.081
2764,5.01E-05,342262.5272,3163250.081
2765,3.86E-05,343262.5272,3163250.081
2766,2.26E-05,344262.5272,3163250.081
2767,7.60E-05,345262.5272,3163250.081
2768,0.000140164,346262.5272,3163250.081
2769,0.000157169,347262.5272,3163250.081
2770,5.18E-05,348262.5272,3163250.081
2771,4.65E-05,210262.5272,3164250.081
2772,8.71E-05,211262.5272,3164250.081
2773,4.43E-05,212262.5272,3164250.081
2774,5.16E-05,213262.5272,3164250.081
2775,9.56E-05,214262.5272,3164250.081
2776,8.33E-05,215262.5272,3164250.081
2777,5.69E-05,216262.5272,3164250.081
2778,0.000159533,217262.5272,3164250.081
2779,0.000178776,218262.5272,3164250.081
2780,0.000176645,219262.5272,3164250.081
2781,0.000158357,220262.5272,3164250.081
2782,0.000165084,221262.5272,3164250.081
2783,0.000146644,222262.5272,3164250.081
2784,0.000134115,223262.5272,3164250.081
2785,0.000104519,224262.5272,3164250.081
2786,0.000163899,225262.5272,3164250.081
2787,0.000162488,226262.5272,3164250.081
2788,0.000187769,227262.5272,3164250.081
2789,0.000195808,228262.5272,3164250.081
2790,0.000186558,229262.5272,3164250.081
2791,0.000179479,230262.5272,3164250.081
2792,0.000139752,231262.5272,3164250.081
2793,0.000172262,232262.5272,3164250.081
2794,0.000181618,233262.5272,3164250.081
2795,0.000188608,234262.5272,3164250.081
2796,0.000145202,235262.5272,3164250.081
2797,0.000136532,236262.5272,3164250.081
2798,0.000192637,237262.5272,3164250.081
2799,0.000149888,238262.5272,3164250.081
2800,0.000195168,239262.5272,3164250.081
2801,0.000154606,240262.5272,3164250.081
2802,0.000189012,241262.5272,3164250.081
2803,0.000189439,242262.5272,3164250.081
2804,0.000188195,243262.5272,3164250.081
2805,0.000175717,244262.5272,3164250.081
2806,0.000144475,245262.5272,3164250.081
2807,6.00E-05,246262.5272,3164250.081
2808,6.36E-05,248262.5272,3164250.081
2809,0.000191168,249262.5272,3164250.081
2810,0.000133948,250262.5272,3164250.081
2811,0.000195875,251262.5272,3164250.081
2812,0.000161274,252262.5272,3164250.081
2813,0.000182318,253262.5272,3164250.081
2814,0.000182808,254262.5272,3164250.081
2815,0.000189681,255262.5272,3164250.081
2816,0.000194611,256262.5272,3164250.081
2817,0.00012188,257262.5272,3164250.081
2818,4.41E-05,258262.5272,3164250.081
2819,2.07E-05,259262.5272,3164250.081
2820,6.95E-06,261262.5272,3164250.081
2821,2.65E-05,262262.5272,3164250.081
2822,4.73E-05,263262.5272,3164250.081
2823,7.23E-05,264262.5272,3164250.081
2824,0.000113213,265262.5272,3164250.081
2825,0.000162134,266262.5272,3164250.081
2826,0.000194202,267262.5272,3164250.081
2827,0.000187374,268262.5272,3164250.081
2828,0.000127219,269262.5272,3164250.081
2829,0.000121962,270262.5272,3164250.081
2830,0.000166248,271262.5272,3164250.081
2831,0.000161632,272262.5272,3164250.081
2832,0.000142206,273262.5272,3164250.081
2833,0.000126373,274262.5272,3164250.081
2834,0.000186051,275262.5272,3164250.081
2835,0.000194765,276262.5272,3164250.081
2836,0.000189612,277262.5272,3164250.081
2837,0.00018549,278262.5272,3164250.081
2838,0.000171193,279262.5272,3164250.081
2839,4.63E-05,280262.5272,3164250.081
2840,2.63E-05,281262.5272,3164250.081
2841,1.58E-05,282262.5272,3164250.081
2842,5.28E-05,283262.5272,3164250.081
2843,0.000177668,284262.5272,3164250.081
2844,0.000181159,285262.5272,3164250.081
2845,0.000141553,286262.5272,3164250.081
2846,8.72E-05,287262.5272,3164250.081
2847,0.000128233,288262.5272,3164250.081
2848,0.000148312,289262.5272,3164250.081
2849,0.00011746,290262.5272,3164250.081
2850,2.50E-05,291262.5272,3164250.081
2851,5.81E-05,292262.5272,3164250.081
2852,3.85E-05,293262.5272,3164250.081
2853,1.33E-05,294262.5272,3164250.081
2854,1.33E-05,295262.5272,3164250.081
2855,6.70E-05,296262.5272,3164250.081
2856,4.71E-05,297262.5272,3164250.081
2857,6.45E-05,298262.5272,3164250.081
2858,1.13E-05,299262.5272,3164250.081
2859,7.87E-05,300262.5272,3164250.081
2860,4.44E-05,301262.5272,3164250.081
2861,3.99E-05,302262.5272,3164250.081
2862,5.82E-05,303262.5272,3164250.081
2863,4.24E-05,304262.5272,3164250.081
2864,1.37E-05,305262.5272,3164250.081
2865,5.34E-05,306262.5272,3164250.081
2866,1.62E-05,307262.5272,3164250.081
2867,5.28E-05,308262.5272,3164250.081
2868,5.86E-05,309262.5272,3164250.081
2869,4.56E-05,310262.5272,3164250.081
2870,0.000114062,311262.5272,3164250.081
2871,0.00011797,312262.5272,3164250.081
2872,0.00018367,313262.5272,3164250.081
2873,0.000194937,314262.5272,3164250.081
2874,0.00013545,315262.5272,3164250.081
2875,0.000193653,316262.5272,3164250.081
2876,0.000179642,317262.5272,3164250.081
2877,0.000126968,318262.5272,3164250.081
2878,6.59E-05,319262.5272,3164250.081
2879,7.29E-05,320262.5272,3164250.081
2880,5.40E-05,321262.5272,3164250.081
2881,8.92E-05,322262.5272,3164250.081
2882,0.000134034,323262.5272,3164250.081
2883,0.000181109,324262.5272,3164250.081
2884,0.000180903,325262.5272,3164250.081
2885,0.000194448,326262.5272,3164250.081
2886,0.000190545,327262.5272,3164250.081
2887,0.000189954,328262.5272,3164250.081
2888,0.000160623,329262.5272,3164250.081
2889,0.000188756,330262.5272,3164250.081
2890,0.000178447,331262.5272,3164250.081
2891,0.00018202,332262.5272,3164250.081
2892,0.000166182,333262.5272,3164250.081
2893,0.000109319,334262.5272,3164250.081
2894,6.97E-05,335262.5272,3164250.081
2895,3.14E-05,336262.5272,3164250.081
2896,1.56E-05,337262.5272,3164250.081
2897,1.35E-05,340262.5272,3164250.081
2898,7.03E-06,341262.5272,3164250.081
2899,1.97E-05,342262.5272,3164250.081
2900,1.07E-05,343262.5272,3164250.081
2901,4.14E-05,344262.5272,3164250.081
2902,5.69E-05,345262.5272,3164250.081
2903,0.000111857,346262.5272,3164250.081
2904,0.000123748,347262.5272,3164250.081
2905,0.00011559,348262.5272,3164250.081
2906,2.79E-05,209262.5272,3165250.081
2907,0.000148867,210262.5272,3165250.081
2908,0.000187965,211262.5272,3165250.081
2909,0.0001727,212262.5272,3165250.081
2910,0.000152305,213262.5272,3165250.081
2911,0.000122729,214262.5272,3165250.081
2912,9.58E-05,215262.5272,3165250.081
2913,9.32E-05,216262.5272,3165250.081
2914,0.000176415,217262.5272,3165250.081
2915,0.000183337,218262.5272,3165250.081
2916,0.000193028,219262.5272,3165250.081
2917,0.000194379,220262.5272,3165250.081
2918,0.000195882,221262.5272,3165250.081
2919,0.000170554,222262.5272,3165250.081
2920,0.000159018,223262.5272,3165250.081
2921,7.70E-05,224262.5272,3165250.081
2922,9.07E-05,225262.5272,3165250.081
2923,0.000173376,226262.5272,3165250.081
2924,0.000187255,227262.5272,3165250.081
2925,0.000190705,228262.5272,3165250.081
2926,0.000193837,229262.5272,3165250.081
2927,6.83E-05,230262.5272,3165250.081
2928,9.49E-05,231262.5272,3165250.081
2929,0.000193051,232262.5272,3165250.081
2930,0.000141311,233262.5272,3165250.081
2931,0.000192637,234262.5272,3165250.081
2932,0.000175717,235262.5272,3165250.081
2933,0.000107294,236262.5272,3165250.081
2934,0.000180173,237262.5272,3165250.081
2935,0.00019214,238262.5272,3165250.081
2936,0.000157019,239262.5272,3165250.081
2937,0.000134034,240262.5272,3165250.081
2938,0.000148235,241262.5272,3165250.081
2939,0.000173806,242262.5272,3165250.081
2940,0.000191168,243262.5272,3165250.081
2941,0.000194165,244262.5272,3165250.081
2942,0.000153611,245262.5272,3165250.081
2943,0.000114654,246262.5272,3165250.081
2944,5.75E-05,248262.5272,3165250.081
2945,0.000109063,249262.5272,3165250.081
2946,6.93E-05,250262.5272,3165250.081
2947,0.000160912,251262.5272,3165250.081
2948,0.000183432,252262.5272,3165250.081
2949,0.000174708,253262.5272,3165250.081
2950,0.000188829,254262.5272,3165250.081
2951,0.000176816,255262.5272,3165250.081
2952,0.000195869,256262.5272,3165250.081
2953,0.00014294,257262.5272,3165250.081
2954,6.63E-05,258262.5272,3165250.081
2955,1.88E-05,259262.5272,3165250.081
2956,5.55E-05,261262.5272,3165250.081
2957,3.73E-05,262262.5272,3165250.081
2958,3.42E-05,263262.5272,3165250.081
2959,7.67E-05,264262.5272,3165250.081
2960,0.000125613,265262.5272,3165250.081
2961,0.000187255,266262.5272,3165250.081
2962,0.000170744,267262.5272,3165250.081
2963,0.000161344,268262.5272,3165250.081
2964,0.000131602,269262.5272,3165250.081
2965,0.00019518,270262.5272,3165250.081
2966,0.000195215,271262.5272,3165250.081
2967,0.000186601,272262.5272,3165250.081
2968,0.000175364,273262.5272,3165250.081
2969,0.000195282,274262.5272,3165250.081
2970,0.000187012,275262.5272,3165250.081
2971,8.22E-05,276262.5272,3165250.081
2972,0.000175834,277262.5272,3165250.081
2973,9.19E-05,278262.5272,3165250.081
2974,9.75E-05,279262.5272,3165250.081
2975,2.77E-05,280262.5272,3165250.081
2976,2.49E-05,282262.5272,3165250.081
2977,4.02E-05,283262.5272,3165250.081
2978,6.91E-05,284262.5272,3165250.081
2979,0.000158209,285262.5272,3165250.081
2980,0.000187925,286262.5272,3165250.081
2981,0.000149416,287262.5272,3165250.081
2982,6.65E-05,288262.5272,3165250.081
2983,0.000170101,289262.5272,3165250.081
2984,0.000107463,290262.5272,3165250.081
2985,7.95E-05,291262.5272,3165250.081
2986,0.000103433,292262.5272,3165250.081
2987,5.41E-05,293262.5272,3165250.081
2988,2.62E-05,294262.5272,3165250.081
2989,3.95E-05,295262.5272,3165250.081
2990,4.40E-05,296262.5272,3165250.081
2991,3.04E-05,297262.5272,3165250.081
2992,2.43E-05,298262.5272,3165250.081
2993,2.37E-05,299262.5272,3165250.081
2994,8.49E-05,300262.5272,3165250.081
2995,0.000112366,301262.5272,3165250.081
2996,5.79E-05,302262.5272,3165250.081
2997,2.04E-05,303262.5272,3165250.081
2998,7.19E-06,304262.5272,3165250.081
2999,1.43E-05,305262.5272,3165250.081
3000,1.49E-05,306262.5272,3165250.081
3001,3.60E-05,307262.5272,3165250.081
3002,0.000101263,308262.5272,3165250.081
3003,9.71E-05,309262.5272,3165250.081
3004,8.36E-05,310262.5272,3165250.081
3005,0.000154454,311262.5272,3165250.081
3006,0.000151063,312262.5272,3165250.081
3007,0.000155516,313262.5272,3165250.081
3008,0.00019518,314262.5272,3165250.081
3009,0.000174348,315262.5272,3165250.081
3010,0.000168994,316262.5272,3165250.081
3011,8.46E-05,317262.5272,3165250.081
3012,7.95E-05,318262.5272,3165250.081
3013,0.00011576,319262.5272,3165250.081
3014,7.95E-05,320262.5272,3165250.081
3015,5.56E-05,321262.5272,3165250.081
3016,4.93E-05,322262.5272,3165250.081
3017,9.61E-05,323262.5272,3165250.081
3018,0.000135868,324262.5272,3165250.081
3019,0.0001808,325262.5272,3165250.081
3020,0.000195641,326262.5272,3165250.081
3021,0.000190514,327262.5272,3165250.081
3022,0.000180592,328262.5272,3165250.081
3023,0.000177946,329262.5272,3165250.081
3024,0.000181566,330262.5272,3165250.081
3025,0.000184822,331262.5272,3165250.081
3026,0.000191318,332262.5272,3165250.081
3027,0.000160842,333262.5272,3165250.081
3028,0.000122049,334262.5272,3165250.081
3029,8.35E-05,335262.5272,3165250.081
3030,6.06E-05,336262.5272,3165250.081
3031,2.24E-05,337262.5272,3165250.081
3032,1.31E-05,338262.5272,3165250.081
3033,2.08E-05,339262.5272,3165250.081
3034,4.35E-05,340262.5272,3165250.081
3035,3.09E-05,341262.5272,3165250.081
3036,1.70E-05,342262.5272,3165250.081
3037,1.44E-05,343262.5272,3165250.081
3038,2.70E-05,344262.5272,3165250.081
3039,7.07E-05,345262.5272,3165250.081
3040,0.000130848,346262.5272,3165250.081
3041,5.64E-05,347262.5272,3165250.081
3042,4.28E-05,348262.5272,3165250.081
3043,9.89E-06,203262.5272,3166250.081
3044,2.56E-05,209262.5272,3166250.081
3045,0.000167668,210262.5272,3166250.081
3046,0.000189886,211262.5272,3166250.081
3047,0.000194674,212262.5272,3166250.081
3048,0.000186265,213262.5272,3166250.081
3049,0.000133533,214262.5272,3166250.081
3050,8.66E-05,215262.5272,3166250.081
3051,9.76E-05,216262.5272,3166250.081
3052,0.000190831,217262.5272,3166250.081
3053,0.000166248,218262.5272,3166250.081
3054,0.00016263,219262.5272,3166250.081
3055,0.000195407,220262.5272,3166250.081
3056,0.000192032,221262.5272,3166250.081
3057,0.000193777,222262.5272,3166250.081
3058,0.000150201,223262.5272,3166250.081
3059,9.26E-05,224262.5272,3166250.081
3060,7.37E-05,225262.5272,3166250.081
3061,0.000145119,226262.5272,3166250.081
3062,0.000195882,227262.5272,3166250.081
3063,0.000189954,228262.5272,3166250.081
3064,8.81E-05,229262.5272,3166250.081
3065,4.75E-05,230262.5272,3166250.081
3066,0.000132274,231262.5272,3166250.081
3067,0.000183904,232262.5272,3166250.081
3068,0.000195325,233262.5272,3166250.081
3069,0.000132528,234262.5272,3166250.081
3070,0.000103098,235262.5272,3166250.081
3071,4.95E-05,236262.5272,3166250.081
3072,0.000142777,237262.5272,3166250.081
3073,0.000175364,238262.5272,3166250.081
3074,0.000162561,239262.5272,3166250.081
3075,8.01E-05,240262.5272,3166250.081
3076,0.00015672,241262.5272,3166250.081
3077,0.000195882,242262.5272,3166250.081
3078,0.000158429,243262.5272,3166250.081
3079,0.000181566,244262.5272,3166250.081
3080,0.000195574,245262.5272,3166250.081
3081,0.000195482,246262.5272,3166250.081
3082,6.21E-05,247262.5272,3166250.081
3083,4.96E-05,248262.5272,3166250.081
3084,5.14E-05,249262.5272,3166250.081
3085,6.95E-05,250262.5272,3166250.081
3086,5.62E-05,251262.5272,3166250.081
3087,9.46E-05,252262.5272,3166250.081
3088,0.000106198,253262.5272,3166250.081
3089,0.000136281,254262.5272,3166250.081
3090,0.000150671,255262.5272,3166250.081
3091,0.000187769,256262.5272,3166250.081
3092,0.000168599,257262.5272,3166250.081
3093,0.000109657,258262.5272,3166250.081
3094,3.73E-05,259262.5272,3166250.081
3095,7.27E-05,260262.5272,3166250.081
3096,0.000113383,261262.5272,3166250.081
3097,0.00011118,262262.5272,3166250.081
3098,2.37E-05,263262.5272,3166250.081
3099,2.35E-05,264262.5272,3166250.081
3100,8.88E-05,265262.5272,3166250.081
3101,0.000168731,266262.5272,3166250.081
3102,0.000195816,267262.5272,3166250.081
3103,0.000160912,268262.5272,3166250.081
3104,0.000133279,269262.5272,3166250.081
3105,0.000163619,270262.5272,3166250.081
3106,0.00017932,271262.5272,3166250.081
3107,8.95E-05,272262.5272,3166250.081
3108,7.00E-05,273262.5272,3166250.081
3109,4.30E-05,274262.5272,3166250.081
3110,5.43E-05,275262.5272,3166250.081
3111,5.54E-05,276262.5272,3166250.081
3112,0.000147918,277262.5272,3166250.081
3113,2.62E-05,278262.5272,3166250.081
3114,3.25E-05,279262.5272,3166250.081
3115,1.25E-05,280262.5272,3166250.081
3116,1.65E-05,281262.5272,3166250.081
3117,2.44E-05,282262.5272,3166250.081
3118,7.51E-05,283262.5272,3166250.081
3119,0.000126798,284262.5272,3166250.081
3120,0.000171699,285262.5272,3166250.081
3121,0.000151219,286262.5272,3166250.081
3122,0.000171886,287262.5272,3166250.081
3123,5.84E-05,288262.5272,3166250.081
3124,0.000193837,289262.5272,3166250.081
3125,0.000126121,290262.5272,3166250.081
3126,0.00015672,291262.5272,3166250.081
3127,0.000123578,292262.5272,3166250.081
3128,0.000129838,293262.5272,3166250.081
3129,6.87E-05,294262.5272,3166250.081
3130,7.51E-05,295262.5272,3166250.081
3131,9.86E-05,296262.5272,3166250.081
3132,8.11E-05,297262.5272,3166250.081
3133,9.70E-05,298262.5272,3166250.081
3134,4.85E-05,299262.5272,3166250.081
3135,9.24E-05,300262.5272,3166250.081
3136,0.000139836,301262.5272,3166250.081
3137,6.22E-05,302262.5272,3166250.081
3138,1.17E-05,303262.5272,3166250.081
3139,3.29E-05,304262.5272,3166250.081
3140,5.96E-05,305262.5272,3166250.081
3141,7.49E-05,306262.5272,3166250.081
3142,4.98E-05,307262.5272,3166250.081
3143,6.63E-05,308262.5272,3166250.081
3144,0.0001674,309262.5272,3166250.081
3145,0.000158357,310262.5272,3166250.081
3146,0.000178886,311262.5272,3166250.081
3147,0.000162134,312262.5272,3166250.081
3148,0.000183002,313262.5272,3166250.081
3149,0.000190799,314262.5272,3166250.081
3150,0.000190021,315262.5272,3166250.081
3151,0.000182417,316262.5272,3166250.081
3152,0.00011627,317262.5272,3166250.081
3153,0.000145684,318262.5272,3166250.081
3154,0.000132025,319262.5272,3166250.081
3155,0.000101596,320262.5272,3166250.081
3156,0.000130344,321262.5272,3166250.081
3157,0.000125444,322262.5272,3166250.081
3158,8.24E-05,323262.5272,3166250.081
3159,0.000136698,324262.5272,3166250.081
3160,0.00011593,325262.5272,3166250.081
3161,0.000170038,326262.5272,3166250.081
3162,0.000173071,327262.5272,3166250.081
3163,0.000195734,328262.5272,3166250.081
3164,0.000190955,329262.5272,3166250.081
3165,0.000160767,330262.5272,3166250.081
3166,0.000189298,331262.5272,3166250.081
3167,0.00014294,332262.5272,3166250.081
3168,8.11E-05,333262.5272,3166250.081
3169,7.20E-05,334262.5272,3166250.081
3170,6.50E-05,335262.5272,3166250.081
3171,4.63E-05,336262.5272,3166250.081
3172,4.93E-05,337262.5272,3166250.081
3173,3.62E-05,338262.5272,3166250.081
3174,5.99E-05,339262.5272,3166250.081
3175,4.46E-05,340262.5272,3166250.081
3176,1.98E-05,341262.5272,3166250.081
3177,2.97E-05,342262.5272,3166250.081
3178,2.86E-05,343262.5272,3166250.081
3179,5.35E-05,344262.5272,3166250.081
3180,7.84E-05,345262.5272,3166250.081
3181,9.76E-05,346262.5272,3166250.081
3182,7.33E-05,347262.5272,3166250.081
3183,3.11E-05,348262.5272,3166250.081
3184,3.03E-05,349262.5272,3166250.081
3185,8.49E-06,196262.5272,3167250.081
3186,6.72E-06,197262.5272,3167250.081
3187,1.97E-05,209262.5272,3167250.081
3188,0.000168069,210262.5272,3167250.081
3189,0.000192406,211262.5272,3167250.081
3190,0.00018518,212262.5272,3167250.081
3191,0.000191553,213262.5272,3167250.081
3192,0.000144074,214262.5272,3167250.081
3193,0.0001001,215262.5272,3167250.081
3194,7.93E-05,216262.5272,3167250.081
3195,0.000144235,217262.5272,3167250.081
3196,0.000195082,218262.5272,3167250.081
3197,0.000108725,219262.5272,3167250.081
3198,0.000157836,220262.5272,3167250.081
3199,0.000118053,221262.5272,3167250.081
3200,0.000131266,222262.5272,3167250.081
3201,7.37E-05,223262.5272,3167250.081
3202,6.65E-05,224262.5272,3167250.081
3203,0.000126373,225262.5272,3167250.081
3204,0.000195647,226262.5272,3167250.081
3205,0.000194497,227262.5272,3167250.081
3206,0.000126881,228262.5272,3167250.081
3207,4.53E-05,229262.5272,3167250.081
3208,0.000120943,230262.5272,3167250.081
3209,0.000107039,231262.5272,3167250.081
3210,0.000131602,232262.5272,3167250.081
3211,0.000183049,233262.5272,3167250.081
3212,0.000186849,234262.5272,3167250.081
3213,0.000144397,235262.5272,3167250.081
3214,0.000114062,236262.5272,3167250.081
3215,6.90E-05,237262.5272,3167250.081
3216,7.21E-05,238262.5272,3167250.081
3217,0.000113383,239262.5272,3167250.081
3218,7.45E-05,240262.5272,3167250.081
3219,0.000138684,241262.5272,3167250.081
3220,0.000194183,242262.5272,3167250.081
3221,0.000192737,243262.5272,3167250.081
3222,0.000158947,244262.5272,3167250.081
3223,0.0001808,245262.5272,3167250.081
3224,0.000192711,246262.5272,3167250.081
3225,0.00010018,247262.5272,3167250.081
3226,0.000124678,248262.5272,3167250.081
3227,0.000163337,249262.5272,3167250.081
3228,0.000179479,250262.5272,3167250.081
3229,0.000122472,251262.5272,3167250.081
3230,8.15E-05,252262.5272,3167250.081
3231,0.000103347,253262.5272,3167250.081
3232,0.000145922,254262.5272,3167250.081
3233,0.000181056,255262.5272,3167250.081
3234,0.000195517,256262.5272,3167250.081
3235,0.000154758,257262.5272,3167250.081
3236,9.94E-05,258262.5272,3167250.081
3237,2.29E-05,259262.5272,3167250.081
3238,4.30E-05,260262.5272,3167250.081
3239,0.000108812,261262.5272,3167250.081
3240,0.000137196,262262.5272,3167250.081
3241,6.98E-05,263262.5272,3167250.081
3242,1.32E-05,264262.5272,3167250.081
3243,3.73E-05,265262.5272,3167250.081
3244,0.000155516,266262.5272,3167250.081
3245,0.000195633,267262.5272,3167250.081
3246,0.000191809,268262.5272,3167250.081
3247,0.000129583,269262.5272,3167250.081
3248,0.000195826,270262.5272,3167250.081
3249,0.00016536,271262.5272,3167250.081
3250,7.17E-05,272262.5272,3167250.081
3251,2.28E-05,275262.5272,3167250.081
3252,4.92E-05,276262.5272,3167250.081
3253,5.78E-05,277262.5272,3167250.081
3254,3.06E-05,278262.5272,3167250.081
3255,1.15E-05,279262.5272,3167250.081
3256,2.70E-05,282262.5272,3167250.081
3257,5.94E-05,283262.5272,3167250.081
3258,0.000135035,284262.5272,3167250.081
3259,9.01E-05,285262.5272,3167250.081
3260,8.43E-05,286262.5272,3167250.081
3261,0.000184045,287262.5272,3167250.081
3262,0.000105862,288262.5272,3167250.081
3263,0.000133112,289262.5272,3167250.081
3264,0.000194448,290262.5272,3167250.081
3265,0.000191553,291262.5272,3167250.081
3266,0.00019195,292262.5272,3167250.081
3267,0.00014934,293262.5272,3167250.081
3268,0.000101263,294262.5272,3167250.081
3269,0.000110672,295262.5272,3167250.081
3270,0.000144719,296262.5272,3167250.081
3271,9.55E-05,297262.5272,3167250.081
3272,4.92E-05,298262.5272,3167250.081
3273,1.82E-05,299262.5272,3167250.081
3274,8.24E-05,300262.5272,3167250.081
3275,0.000157913,301262.5272,3167250.081
3276,8.58E-05,302262.5272,3167250.081
3277,3.43E-05,303262.5272,3167250.081
3278,3.13E-05,304262.5272,3167250.081
3279,7.98E-05,305262.5272,3167250.081
3280,0.00011678,306262.5272,3167250.081
3281,0.000143264,307262.5272,3167250.081
3282,0.000137858,308262.5272,3167250.081
3283,0.000139836,309262.5272,3167250.081
3284,0.000192114,310262.5272,3167250.081
3285,0.000194448,311262.5272,3167250.081
3286,0.000190351,312262.5272,3167250.081
3287,0.000179156,313262.5272,3167250.081
3288,0.000186889,314262.5272,3167250.081
3289,0.000177158,315262.5272,3167250.081
3290,0.000194071,316262.5272,3167250.081
3291,0.000175482,317262.5272,3167250.081
3292,0.000190055,318262.5272,3167250.081
3293,0.000171951,319262.5272,3167250.081
3294,0.000172202,320262.5272,3167250.081
3295,0.000150125,321262.5272,3167250.081
3296,0.000125105,322262.5272,3167250.081
3297,7.23E-05,323262.5272,3167250.081
3298,7.17E-05,324262.5272,3167250.081
3299,0.000111518,325262.5272,3167250.081
3300,0.000123238,326262.5272,3167250.081
3301,0.000171193,327262.5272,3167250.081
3302,0.000187887,328262.5272,3167250.081
3303,0.000151063,329262.5272,3167250.081
3304,0.000195435,330262.5272,3167250.081
3305,0.000176123,331262.5272,3167250.081
3306,0.000195862,332262.5272,3167250.081
3307,0.000136698,333262.5272,3167250.081
3308,9.78E-05,334262.5272,3167250.081
3309,0.000105108,335262.5272,3167250.081
3310,0.000100266,336262.5272,3167250.081
3311,7.18E-05,337262.5272,3167250.081
3312,9.55E-05,338262.5272,3167250.081
3313,6.41E-05,339262.5272,3167250.081
3314,1.65E-05,340262.5272,3167250.081
3315,4.78E-05,341262.5272,3167250.081
3316,4.20E-05,342262.5272,3167250.081
3317,2.04E-05,343262.5272,3167250.081
3318,2.40E-05,344262.5272,3167250.081
3319,4.40E-05,345262.5272,3167250.081
3320,6.23E-05,346262.5272,3167250.081
3321,5.73E-05,347262.5272,3167250.081
3322,1.72E-05,348262.5272,3167250.081
3323,1.06E-05,205262.5272,3168250.081
3324,1.43E-05,206262.5272,3168250.081
3325,7.03E-06,207262.5272,3168250.081
3326,8.28E-06,209262.5272,3168250.081
3327,0.000103433,210262.5272,3168250.081
