FID,FID_,Field1,Rgd,Alt,StdRgd,StdAlt,D_0,x,y
0,0,1071,45.908698999999999,4368,0.174381105000000,-0.647266371000000,0.000188119000000,321262.527200000010000,3123250.080999999800000
1,1,1289,54.917598699999999,3200,0.608704285000000,-2.217252235000000,0.000074900000000,318262.527200000010000,3124250.080999999800000
2,2,1290,52.335701000000000,3436,0.484229815000000,-1.900029064000000,0.000112957000000,319262.527200000010000,3124250.080999999800000
3,3,1291,55.475601200000000,3771,0.635605841000000,-1.449733461000000,0.000166520000000,320262.527200000010000,3124250.080999999800000
4,4,1292,51.491699199999999,4545,0.443540101000000,-0.409348992000000,0.000169518000000,321262.527200000010000,3124250.080999999800000
5,5,1293,40.076400800000002,4511,-0.106796661000000,-0.455050635000000,0.000173806000000,322262.527200000010000,3124250.080999999800000
6,6,1505,61.847000100000002,3251,0.942773899000000,-2.148699770000000,0.000082600000000,313262.527200000010000,3125250.080999999800000
7,7,1506,61.058700600000002,3468,0.904769619000000,-1.857015753000000,0.000118393000000,314262.527200000010000,3125250.080999999800000
8,8,1507,57.727600099999997,3572,0.744175739000000,-1.717222491000000,0.000135949000000,315262.527200000010000,3125250.080999999800000
9,9,1508,50.457099900000003,2985,0.393661595000000,-2.506247921000000,0.000046600000000,316262.527200000010000,3125250.080999999800000
10,10,1509,47.042499499999998,2942,0.229042147000000,-2.564047058000000,0.000041900000000,317262.527200000010000,3125250.080999999800000
11,11,1510,52.136501299999999,3004,0.474626306000000,-2.480708767000000,0.000048800000000,318262.527200000010000,3125250.080999999800000
12,12,1511,57.443801899999997,3211,0.730493698000000,-2.202466409000000,0.000076500000000,319262.527200000010000,3125250.080999999800000
13,13,1512,57.394001000000003,3666,0.728092774000000,-1.590870889000000,0.000151139000000,320262.527200000010000,3125250.080999999800000
14,14,1513,50.854400599999998,4312,0.412815644000000,-0.722539666000000,0.000191838000000,321262.527200000010000,3125250.080999999800000
15,15,1514,41.954700500000001,4788,-0.016242973000000,-0.082716659000000,0.000132360000000,322262.527200000010000,3125250.080999999800000
16,16,1515,40.271801000000004,4652,-0.097376328000000,-0.265523232000000,0.000154301000000,323262.527200000010000,3125250.080999999800000
17,17,1516,39.319099399999999,5133,-0.143306509000000,0.381020604000000,0.000075700000000,324262.527200000010000,3125250.080999999800000
18,18,1722,63.377498600000003,3378,1.016559933000000,-1.977990691000000,0.000103179000000,309262.527200000010000,3126250.080999999800000
19,19,1723,70.062301599999998,3041,1.338837346000000,-2.430974626000000,0.000053200000000,310262.527200000010000,3126250.080999999800000
20,20,1725,66.503700300000006,2847,1.167275548000000,-2.691742826000000,0.000032700000000,312262.527200000010000,3126250.080999999800000
21,21,1726,58.797901199999998,3557,0.795775445000000,-1.737384980000000,0.000133447000000,313262.527200000010000,3126250.080999999800000
22,22,1727,58.072601300000002,3908,0.760808405000000,-1.265582721000000,0.000182661000000,314262.527200000010000,3126250.080999999800000
23,23,1728,56.022701300000001,3858,0.661981787000000,-1.332791020000000,0.000177385000000,315262.527200000010000,3126250.080999999800000
24,24,1729,47.959999099999997,3413,0.273275222000000,-1.930944882000000,0.000109063000000,316262.527200000010000,3126250.080999999800000
25,25,1730,42.311199199999997,3295,0.000943993000000,-2.089556467000000,0.000089600000000,317262.527200000010000,3126250.080999999800000
26,26,1731,54.551700599999997,3141,0.591064170000000,-2.296558028000000,0.000066300000000,318262.527200000010000,3126250.080999999800000
