#PolyID,X,Y,Usage ,/,Topography,Habitats,Altitude
7,216725.0053,3240773.007,-,/,-,-,-
7,216697.7529,3240807.943,-,/,-,-,-
7,216673.9718,3240872.586,-,/,-,-,-
7,216668.0738,3240935.342,-,/,-,-,-
7,216705.9296,3241003.406,-,/,-,-,-
7,216704.9524,3241022.121,-,/,-,-,-
7,216659.6991,3241037.141,-,/,-,-,-
7,216672.6944,3241137.933,-,/,-,-,-
7,216686.6675,3241213.167,-,/,-,-,-
7,216685.1896,3241330.291,-,/,-,-,-
7,216575.2336,3241547.915,-,/,-,-,-
8,215405.6839,3240230.387,2375.13,/,Ridgeline,Grassland ,4839.71
8,215669.6195,3240418.184,-,/,-,-,-
8,215907.5415,3240511.948,-,/,-,-,-
8,216125.5656,3240411.209,-,/,-,-,-
8,216260.6561,3240561.346,-,/,-,-,-
8,216243.812,3240649.064,-,/,-,-,-
8,216229.5224,3240697.952,-,/,-,-,-
8,216157.5267,3240736.627,-,/,-,-,-
8,216124.9637,3240762.909,-,/,-,-,-
8,216103.9642,3240801.661,-,/,-,-,-
8,216079.6335,3240853.626,-,/,-,-,-
8,216092.6823,3240888.71,-,/,-,-,-
8,216101.7629,3240949.717,-,/,-,-,-
8,216087.6978,3241016.379,-,/,-,-,-
8,216072.2333,3241044.922,-,/,-,-,-
8,216035.5988,3241112.863,-,/,-,-,-
8,216026.3229,3241136.5,-,/,-,-,-
8,216004.3753,3241194.71,-,/,-,-,-
8,215936.1744,3241273.538,-,/,-,-,-
8,215868.8097,3241294.395,-,/,-,-,-
8,215834.6318,3241320.235,-,/,-,-,-
8,215788.1347,3241327.487,-,/,-,-,-
8,215757.9259,3241310.174,-,/,-,-,-
8,215730.9468,3241334.997,-,/,-,-,-
8,215657.2931,3241379.864,-,/,-,-,-
8,215618.3415,3241438.789,-,/,-,-,-
8,215586.2803,3241453.733,-,/,-,-,-
9,214696.171,3243405.229,1189.61,/,Ridgeline,Grassland ,5059.47
9,214716.7452,3243414.932,-,/,-,-,-
9,214761.2477,3243438.718,-,/,-,-,-
9,214881.1948,3243449.825,-,/,-,-,-
9,215064.0839,3243386.237,-,/,-,-,-
9,215129.0626,3243321.849,-,/,-,-,-
9,215180.6695,3243268.389,-,/,-,-,-
9,215236.2188,3243216.736,-,/,-,-,-
9,215287.3294,3243171.741,-,/,-,-,-
9,215342.9558,3243143.315,-,/,-,-,-
9,215437.3,3243132.957,-,/,-,-,-
9,215541.7755,3243107.215,-,/,-,-,-
9,215668.5926,3243017.125,-,/,-,-,-
9,215721.2613,3242999.461,-,/,-,-,-
10,215429.055,3241734.162,2400.47,/,Ridgeline,Grassland ,4839.33
10,215472.3833,3241762.947,-,/,-,-,-
10,215515.1679,3241829.006,-,/,-,-,-
10,215531.1887,3241849.872,-,/,-,-,-
10,215557.6637,3241845.063,-,/,-,-,-
10,215579.2119,3241848.634,-,/,-,-,-
10,215631.9273,3241893.877,-,/,-,-,-
10,215670.3203,3241958.475,-,/,-,-,-
10,215722.311,3242005.744,-,/,-,-,-
10,215726.7964,3242047.877,-,/,-,-,-
10,215693.4723,3242082,-,/,-,-,-
10,215685.4217,3242124.902,-,/,-,-,-
10,215655.7077,3242176.557,-,/,-,-,-
10,215617.7103,3242221.017,-,/,-,-,-
10,215565.6891,3242218.477,-,/,-,-,-
10,215474.6223,3242204.789,-,/,-,-,-
10,215423.7001,3242265.084,-,/,-,-,-
10,215402.5351,3242281.682,-,/,-,-,-
10,215362.6879,3242291.271,-,/,-,-,-
10,215335.6268,3242275.88,-,/,-,-,-
10,215289.2571,3242285.782,-,/,-,-,-
10,215246.0141,3242294.871,-,/,-,-,-
10,215135.9503,3242296.446,-,/,-,-,-
10,215056.5862,3242314.8,-,/,-,-,-
