#polyID,X,Y
11,218332.7362,3237204.051
11,218296.4692,3237256.305
11,218262.4409,3237291.886
11,218244.1444,3237319.491
11,218206.6839,3237439.208
11,218181.1851,3237488.536
11,218176.84,3237509.389
11,218149.9273,3237559.245
11,218149.311,3237591.694
11,218137.8835,3237616.702
11,218132.3811,3237638.904
11,218141.4466,3237702.701
11,218154.8325,3237739.714
11,218157.0177,3237761.121
11,218156.0851,3237770.238
11,218145.9012,3237806.272
11,218132.2708,3237836.839
11,218126.6439,3237866.195
11,218135.2069,3237908.366
11,218146.7564,3237937.418
11,218142.2358,3237958.089
11,218109.0844,3238011.522
11,218089.4704,3238016.471
11,218077.7945,3238015.597
11,218037.8643,3237993.171
11,218002.1645,3237997.338
11,217962.7837,3238009.629
11,217929.33,3238056.086
11,217901.1593,3238087.312
11,217882.9952,3238169.563
11,217866.9911,3238221.79
11,217837.5356,3238252.155
11,217809.0538,3238268.492
11,217793.1853,3238289.965
11,217782.8004,3238297.41
11,217745.039,3238366.441
11,217741.8071,3238387.406
11,217720.7288,3238422.743
11,217709.8628,3238465.721
11,217678.7396,3238520.556
11,217676.9322,3238560.158
11,217679.7466,3238585.52
11,217673.7152,3238636.98
11,217674.3219,3238677.573
11,217675.6473,3238725.112
11,217679.8514,3238742.062
11,217678.6648,3238762.949
11,217651.7538,3238843.232
12,218103.8445,3239851.824
12,218080.4104,3239855.827
12,218064.7073,3239843.393
12,218027.6169,3239835.626
12,217996.764,3239837.06
12,217979.9974,3239844.245
12,217952.9581,3239866.302
12,217933.8625,3239887.102
12,217924.8901,3239908.051
12,217930.6186,3239910.857
12,217932.7939,3239942.373
12,217926.3057,3239980.314
12,217920.2711,3239997.406
12,217916.9117,3240031.96
12,217912.2301,3240038.167
12,217877.053,3240031.906
12,217865.1675,3240026.445
12,217850.1651,3240013.049
13,218693.6537,3240877.703
13,218690.7572,3240856.183
13,218663.2101,3240825.657
13,218636.6256,3240785.921
13,218626.6752,3240765.682
13,218599.8926,3240733.111
13,218563.8004,3240713.481
