FID,Field1,x,y,Rgd,Alt
5295,13449,323262.527200000010000,3179250.080999999800000,47.3656998,5464.0000000
5296,13450,324262.527200000010000,3179250.080999999800000,48.1021996,5478.0000000
5297,13451,325262.527200000010000,3179250.080999999800000,47.1819000,5252.0000000
5298,13452,326262.527200000010000,3179250.080999999800000,47.7865982,5285.0000000
5299,13453,327262.527200000010000,3179250.080999999800000,43.3982010,5482.0000000
5300,13454,328262.527200000010000,3179250.080999999800000,46.2574997,5146.0000000
5301,13455,329262.527200000010000,3179250.080999999800000,46.6613998,5113.0000000
5302,13456,330262.527200000010000,3179250.080999999800000,43.6402016,4958.0000000
5303,13457,331262.527200000010000,3179250.080999999800000,49.3217010,4804.0000000
5304,13458,332262.527200000010000,3179250.080999999800000,56.5231018,4337.0000000
5305,13459,333262.527200000010000,3179250.080999999800000,49.9197998,4241.0000000
5306,13460,334262.527200000010000,3179250.080999999800000,38.2296982,4201.0000000
5307,13461,335262.527200000010000,3179250.080999999800000,30.1466007,4034.0000000
5308,13462,336262.527200000010000,3179250.080999999800000,28.0156002,4240.0000000
5309,13463,337262.527200000010000,3179250.080999999800000,25.3134003,4330.0000000
5310,13464,338262.527200000010000,3179250.080999999800000,24.4137993,4400.0000000
5311,13465,339262.527200000010000,3179250.080999999800000,35.2822990,4612.0000000
5312,13499,152262.527200000010000,3180250.080999999800000,72.6224976,3842.0000000
5313,13500,153262.527200000010000,3180250.080999999800000,75.5745010,4708.0000000
5314,13501,154262.527200000010000,3180250.080999999800000,83.4779968,5304.0000000
5315,13507,160262.527200000010000,3180250.080999999800000,36.2678986,6000.0000000
5316,13508,161262.527200000010000,3180250.080999999800000,44.0931015,5849.0000000
5317,13509,162262.527200000010000,3180250.080999999800000,71.5098038,5135.0000000
5318,13510,163262.527200000010000,3180250.080999999800000,45.9224014,4400.0000000
5319,13511,164262.527200000010000,3180250.080999999800000,35.5854988,4135.0000000
5320,13512,165262.527200000010000,3180250.080999999800000,47.8656006,4001.0000000
5321,13513,166262.527200000010000,3180250.080999999800000,51.4250984,3830.0000000
5322,13514,167262.527200000010000,3180250.080999999800000,52.3961983,3617.0000000
5323,13515,168262.527200000010000,3180250.080999999800000,57.1898994,3560.0000000
5324,13516,169262.527200000010000,3180250.080999999800000,57.6808014,3533.0000000
5325,13517,170262.527200000010000,3180250.080999999800000,53.3046989,3136.0000000
5326,13522,175262.527200000010000,3180250.080999999800000,49.2593002,3177.0000000
5327,13523,176262.527200000010000,3180250.080999999800000,53.9407997,3394.0000000
5328,13524,177262.527200000010000,3180250.080999999800000,56.7784004,3709.0000000
5329,13525,178262.527200000010000,3180250.080999999800000,65.7572021,4247.0000000
5330,13526,179262.527200000010000,3180250.080999999800000,68.7792969,4887.0000000
5331,13527,180262.527200000010000,3180250.080999999800000,68.3292999,5309.0000000
5332,13528,181262.527200000010000,3180250.080999999800000,65.9777985,4821.0000000
5333,13529,182262.527200000010000,3180250.080999999800000,59.4775009,5001.0000000
5334,13530,183262.527200000010000,3180250.080999999800000,56.8107986,4414.0000000
5335,13531,184262.527200000010000,3180250.080999999800000,45.0531998,4291.0000000
5336,13532,185262.527200000010000,3180250.080999999800000,47.0242004,4650.0000000
5337,13533,186262.527200000010000,3180250.080999999800000,48.0554008,4869.0000000
5338,13534,187262.527200000010000,3180250.080999999800000,44.5199013,4821.0000000
5339,13535,188262.527200000010000,3180250.080999999800000,33.4567986,5254.0000000
5340,13536,189262.527200000010000,3180250.080999999800000,27.7931995,5150.0000000
5341,13537,190262.527200000010000,3180250.080999999800000,27.9382992,5081.0000000
5342,13538,191262.527200000010000,3180250.080999999800000,31.7768002,5240.0000000
5343,13539,192262.527200000010000,3180250.080999999800000,33.7514992,5247.0000000
5344,13540,193262.527200000010000,3180250.080999999800000,32.5750008,5491.0000000
5345,13541,194262.527200000010000,3180250.080999999800000,35.1528015,5443.0000000
5346,13542,195262.527200000010000,3180250.080999999800000,39.7776985,5391.0000000
5347,13543,196262.527200000010000,3180250.080999999800000,21.9421997,5032.0000000
5348,13544,197262.527200000010000,3180250.080999999800000,17.1224003,4999.0000000
5349,13545,198262.527200000010000,3180250.080999999800000,17.6371994,5062.0000000
5350,13546,199262.527200000010000,3180250.080999999800000,27.2357006,4994.0000000
5351,13547,200262.527200000010000,3180250.080999999800000,37.4084015,5223.0000000
5352,13548,201262.527200000010000,3180250.080999999800000,43.2223015,5064.0000000
5353,13549,202262.527200000010000,3180250.080999999800000,44.8809013,4860.0000000
5354,13550,203262.527200000010000,3180250.080999999800000,50.0411987,4730.0000000
5355,13551,204262.527200000010000,3180250.080999999800000,48.2270012,4045.0000000
5356,13552,205262.527200000010000,3180250.080999999800000,40.0726013,4340.0000000
5357,13553,206262.527200000010000,3180250.080999999800000,44.5489006,4849.0000000
5358,13554,207262.527200000010000,3180250.080999999800000,43.1936989,4467.0000000
5359,13555,208262.527200000010000,3180250.080999999800000,42.3238983,4526.0000000
5360,13556,209262.527200000010000,3180250.080999999800000,48.3867989,4931.0000000
5361,13557,210262.527200000010000,3180250.080999999800000,56.3496017,5564.0000000
5362,13558,211262.527200000010000,3180250.080999999800000,65.1987000,5967.0000000
5363,13559,212262.527200000010000,3180250.080999999800000,61.1917000,5751.0000000
5364,13560,213262.527200000010000,3180250.080999999800000,45.6390991,5541.0000000
5365,13561,214262.527200000010000,3180250.080999999800000,36.0336990,5313.0000000
5366,13562,215262.527200000010000,3180250.080999999800000,34.1236992,5190.0000000
5367,13563,216262.527200000010000,3180250.080999999800000,40.8795013,5361.0000000
5368,13564,217262.527200000010000,3180250.080999999800000,39.5508003,5566.0000000
5369,13565,218262.527200000010000,3180250.080999999800000,42.4930000,5704.0000000
5370,13566,219262.527200000010000,3180250.080999999800000,44.4401016,5611.0000000
5371,13567,220262.527200000010000,3180250.080999999800000,44.3695984,5547.0000000
5372,13568,221262.527200000010000,3180250.080999999800000,53.5602989,5494.0000000
5373,13569,222262.527200000010000,3180250.080999999800000,53.1856003,5460.0000000
5374,13570,223262.527200000010000,3180250.080999999800000,67.4998016,4801.0000000
5375,13571,224262.527200000010000,3180250.080999999800000,77.3258972,4311.0000000
5376,13572,225262.527200000010000,3180250.080999999800000,62.4062996,4452.0000000
5377,13573,226262.527200000010000,3180250.080999999800000,51.0526009,4006.0000000
5378,13574,227262.527200000010000,3180250.080999999800000,41.2934990,4505.0000000
5379,13575,228262.527200000010000,3180250.080999999800000,39.6866989,4949.0000000
5380,13576,229262.527200000010000,3180250.080999999800000,42.0689011,5252.0000000
5381,13577,230262.527200000010000,3180250.080999999800000,54.0150986,5374.0000000
5382,13578,231262.527200000010000,3180250.080999999800000,73.1211014,4580.0000000
5383,13579,232262.527200000010000,3180250.080999999800000,63.8955002,3832.0000000
5384,13580,233262.527200000010000,3180250.080999999800000,61.9300995,4430.0000000
5385,13581,234262.527200000010000,3180250.080999999800000,53.8162994,4806.0000000
5386,13582,235262.527200000010000,3180250.080999999800000,41.4379005,5297.0000000
5387,13583,236262.527200000010000,3180250.080999999800000,41.2804985,5399.0000000
5388,13584,237262.527200000010000,3180250.080999999800000,51.5391998,5728.0000000
5389,13586,239262.527200000010000,3180250.080999999800000,54.7881012,5833.0000000
5390,13587,240262.527200000010000,3180250.080999999800000,66.6167984,5648.0000000
5391,13592,245262.527200000010000,3180250.080999999800000,59.7210999,5968.0000000
5392,13593,246262.527200000010000,3180250.080999999800000,76.4347992,5571.0000000
5393,13594,247262.527200000010000,3180250.080999999800000,81.9831009,5730.0000000
5394,13596,249262.527200000010000,3180250.080999999800000,62.4844017,5919.0000000
5395,13597,250262.527200000010000,3180250.080999999800000,40.0606003,5781.0000000
5396,13598,251262.527200000010000,3180250.080999999800000,30.8150997,5654.0000000
5397,13599,252262.527200000010000,3180250.080999999800000,37.4734993,5839.0000000
5398,13604,257262.527200000010000,3180250.080999999800000,40.7274017,5986.0000000
5399,13605,258262.527200000010000,3180250.080999999800000,46.3115997,5378.0000000
5400,13606,259262.527200000010000,3180250.080999999800000,40.1627007,5245.0000000
5401,13607,260262.527200000010000,3180250.080999999800000,44.7879982,5238.0000000
5402,13608,261262.527200000010000,3180250.080999999800000,47.0531998,5331.0000000
5403,13609,262262.527200000010000,3180250.080999999800000,45.5665016,5522.0000000
5404,13610,263262.527200000010000,3180250.080999999800000,44.3069992,5559.0000000
5405,13611,264262.527200000010000,3180250.080999999800000,42.8357010,5442.0000000
5406,13612,265262.527200000010000,3180250.080999999800000,39.5934982,5104.0000000
5407,13613,266262.527200000010000,3180250.080999999800000,39.3357010,5318.0000000
5408,13614,267262.527200000010000,3180250.080999999800000,40.6413994,5155.0000000
5409,13615,268262.527200000010000,3180250.080999999800000,47.3737984,5474.0000000
5410,13616,269262.527200000010000,3180250.080999999800000,60.1164017,5837.0000000
5411,13617,270262.527200000010000,3180250.080999999800000,63.6313019,5489.0000000
5412,13618,271262.527200000010000,3180250.080999999800000,60.9267998,5183.0000000
5413,13619,272262.527200000010000,3180250.080999999800000,61.1679001,4666.0000000
5414,13620,273262.527200000010000,3180250.080999999800000,64.4910965,4677.0000000
5415,13621,274262.527200000010000,3180250.080999999800000,60.0153999,4203.0000000
5416,13622,275262.527200000010000,3180250.080999999800000,51.7254982,4331.0000000
5417,13623,276262.527200000010000,3180250.080999999800000,49.9087982,4640.0000000
5418,13624,277262.527200000010000,3180250.080999999800000,48.4160995,5062.0000000
5419,13625,278262.527200000010000,3180250.080999999800000,55.4785004,5448.0000000
5420,13626,279262.527200000010000,3180250.080999999800000,53.6110001,5352.0000000
5421,13627,280262.527200000010000,3180250.080999999800000,49.5607986,4814.0000000
5422,13628,281262.527200000010000,3180250.080999999800000,44.6952019,4400.0000000
5423,13629,282262.527200000010000,3180250.080999999800000,40.4832993,3818.0000000
5424,13630,283262.527200000010000,3180250.080999999800000,50.5418015,4316.0000000
5425,13631,284262.527200000010000,3180250.080999999800000,56.7403984,4839.0000000
5426,13632,285262.527200000010000,3180250.080999999800000,51.4415016,4797.0000000
5427,13633,286262.527200000010000,3180250.080999999800000,46.3031998,4804.0000000
5428,13634,287262.527200000010000,3180250.080999999800000,44.2588997,5044.0000000
5429,13635,288262.527200000010000,3180250.080999999800000,37.8676987,4819.0000000
5430,13636,289262.527200000010000,3180250.080999999800000,33.9318008,4832.0000000
5431,13637,290262.527200000010000,3180250.080999999800000,39.7859001,5138.0000000
5432,13638,291262.527200000010000,3180250.080999999800000,40.1302986,5286.0000000
5433,13639,292262.527200000010000,3180250.080999999800000,36.6856995,4930.0000000
5434,13640,293262.527200000010000,3180250.080999999800000,40.2052002,4730.0000000
5435,13641,294262.527200000010000,3180250.080999999800000,48.0391006,4860.0000000
5436,13642,295262.527200000010000,3180250.080999999800000,53.1409988,4553.0000000
5437,13643,296262.527200000010000,3180250.080999999800000,53.1451988,5115.0000000
5438,13644,297262.527200000010000,3180250.080999999800000,50.9156990,5280.0000000
5439,13645,298262.527200000010000,3180250.080999999800000,47.7686005,4833.0000000
5440,13646,299262.527200000010000,3180250.080999999800000,40.7832985,4409.0000000
5441,13647,300262.527200000010000,3180250.080999999800000,31.2514992,4013.0000000
5442,13648,301262.527200000010000,3180250.080999999800000,27.9195995,4298.0000000
5443,13649,302262.527200000010000,3180250.080999999800000,26.8244991,4414.0000000
5444,13650,303262.527200000010000,3180250.080999999800000,26.5301991,4509.0000000
5445,13651,304262.527200000010000,3180250.080999999800000,27.5032005,4715.0000000
5446,13652,305262.527200000010000,3180250.080999999800000,33.2234993,4710.0000000
5447,13653,306262.527200000010000,3180250.080999999800000,35.3956985,4798.0000000
5448,13654,307262.527200000010000,3180250.080999999800000,40.9838982,4827.0000000
5449,13655,308262.527200000010000,3180250.080999999800000,45.5233994,4877.0000000
5450,13656,309262.527200000010000,3180250.080999999800000,46.8852005,4806.0000000
5451,13657,310262.527200000010000,3180250.080999999800000,49.3884010,4504.0000000
5452,13658,311262.527200000010000,3180250.080999999800000,50.7321014,4974.0000000
5453,13659,312262.527200000010000,3180250.080999999800000,50.0929985,5456.0000000
5454,13660,313262.527200000010000,3180250.080999999800000,49.8658981,5450.0000000
5455,13661,314262.527200000010000,3180250.080999999800000,51.7303009,5338.0000000
5456,13662,315262.527200000010000,3180250.080999999800000,41.2168007,5393.0000000
5457,13663,316262.527200000010000,3180250.080999999800000,38.7038002,5319.0000000
5458,13664,317262.527200000010000,3180250.080999999800000,42.9844017,5636.0000000
5459,13665,318262.527200000010000,3180250.080999999800000,36.8216019,5650.0000000
5460,13666,319262.527200000010000,3180250.080999999800000,40.2826996,5459.0000000
5461,13667,320262.527200000010000,3180250.080999999800000,43.4948006,5296.0000000
5462,13668,321262.527200000010000,3180250.080999999800000,45.7374992,5570.0000000
5463,13669,322262.527200000010000,3180250.080999999800000,45.8521004,5257.0000000
5464,13670,323262.527200000010000,3180250.080999999800000,45.3660011,5234.0000000
5465,13671,324262.527200000010000,3180250.080999999800000,46.0484009,5076.0000000
5466,13672,325262.527200000010000,3180250.080999999800000,48.1511002,5065.0000000
5467,13673,326262.527200000010000,3180250.080999999800000,45.3675003,4982.0000000
5468,13674,327262.527200000010000,3180250.080999999800000,42.4528999,4993.0000000
5469,13675,328262.527200000010000,3180250.080999999800000,42.2232018,4867.0000000
5470,13676,329262.527200000010000,3180250.080999999800000,45.4878006,4594.0000000
5471,13677,330262.527200000010000,3180250.080999999800000,45.8432007,4502.0000000
5472,13678,331262.527200000010000,3180250.080999999800000,45.8807983,4325.0000000
5473,13679,332262.527200000010000,3180250.080999999800000,39.6693001,4064.0000000
5474,13680,333262.527200000010000,3180250.080999999800000,38.2615013,3945.0000000
5475,13681,334262.527200000010000,3180250.080999999800000,37.4898987,4181.0000000
5476,13682,335262.527200000010000,3180250.080999999800000,32.8172989,4174.0000000
5477,13683,336262.527200000010000,3180250.080999999800000,28.9906998,4241.0000000
5478,13684,337262.527200000010000,3180250.080999999800000,21.9946003,4384.0000000
5479,13720,152262.527200000010000,3181250.080999999800000,79.5401993,4143.0000000
5480,13721,153262.527200000010000,3181250.080999999800000,85.7704010,5291.0000000
5481,13727,159262.527200000010000,3181250.080999999800000,55.1530991,5976.0000000
5482,13728,160262.527200000010000,3181250.080999999800000,37.3423004,5812.0000000
5483,13729,161262.527200000010000,3181250.080999999800000,35.1506996,5857.0000000
5484,13730,162262.527200000010000,3181250.080999999800000,66.5767975,5502.0000000
5485,13731,163262.527200000010000,3181250.080999999800000,59.3660011,4674.0000000
5486,13732,164262.527200000010000,3181250.080999999800000,49.4304008,4582.0000000
5487,13733,165262.527200000010000,3181250.080999999800000,54.8949013,4620.0000000
5488,13734,166262.527200000010000,3181250.080999999800000,46.2090988,4246.0000000
5489,13735,167262.527200000010000,3181250.080999999800000,48.7242012,4042.0000000
5490,13736,168262.527200000010000,3181250.080999999800000,54.1679993,4133.0000000
5491,13737,169262.527200000010000,3181250.080999999800000,53.7616005,3937.0000000
5492,13738,170262.527200000010000,3181250.080999999800000,54.9977989,3408.0000000
5493,13739,171262.527200000010000,3181250.080999999800000,52.9393997,3091.0000000
5494,13741,173262.527200000010000,3181250.080999999800000,41.6273003,2753.0000000
5495,13744,176262.527200000010000,3181250.080999999800000,47.8364983,3229.0000000
5496,13745,177262.527200000010000,3181250.080999999800000,49.5531998,3561.0000000
5497,13746,178262.527200000010000,3181250.080999999800000,56.9855003,3996.0000000
5498,13747,179262.527200000010000,3181250.080999999800000,60.1346016,4763.0000000
5499,13748,180262.527200000010000,3181250.080999999800000,61.1678009,4715.0000000
5500,13749,181262.527200000010000,3181250.080999999800000,56.4141006,4310.0000000
5501,13750,182262.527200000010000,3181250.080999999800000,52.1968002,4582.0000000
5502,13751,183262.527200000010000,3181250.080999999800000,45.1361008,4153.0000000
5503,13752,184262.527200000010000,3181250.080999999800000,36.3657990,4016.0000000
5504,13753,185262.527200000010000,3181250.080999999800000,37.0471992,4267.0000000
5505,13754,186262.527200000010000,3181250.080999999800000,33.7630997,4409.0000000
5506,13755,187262.527200000010000,3181250.080999999800000,38.2915993,4538.0000000
5507,13756,188262.527200000010000,3181250.080999999800000,42.2127991,4879.0000000
5508,13757,189262.527200000010000,3181250.080999999800000,39.0180016,4969.0000000
5509,13758,190262.527200000010000,3181250.080999999800000,41.1495018,5251.0000000
5510,13759,191262.527200000010000,3181250.080999999800000,35.4584999,5361.0000000
5511,13760,192262.527200000010000,3181250.080999999800000,34.1464996,5455.0000000
5512,13761,193262.527200000010000,3181250.080999999800000,44.0057983,5680.0000000
5513,13762,194262.527200000010000,3181250.080999999800000,46.7789993,5733.0000000
5514,13763,195262.527200000010000,3181250.080999999800000,36.3157005,5311.0000000
5515,13764,196262.527200000010000,3181250.080999999800000,20.4883003,5066.0000000
5516,13765,197262.527200000010000,3181250.080999999800000,21.4473991,5101.0000000
5517,13766,198262.527200000010000,3181250.080999999800000,27.6532001,5121.0000000
5518,13767,199262.527200000010000,3181250.080999999800000,40.0862007,5343.0000000
5519,13768,200262.527200000010000,3181250.080999999800000,43.9435005,4875.0000000
5520,13769,201262.527200000010000,3181250.080999999800000,43.9642982,4519.0000000
5521,13770,202262.527200000010000,3181250.080999999800000,43.2178001,4307.0000000
5522,13771,203262.527200000010000,3181250.080999999800000,44.6055984,4220.0000000
5523,13772,204262.527200000010000,3181250.080999999800000,41.2714005,4037.0000000
5524,13773,205262.527200000010000,3181250.080999999800000,37.0672989,4431.0000000
5525,13774,206262.527200000010000,3181250.080999999800000,39.8143005,4800.0000000
5526,13775,207262.527200000010000,3181250.080999999800000,50.2428017,5056.0000000
5527,13776,208262.527200000010000,3181250.080999999800000,43.9748993,4709.0000000
5528,13777,209262.527200000010000,3181250.080999999800000,47.4305992,5119.0000000
5529,13778,210262.527200000010000,3181250.080999999800000,61.3061981,5747.0000000
5530,13781,213262.527200000010000,3181250.080999999800000,48.4071007,5709.0000000
5531,13782,214262.527200000010000,3181250.080999999800000,41.1702995,5605.0000000
5532,13783,215262.527200000010000,3181250.080999999800000,53.4084015,5659.0000000
5533,13784,216262.527200000010000,3181250.080999999800000,49.5505981,5626.0000000
5534,13785,217262.527200000010000,3181250.080999999800000,41.6268997,5529.0000000
5535,13786,218262.527200000010000,3181250.080999999800000,43.8133011,5608.0000000
5536,13787,219262.527200000010000,3181250.080999999800000,46.9931984,5484.0000000
5537,13788,220262.527200000010000,3181250.080999999800000,51.8782997,5281.0000000
5538,13789,221262.527200000010000,3181250.080999999800000,54.3213997,5428.0000000
5539,13790,222262.527200000010000,3181250.080999999800000,56.3848000,5141.0000000
5540,13791,223262.527200000010000,3181250.080999999800000,58.4777985,4507.0000000
5541,13792,224262.527200000010000,3181250.080999999800000,51.6120987,4689.0000000
5542,13793,225262.527200000010000,3181250.080999999800000,51.3599014,4755.0000000
5543,13794,226262.527200000010000,3181250.080999999800000,48.5615997,4143.0000000
5544,13795,227262.527200000010000,3181250.080999999800000,41.0637016,4634.0000000
5545,13796,228262.527200000010000,3181250.080999999800000,38.8054008,5080.0000000
5546,13797,229262.527200000010000,3181250.080999999800000,40.8922997,5462.0000000
5547,13798,230262.527200000010000,3181250.080999999800000,45.1940002,5074.0000000
5548,13799,231262.527200000010000,3181250.080999999800000,58.7784004,4692.0000000
5549,13800,232262.527200000010000,3181250.080999999800000,62.7619019,4008.0000000
5550,13801,233262.527200000010000,3181250.080999999800000,60.4534988,4368.0000000
5551,13802,234262.527200000010000,3181250.080999999800000,43.7961998,4769.0000000
5552,13803,235262.527200000010000,3181250.080999999800000,37.5983009,4930.0000000
5553,13804,236262.527200000010000,3181250.080999999800000,38.3527985,5010.0000000
5554,13805,237262.527200000010000,3181250.080999999800000,44.9766998,5440.0000000
5555,13806,238262.527200000010000,3181250.080999999800000,56.6810989,5586.0000000
5556,13818,250262.527200000010000,3181250.080999999800000,36.7610016,5999.0000000
5557,13819,251262.527200000010000,3181250.080999999800000,27.4943008,5760.0000000
5558,13820,252262.527200000010000,3181250.080999999800000,29.8031006,5849.0000000
5559,13827,259262.527200000010000,3181250.080999999800000,55.2859993,5793.0000000
5560,13828,260262.527200000010000,3181250.080999999800000,51.7635994,5726.0000000
5561,13829,261262.527200000010000,3181250.080999999800000,43.4359016,5902.0000000
5562,13830,262262.527200000010000,3181250.080999999800000,32.1254997,5824.0000000
5563,13831,263262.527200000010000,3181250.080999999800000,34.5592995,5769.0000000
5564,13832,264262.527200000010000,3181250.080999999800000,40.6366005,5680.0000000
5565,13833,265262.527200000010000,3181250.080999999800000,41.2440987,5387.0000000
5566,13834,266262.527200000010000,3181250.080999999800000,40.2523003,5238.0000000
5567,13835,267262.527200000010000,3181250.080999999800000,48.0265999,5462.0000000
5568,13836,268262.527200000010000,3181250.080999999800000,53.9009018,5695.0000000
5569,13837,269262.527200000010000,3181250.080999999800000,56.0805016,5135.0000000
5570,13838,270262.527200000010000,3181250.080999999800000,56.0339012,4988.0000000
5571,13839,271262.527200000010000,3181250.080999999800000,56.2577019,4616.0000000
5572,13840,272262.527200000010000,3181250.080999999800000,54.4286003,4389.0000000
5573,13841,273262.527200000010000,3181250.080999999800000,56.6006012,4487.0000000
5574,13842,274262.527200000010000,3181250.080999999800000,54.1540985,4489.0000000
5575,13843,275262.527200000010000,3181250.080999999800000,44.9860992,4814.0000000
5576,13844,276262.527200000010000,3181250.080999999800000,43.8170013,5001.0000000
5577,13845,277262.527200000010000,3181250.080999999800000,47.7929993,5252.0000000
5578,13846,278262.527200000010000,3181250.080999999800000,51.9491005,4956.0000000
5579,13847,279262.527200000010000,3181250.080999999800000,51.0528984,4924.0000000
5580,13848,280262.527200000010000,3181250.080999999800000,44.1903992,4782.0000000
5581,13849,281262.527200000010000,3181250.080999999800000,41.1161003,4326.0000000
5582,13850,282262.527200000010000,3181250.080999999800000,45.3861008,3930.0000000
5583,13851,283262.527200000010000,3181250.080999999800000,49.3783989,4113.0000000
5584,13852,284262.527200000010000,3181250.080999999800000,47.9132996,4241.0000000
5585,13853,285262.527200000010000,3181250.080999999800000,41.1524010,4437.0000000
5586,13854,286262.527200000010000,3181250.080999999800000,39.0704002,4603.0000000
5587,13855,287262.527200000010000,3181250.080999999800000,44.6467018,4916.0000000
5588,13856,288262.527200000010000,3181250.080999999800000,43.7468987,5223.0000000
5589,13857,289262.527200000010000,3181250.080999999800000,42.3367996,5196.0000000
5590,13858,290262.527200000010000,3181250.080999999800000,44.0920982,5416.0000000
5591,13859,291262.527200000010000,3181250.080999999800000,37.5074005,5289.0000000
5592,13860,292262.527200000010000,3181250.080999999800000,34.2036018,5242.0000000
5593,13861,293262.527200000010000,3181250.080999999800000,40.3059998,4936.0000000
5594,13862,294262.527200000010000,3181250.080999999800000,43.8058014,4791.0000000
5595,13863,295262.527200000010000,3181250.080999999800000,39.6852989,4857.0000000
5596,13864,296262.527200000010000,3181250.080999999800000,37.6827011,5109.0000000
5597,13865,297262.527200000010000,3181250.080999999800000,35.7948990,4812.0000000
5598,13866,298262.527200000010000,3181250.080999999800000,29.8314991,4538.0000000
5599,13867,299262.527200000010000,3181250.080999999800000,27.6322994,4258.0000000
5600,13868,300262.527200000010000,3181250.080999999800000,25.6945992,4086.0000000
5601,13869,301262.527200000010000,3181250.080999999800000,25.6741009,4130.0000000
5602,13870,302262.527200000010000,3181250.080999999800000,26.1560993,4385.0000000
5603,13871,303262.527200000010000,3181250.080999999800000,30.3593998,4608.0000000
5604,13872,304262.527200000010000,3181250.080999999800000,38.4029999,4870.0000000
5605,13873,305262.527200000010000,3181250.080999999800000,45.6637993,5140.0000000
5606,13874,306262.527200000010000,3181250.080999999800000,48.3084984,5310.0000000
5607,13875,307262.527200000010000,3181250.080999999800000,48.5517006,5523.0000000
5608,13876,308262.527200000010000,3181250.080999999800000,47.1241989,5470.0000000
5609,13877,309262.527200000010000,3181250.080999999800000,44.1212006,5183.0000000
5610,13878,310262.527200000010000,3181250.080999999800000,44.6160011,4954.0000000
5611,13879,311262.527200000010000,3181250.080999999800000,41.2751999,4652.0000000
5612,13880,312262.527200000010000,3181250.080999999800000,40.6865997,4982.0000000
5613,13881,313262.527200000010000,3181250.080999999800000,33.7093010,5116.0000000
5614,13882,314262.527200000010000,3181250.080999999800000,27.4895992,5095.0000000
5615,13883,315262.527200000010000,3181250.080999999800000,27.5695992,5179.0000000
5616,13884,316262.527200000010000,3181250.080999999800000,31.7028999,5445.0000000
5617,13885,317262.527200000010000,3181250.080999999800000,32.8027000,5550.0000000
5618,13886,318262.527200000010000,3181250.080999999800000,34.2349014,5461.0000000
5619,13887,319262.527200000010000,3181250.080999999800000,34.0227013,5275.0000000
5620,13888,320262.527200000010000,3181250.080999999800000,40.9578018,5010.0000000
5621,13889,321262.527200000010000,3181250.080999999800000,47.5568008,5051.0000000
5622,13890,322262.527200000010000,3181250.080999999800000,46.0405998,5007.0000000
5623,13891,323262.527200000010000,3181250.080999999800000,45.7420006,4866.0000000
5624,13892,324262.527200000010000,3181250.080999999800000,44.5518990,4842.0000000
5625,13893,325262.527200000010000,3181250.080999999800000,47.9831009,4571.0000000
5626,13894,326262.527200000010000,3181250.080999999800000,46.4425011,4608.0000000
5627,13895,327262.527200000010000,3181250.080999999800000,43.5904007,4637.0000000
5628,13896,328262.527200000010000,3181250.080999999800000,44.7472000,4883.0000000
5629,13897,329262.527200000010000,3181250.080999999800000,45.3666992,4678.0000000
5630,13898,330262.527200000010000,3181250.080999999800000,46.2704010,4552.0000000
5631,13899,331262.527200000010000,3181250.080999999800000,42.9020996,4494.0000000
5632,13900,332262.527200000010000,3181250.080999999800000,35.8067017,4409.0000000
5633,13901,333262.527200000010000,3181250.080999999800000,34.4682999,4141.0000000
5634,13902,334262.527200000010000,3181250.080999999800000,31.2989998,3985.0000000
5635,13903,335262.527200000010000,3181250.080999999800000,30.5212002,4209.0000000
5636,13904,336262.527200000010000,3181250.080999999800000,32.8604012,4403.0000000
5637,13941,152262.527200000010000,3182250.080999999800000,64.2388992,4560.0000000
5638,13942,153262.527200000010000,3182250.080999999800000,89.0898972,4938.0000000
5639,13943,154262.527200000010000,3182250.080999999800000,74.9376984,5895.0000000
5640,13944,155262.527200000010000,3182250.080999999800000,69.4377975,5996.0000000
5641,13945,156262.527200000010000,3182250.080999999800000,56.9347000,5985.0000000
5642,13946,157262.527200000010000,3182250.080999999800000,41.4841995,5978.0000000
5643,13947,158262.527200000010000,3182250.080999999800000,48.2033005,5984.0000000
5644,13948,159262.527200000010000,3182250.080999999800000,45.0732002,5397.0000000
5645,13949,160262.527200000010000,3182250.080999999800000,37.3810997,5495.0000000
5646,13950,161262.527200000010000,3182250.080999999800000,35.3499985,5921.0000000
5647,13952,163262.527200000010000,3182250.080999999800000,69.7953033,5495.0000000
5648,13953,164262.527200000010000,3182250.080999999800000,57.6594009,5148.0000000
5649,13954,165262.527200000010000,3182250.080999999800000,63.4230995,5229.0000000
5650,13955,166262.527200000010000,3182250.080999999800000,62.1124992,4761.0000000
5651,13956,167262.527200000010000,3182250.080999999800000,62.2168007,4678.0000000
5652,13957,168262.527200000010000,3182250.080999999800000,63.3154984,4760.0000000
5653,13958,169262.527200000010000,3182250.080999999800000,60.9664993,4374.0000000
5654,13959,170262.527200000010000,3182250.080999999800000,64.0457993,3897.0000000
5655,13960,171262.527200000010000,3182250.080999999800000,66.9620972,3527.0000000
5656,13961,172262.527200000010000,3182250.080999999800000,64.5697021,3251.0000000
5657,13962,173262.527200000010000,3182250.080999999800000,58.8557014,3539.0000000
5658,13963,174262.527200000010000,3182250.080999999800000,50.0567017,3025.0000000
5659,13965,176262.527200000010000,3182250.080999999800000,47.6733017,3211.0000000
5660,13966,177262.527200000010000,3182250.080999999800000,49.8620987,3710.0000000
5661,13967,178262.527200000010000,3182250.080999999800000,53.2076988,3820.0000000
