#PolyID	X	Y
T001	218332.7362	3237204.051
T001	218244.1444	3237319.491
T001	218141.4466	3237702.701
T001	218132.2708	3237836.839
T001	218037.8643	3237993.171
T001	217882.9952	3238169.563
T001	217782.8004	3238297.41
T001	217709.8627	3238465.721
T001	217675.6472	3238725.112
T002	218103.8445	3239851.824
T002	218064.7073	3239843.392
T002	217952.9581	3239866.302
T002	217930.6186	3239910.857
T002	217920.2711	3239997.406
T002	217916.9117	3240031.96
T002	217850.1651	3240013.048
T003	218693.6537	3240877.703
T003	218626.6752	3240765.682
T003	218563.8004	3240713.481
T003	218353.6865	3240582.537
T003	218167.809	3240469.053
T003	218022.2182	3240387.585
T003	217965.4127	3240355.443
T004	217273.8761	3242469.838
T004	217359.7582	3242397.241
T004	217582.2169	3242208.202
T004	217632.5563	3242166.047
T004	217868.8675	3241878.085
T004	217933.1168	3241627.74
T004	218038.1014	3240961.809
T004	218024.9464	3240938.637
T004	217951.3094	3240848.06
T004	217925.3472	3240648.343
T005	217597.9901	3243999.138
T005	217536.3152	3243905.255
T005	217271.6347	3243781.224
T005	217087.4808	3243759.499
T005	216799.8481	3243479.223
T005	216796.7701	3243408.349
T005	216847.7608	3243051.61
T005	217071.665	3242721.989
T006	216951.2113	3241397.953
T006	216915.6848	3241484.675
T006	216998.7112	3241832.498
T006	216991.6582	3242030.386
T006	216868.4903	3242136.362
T006	216799.6294	3242292.754
T006	216786.3628	3242535.246
T006	216727.9379	3242994.207
T007	216382.5824	3240272.68
T007	216447.8159	3240390.966
T007	216510.1118	3240446.258
T007	216725.0053	3240773.007
T007	216668.5093	3240912.884
T007	216659.6991	3241037.141
T007	216672.6944	3241137.933
T007	216697.9932	3241227.93
T007	216638.3245	3241455.742
T007	216575.2336	3241547.915
T007	216592.3056	3241674.192
T008	215405.6839	3240230.387
T008	215546.8656	3240297.323
T008	215799.6908	3240475.092
T008	216275.7689	3240474.164
T008	216242.7616	3240673.975
T008	216118.8908	3240785.201
T008	216081.6127	3240878.702
T008	216097.8418	3240985.7
T008	215976.5945	3241243.628
T008	215811.1043	3241334.074
T008	215586.2803	3241453.733
T009	214696.1709	3243405.229
T009	214761.2477	3243438.718
T009	215028.5446	3243406.182
T009	215129.0625	3243321.849
T009	215342.9558	3243143.315
T009	215586.8085	3243070.78
T009	215668.5925	3243017.125
T010	215429.0549	3241734.162
T010	215712.1192	3242066.07
T010	215565.689	3242218.477
T010	215402.535	3242281.682
T010	214995.0929	3242310.371
T010	214911.9091	3242403.354
T010	214768.0889	3242645.602
T010	214713.6662	3242775.09
T010	214784.5338	3243143.248
T011	212686.916	3240853.761
T011	212821.9402	3240810.875
T011	212854.8555	3240801.866
