#PolyID	X	Y
B1_T1	218332.7362	3237204.051
B1_T1	218296.4692	3237256.305
B1_T1	218262.4409	3237291.886
B1_T1	218244.1444	3237319.491
B1_T1	218206.6839	3237439.208
B1_T1	218181.1851	3237488.536
B1_T1	218176.84	3237509.389
B1_T1	218149.9273	3237559.245
B1_T1	218149.311	3237591.694
B1_T1	218137.8835	3237616.702
B1_T1	218132.3811	3237638.904
B1_T1	218141.4466	3237702.701
B1_T1	218154.8325	3237739.714
B1_T1	218157.0177	3237761.121
B1_T1	218145.9012	3237806.272
B1_T1	218132.2708	3237836.839
B1_T1	218126.6439	3237866.195
B1_T1	218135.2069	3237908.366
B1_T1	218146.7564	3237937.418
B1_T1	218142.2359	3237958.089
B1_T1	218109.0844	3238011.522
B1_T1	218089.4704	3238016.471
B1_T1	218077.7945	3238015.597
B1_T1	218037.8643	3237993.171
B1_T1	218002.1645	3237997.338
B1_T1	217962.7837	3238009.629
B1_T1	217929.33	3238056.086
B1_T1	217901.1593	3238087.312
B1_T1	217882.9952	3238169.563
B1_T1	217866.991	3238221.79
B1_T1	217837.5355	3238252.155
B1_T1	217809.0537	3238268.492
B1_T1	217793.1853	3238289.965
B1_T1	217782.8004	3238297.41
B1_T1	217745.0389	3238366.441
B1_T1	217741.807	3238387.406
B1_T1	217720.7287	3238422.743
B1_T1	217709.8627	3238465.721
B1_T1	217678.7396	3238520.556
B1_T1	217676.9322	3238560.158
B1_T1	217679.7465	3238585.52
B1_T1	217673.7151	3238636.98
B1_T1	217675.6472	3238725.112
B1_T1	217679.8513	3238742.062
B1_T1	217678.6647	3238762.949
B1_T1	217651.7537	3238843.232
B1_T2	218103.8445	3239851.824
B1_T2	218080.4105	3239855.827
B1_T2	218064.7073	3239843.392
B1_T2	218027.6169	3239835.626
B1_T2	217996.764	3239837.06
B1_T2	217979.9974	3239844.245
B1_T2	217952.9581	3239866.302
B1_T2	217933.8625	3239887.102
B1_T2	217924.8901	3239908.051
B1_T2	217930.6186	3239910.857
B1_T2	217932.7939	3239942.373
B1_T2	217926.3057	3239980.314
B1_T2	217920.2711	3239997.406
B1_T2	217916.9117	3240031.96
B1_T2	217912.2301	3240038.167
B1_T2	217877.0529	3240031.906
B1_T2	217865.1674	3240026.445
B1_T2	217850.1651	3240013.048
B1_T3	218693.6537	3240877.703
B1_T3	218690.7572	3240856.183
B1_T3	218663.2101	3240825.657
B1_T3	218636.6256	3240785.921
B1_T3	218626.6752	3240765.682
B1_T3	218599.8926	3240733.111
B1_T3	218563.8004	3240713.481
B1_T3	218543.0162	3240696.309
B1_T3	218484.5388	3240657.427
B1_T3	218469.371	3240650.754
B1_T3	218428.7925	3240646.56
B1_T3	218399.5632	3240629.16
B1_T3	218353.6865	3240582.537
B1_T3	218332.3654	3240566.429
B1_T3	218300.7695	3240535.456
B1_T3	218220.6776	3240514.145
B1_T3	218200.8911	3240503.718
B1_T3	218176.375	3240481.748
B1_T3	218167.809	3240469.053
B1_T3	218093.2975	3240415.646
B1_T3	218049.0905	3240394.052
B1_T3	218022.2182	3240387.585
B1_T3	217965.4127	3240355.443
B1_T4	217273.8761	3242469.838
B1_T4	217359.7582	3242397.241
B1_T4	217393.6301	3242359.771
B1_T4	217411.8392	3242350.764
B1_T4	217451.4804	3242319.409
B1_T4	217465.0233	3242315.204
B1_T4	217476.0081	3242306.804
B1_T4	217560.6004	3242225.114
B1_T4	217582.2169	3242208.202
B1_T4	217602.0536	3242198.736
B1_T4	217625.5866	3242181.842
B1_T4	217632.5563	3242166.047
B1_T4	217641.9601	3242154.05
B1_T4	217644.7884	3242139.902
B1_T4	217663.2172	3242097.032
B1_T4	217691.7071	3242055.494
B1_T4	217719.4449	3242022.734
B1_T4	217787.8385	3241959.655
B1_T4	217796.6492	3241940.17
B1_T4	217837.9797	3241890.047
B1_T4	217868.8675	3241878.085
B1_T4	217886.4113	3241829.054
B1_T4	217896.6222	3241781.2
B1_T4	217924.8861	3241687.409
B1_T4	217933.1168	3241627.74
B1_T4	217973.5133	3241540.854
B1_T4	218016.6111	3241432.664
B1_T4	218019.5989	3241419.33
B1_T4	218017.2512	3241376.911
B1_T4	218028.6611	3241314.225
B1_T4	218044.587	3241277.816
B1_T4	218059.6689	3241251.099
B1_T4	218070.5449	3241238.908
B1_T4	218085.6937	3241208.637
B1_T4	218093.1863	3241157.29
B1_T4	218084.5617	3241081.997
B1_T4	218065.0198	3241044.226
B1_T4	218065.2989	3241034.763
B1_T4	218038.1014	3240961.809
B1_T4	218024.9464	3240938.637
B1_T4	217997.9512	3240907.42
B1_T4	217981.6723	3240880.923
B1_T4	217951.3094	3240848.06
B1_T4	217931.891	3240812.341
B1_T4	217935.6869	3240778.641
B1_T4	217940.8729	3240762.863
B1_T4	217920.758	3240714.841
B1_T4	217919.4527	3240701.985
B1_T4	217925.3472	3240648.343
B1_T5	217597.9901	3243999.138
B1_T5	217584.1752	3243981.488
B1_T5	217581.2847	3243964.887
B1_T5	217571.028	3243948.395
B1_T5	217536.3152	3243905.255
B1_T5	217518.1971	3243888.298
B1_T5	217493.1839	3243852.692
B1_T5	217479.1927	3243847.311
B1_T5	217471.4454	3243838.977
B1_T5	217424.5597	3243812.803
B1_T5	217399.4282	3243795.082
B1_T5	217360.4464	3243783.553
B1_T5	217337.9824	3243773.455
B1_T5	217330.226	3243773.611
B1_T5	217302.2765	3243784.181
B1_T5	217271.6347	3243781.224
B1_T5	217237.0503	3243787.877
B1_T5	217208.4971	3243781.39
B1_T5	217110.7426	3243768.889
B1_T5	217087.4808	3243759.499
B1_T5	217051.1073	3243737.836
B1_T5	217011.5714	3243693.6
B1_T5	216958.0044	3243652.242
B1_T5	216944.3112	3243636.589
B1_T5	216919.0586	3243627.147
