#PolyID,X,Y
B1_T1,218332.73623,3237204.05144
B1_T1,218149.31098,3237591.69383
B1_T1,218132.27082,3237836.83893
B1_T1,218037.86433,3237993.17137
B1_T1,217809.05382,3238268.49168
B1_T1,217676.93224,3238560.15757
B1_T2,218103.84449,3239851.82428
B1_T2,217924.89006,3239908.05138
B1_T2,217865.16745,3240026.44488
B1_T3,218693.65368,3240877.70285
B1_T3,218663.21014,3240825.65740
B1_T3,218428.79250,3240646.55948
B1_T3,218167.80898,3240469.05337
B1_T4,217273.87615,3242469.83754
B1_T4,217465.02340,3242315.20394
B1_T4,217644.78845,3242139.90164
B1_T4,217886.41124,3241829.05419
B1_T4,218028.66109,3241314.22455
B1_T4,218065.29892,3241034.76266
B1_T4,217940.87284,3240762.86298
B1_T5,217597.99012,3243999.13840
B1_T5,217518.19713,3243888.29821
B1_T5,217330.22606,3243773.61095
B1_T5,217011.57140,3243693.59994
B1_T5,216796.77009,3243408.34913
B1_T5,216832.80810,3243080.66936
B1_T5,217045.52566,3242764.78171
B1_T6,216951.21130,3241397.95304
B1_T6,216915.68483,3241484.67484
B1_T6,217051.23718,3241945.76230
B1_T6,216868.49031,3242136.36172
B1_T6,216751.52215,3242430.29230
B1_T6,216797.24815,3242667.24249
B1_T6,216745.98648,3242888.49412
B1_T7,216382.58242,3240272.67956
B1_T7,216447.81587,3240390.96588
B1_T7,216707.56144,3240686.08793
B1_T7,216668.07376,3240935.34187
B1_T7,216672.69439,3241137.93321
B1_T8,215405.68394,3240230.38714
B1_T8,216260.65606,3240561.34623
B1_T8,216124.96369,3240762.90884
B1_T8,216101.76287,3240949.71733
B1_T8,216026.32294,3241136.49990
B1_T8,215834.63182,3241320.23490
B1_T8,215657.29312,3241379.86428
B1_T9,214696.17096,3243405.22878
B1_T9,214881.19475,3243449.82538
B1_T9,215236.21876,3243216.73562
B1_T9,215541.77549,3243107.21536
B1_T10,215429.05495,3241734.16240
B1_T10,215531.18871,3241849.87249
B1_T10,215670.32031,3241958.47459
B1_T10,215685.42167,3242124.90229
B1_T10,215474.62226,3242204.78879
B1_T10,215335.62681,3242275.87993
B1_T10,215056.58619,3242314.80038
B1_T10,214887.50518,3242470.23115
B1_T10,214873.79181,3242656.85374
B1_T10,214721.22749,3242817.49036
B1_T11,212686.91607,3240853.76138
B1_T11,212854.85552,3240801.86600
B1_T11,213260.70590,3240813.74350
B1_T11,213619.62360,3241027.93039
B1_T11,213871.53311,3241174.93215
B1_T11,214119.40756,3241367.97623
B1_T12,217620.50167,3238839.22195
B1_T12,217439.21972,3238982.99183
B1_T12,217269.86236,3239282.03281
B1_T12,217213.29828,3239453.95920
B1_T12,217159.66653,3239660.13521
B1_T12,216971.27574,3240031.81472
B1_T12,216706.87352,3240132.68264
B1_T13,217544.78173,3240412.60666
B1_T13,217522.78862,3240446.58499
B1_T13,217374.58254,3240434.63312
B1_T13,217316.52166,3240601.27802
B1_T13,217143.41425,3240530.32379
B1_T13,216876.57843,3240423.12229
B1_T14,215785.76509,3243012.55839
B1_T14,216066.91317,3243091.42221
B1_T14,216323.80924,3243170.03662
B1_T14,216599.98625,3243331.28288
B2_T1,207505.59791,3231954.29613
B2_T1,207488.46762,3231960.32403
B2_T1,207405.44196,3232081.76474
B2_T1,207222.66810,3232173.86642
B2_T1,207070.78621,3232252.33592
B2_T1,206822.27926,3232300.11707
B2_T1,206594.60564,3232344.31809
B2_T1,206413.56221,3232309.46784
B2_T1,206145.84977,3232461.65395
B2_T1,205969.62854,3232468.55627
B2_T2,207429.50295,3231327.34554
B2_T2,207436.32312,3231383.94450
B2_T2,207477.03785,3231608.15491
B2_T2,207603.49062,3231616.29875
B2_T2,207711.50521,3231719.05500
B2_T2,207696.63323,3231872.92434
B2_T3,207027.16046,3230913.40704
B2_T3,206597.98104,3230645.79604
B2_T3,206711.11814,3230487.37352
B2_T3,206912.70526,3230583.86262
B2_T3,206947.04923,3230649.98490
B2_T3,206897.51286,3230749.85424
B2_T3,207085.10422,3230763.19059
B2_T3,207027.16052,3230913.40685
B2_T3,207175.44428,3230973.62123
B2_T3,207286.57983,3231149.73146
B2_T3,207379.53537,3231262.53393
B2_T4,207104.25727,3229702.93173
B2_T4,207065.49513,3229708.40776
B2_T4,206999.87890,3229985.42204
B2_T4,206865.32493,3230160.46906
B2_T4,206578.91850,3230246.82130
B2_T5,207599.34704,3229237.90589
B2_T5,207589.71302,3229278.02862
B2_T5,207569.56582,3229469.66068
B2_T5,207429.22796,3229582.64037
B2_T5,207254.23716,3229628.45842
B2_T6,207213.33046,3228797.43692
B2_T6,207375.91884,3228850.99911
B2_T6,207592.88276,3228854.41143
B2_T6,207642.97202,3229001.24307
B2_T6,207641.09501,3229124.76039
B2_T7,208207.44749,3228587.80756
B2_T7,208205.18606,3228545.26460
B2_T7,208090.75652,3228380.40553
B2_T7,208044.22838,3228293.57444
B2_T7,207911.40538,3228007.10324
B2_T8,208142.38816,3229565.70551
B2_T8,208144.58180,3229424.67912
B2_T8,208143.62863,3229216.67481
B2_T8,208063.01898,3228976.90139
B2_T8,208117.40668,3228764.88925
B2_T9,208150.14794,3229717.72077
B2_T9,208047.20315,3229798.52186
B2_T9,207861.75668,3229946.10175
B2_T9,207701.94375,3230026.35194
B2_T9,207433.22323,3230144.47077
B2_T9,207233.44877,3230317.21256
B2_T9,207224.89072,3230493.48156
B2_T10,209487.85071,3228604.79612
B2_T10,209414.73706,3228764.41352
B2_T10,209110.46955,3228972.02670
B2_T10,208957.05644,3229180.51205
B2_T10,208566.39660,3229310.65950
B2_T11,209635.54129,3230082.77200
B2_T11,209475.77148,3229991.99000
B2_T11,209182.20567,3230093.00001
B2_T11,208793.70805,3229751.60199
B2_T11,209943.12693,3229883.81163
B2_T11,209851.70003,3229999.39855
B2_T11,209611.77049,3230063.38248
B2_T11,209365.60412,3230050.55962
B2_T11,209181.94782,3230040.22380
B2_T11,208985.64299,3229902.80219
B2_T11,208786.51130,3229746.25227
B2_T12,207536.27360,3230562.03328
B2_T12,207601.46301,3230555.71614
B2_T12,207852.55181,3230637.07681
B2_T12,208053.84026,3230469.78038
B2_T13,208374.73441,3230458.78599
B2_T13,208455.68117,3230551.33441
B2_T13,208650.50561,3230890.43186
B2_T13,208914.20649,3230912.78279
B2_T14,209048.96936,3231111.09895
B2_T14,209054.31076,3231129.12295
B2_T14,209029.84696,3231074.01182
B2_T14,209169.63830,3231449.52943
B2_T14,209161.65536,3231624.41284
B2_T14,209723.27127,3232341.77451
B2_T14,210462.92316,3232873.88679
B2_T14,211348.90409,3233266.97684
B2_T15,213500.65547,3231657.16698
B2_T15,212526.97122,3232989.45104
B2_T15,214265.27582,3231507.67066
B2_T15,214097.45843,3231432.17065
B2_T15,213947.40710,3231486.11119
B2_T15,213785.97993,3231646.27063
B2_T15,213540.08797,3231788.43203
B2_T15,213334.82054,3231741.33045
B2_T15,213137.28036,3231823.58472
B2_T15,213020.73401,3232180.56430
B2_T15,212849.91118,3232526.71795
B2_T15,212670.03677,3232881.49556
B2_T15,212525.47116,3233002.72120
B2_T15,211773.28084,3233030.69659
B2_T16,208197.73152,3233992.16399
B2_T16,208183.11613,3233970.51753
B2_T16,208331.04945,3234071.84683
B2_T16,208469.95230,3234157.06934
